id	sym	C1	C2	C3	5_uM_thapsigargin_rep1	5_uM_thapsigargin_rep2	5_uM_thapsigargin_rep3
ENSMUSG00000066724	Gm10175	404	318	266	297	288	227
ENSMUSG00000066735	Vkorc1l1	2853	3016	2903	2846	3885	3446
ENSMUSG00000066755	Tnfsf18	0	0	0	0	0	0
ENSMUSG00000066760	Psg16	18	26	32	15	17	22
ENSMUSG00000066771	Gm5614	0	0	0	0	1	0
ENSMUSG00000066798	Zbtb6	838	920	1007	1196	1575	1160
ENSMUSG00000066800	Rnasel	5377	6328	3655	3951	5848	2701
ENSMUSG00000066803	Vmn1r84	0	1	0	0	0	0
ENSMUSG00000066807	Gm10179	2	0	2	3	0	0
ENSMUSG00000066820	Vmn2r28	0	0	0	0	0	0
ENSMUSG00000066829	Zfp810	534	482	358	939	736	365
ENSMUSG00000066838	Zfp772	224	193	176	297	273	170
ENSMUSG00000066839	Ecsit	1983	1820	2408	1958	2030	2000
ENSMUSG00000066842	Hmcn1	1	0	1	0	1	0
ENSMUSG00000066861	Oas1g	42	90	108	33	81	132
ENSMUSG00000066867	Oas1e	0	1	0	0	0	0
ENSMUSG00000066877	Nck2	3126	2177	2081	3804	3674	2396
ENSMUSG00000066878	Gm10184	181	165	159	73	81	92
ENSMUSG00000066880	Zfp617	1233	1133	1428	2586	2608	1690
ENSMUSG00000066892	Fbxl12	399	364	345	764	941	640
ENSMUSG00000066894	Vsig10	2553	1827	1661	1536	1571	1263
ENSMUSG00000066896	Olfr18	0	0	0	0	0	0
ENSMUSG00000066900	Suds3	5257	5721	4925	4765	5052	4120
ENSMUSG00000066944	4921513D11Rik	0	0	0	0	0	0
ENSMUSG00000066952	Myo1h	7	7	7	7	1	4
ENSMUSG00000066964	Tmem211	1	1	4	0	2	3
ENSMUSG00000066975	Cryba4	0	1	1	0	4	2
ENSMUSG00000066979	Bub3	4494	3802	3928	3050	2858	3059
ENSMUSG00000066983	Gm16519	0	0	0	0	0	0
ENSMUSG00000067001	Serpinb7	0	0	0	0	1	0
ENSMUSG00000067006	Serpinb5	53	27	76	41	32	43
ENSMUSG00000067017	Gm3608	55	58	45	40	51	45
ENSMUSG00000067028	Cntnap5b	0	0	0	0	0	0
ENSMUSG00000067038	Rps12-ps3	16	21	15	27	19	17
ENSMUSG00000067049	Unc93a	116	265	66	61	263	25
ENSMUSG00000067058	Rps15a-ps5	1	1	3	3	0	1
ENSMUSG00000067071	Hes6	3276	2679	2616	2266	1942	1357
ENSMUSG00000067081	Asb18	6	6	8	3	5	16
ENSMUSG00000067101	1700010H22Rik	0	0	0	0	0	0
ENSMUSG00000067106	Gm5529	0	0	2	0	0	0
ENSMUSG00000067121	Gm7027	18	9	10	11	7	8
ENSMUSG00000067144	Slc22a7	0	0	0	0	1	0
ENSMUSG00000067148	Polr1c	2424	1582	1456	2923	2292	2085
ENSMUSG00000067149	Jchain	1	1	2	0	0	0
ENSMUSG00000067150	Xpo5	2758	2418	3197	3655	2484	3463
ENSMUSG00000067158	Col4a4	3	3	3	18	14	17
ENSMUSG00000067161	Gm5560	1	1	2	1	0	3
ENSMUSG00000067194	Eif1ax	5156	4398	4405	3869	3293	3381
ENSMUSG00000067199	Frat1	980	599	301	814	635	161
ENSMUSG00000067203	H2-K2	184	288	156	324	632	251
ENSMUSG00000067206	Lrrc66	1431	1845	1816	2308	5187	2994
ENSMUSG00000067212	H2-T23	2921	5349	6681	1800	4074	5641
ENSMUSG00000067215	Usp51	1	1	0	2	2	0
ENSMUSG00000067219	Nipal1	1895	1900	1855	2109	3727	2108
ENSMUSG00000067220	Cnga1	0	2	0	0	1	0
ENSMUSG00000067224	Gm3695	3	5	10	3	5	8
ENSMUSG00000067229	Cyp2c66	16760	21190	19108	13937	18809	18444
ENSMUSG00000067231	Cyp2c65	12955	21716	11168	9427	16617	8940
ENSMUSG00000067235	H2-Q10	7073	10583	3608	4823	8274	2591
ENSMUSG00000067242	Lgi1	0	0	0	1	2	0
ENSMUSG00000067261	Foxd3	1	0	0	1	1	0
ENSMUSG00000067274	Rplp0	122708	61079	82382	96972	52951	69424
ENSMUSG00000067276	Capn6	0	0	0	0	1	0
ENSMUSG00000067279	Ppp1r3c	4	2	4	34	22	5
ENSMUSG00000067288	Rps28	18334	9572	13566	12650	8502	9675
ENSMUSG00000067297	Ifit1bl2	143	1109	842	824	5411	1587
ENSMUSG00000067336	Bmpr2	2291	2368	2602	2558	3036	2831
ENSMUSG00000067341	H2-Eb2	0	0	1	0	0	0
ENSMUSG00000067344	Rps25-ps1	57	27	43	32	21	20
ENSMUSG00000067352	Gm14149	76	49	47	66	100	93
ENSMUSG00000067356	B430203G13Rik	9	10	16	4	7	9
ENSMUSG00000067365	Tmem128	822	788	891	1570	1332	1307
ENSMUSG00000067367	Lyar	2354	1839	2329	2419	1611	1739
ENSMUSG00000067369	Trmt2b	1984	1799	1673	1535	1525	1131
ENSMUSG00000067370	B3galt4	360	452	412	306	601	315
ENSMUSG00000067377	Tspan6	212	506	277	114	258	184
ENSMUSG00000067389	Gm17080	8	9	9	3	3	5
ENSMUSG00000067399	Trim43c	7	4	7	16	9	42
ENSMUSG00000067424	Zfp563	107	99	104	144	158	113
ENSMUSG00000067430	Zfp763	348	272	212	354	226	117
ENSMUSG00000067455	Hist1h4j	12	5	2	21	28	3
ENSMUSG00000067547	Gm7666	174	143	163	47	53	86
ENSMUSG00000067567	Hdac8	375	296	222	383	390	283
ENSMUSG00000067571	Ms4a15	43	92	158	35	72	135
ENSMUSG00000067575	Rpl35a-ps3	1	3	2	4	0	2
ENSMUSG00000067577	A430093F15Rik	0	1	0	0	0	0
ENSMUSG00000067578	Cbln4	0	0	0	1	0	0
ENSMUSG00000067594	Krt77	0	0	0	0	0	0
ENSMUSG00000067597	Dgat2l6	0	0	2	0	0	1
ENSMUSG00000067608	Pcna-ps2	73	64	53	57	64	24
ENSMUSG00000067613	Krt83	0	0	0	0	0	0
ENSMUSG00000067614	Krt86	0	0	1	0	0	1
ENSMUSG00000067615	Krt81	0	0	0	3	2	3
ENSMUSG00000067616	Klk11	0	0	0	0	0	1
ENSMUSG00000067629	Syngap1	191	126	258	102	82	120
ENSMUSG00000067642	Adgrf3	1	0	2	1	0	1
ENSMUSG00000067653	Ankrd23	12	17	18	22	19	28
ENSMUSG00000067656	Slc22a27	1	0	0	3	2	1
ENSMUSG00000067702	Tuba3a	0	2	0	4	1	0
ENSMUSG00000067704	Wfdc13	0	1	0	1	0	0
ENSMUSG00000067713	Prkag1	1007	1127	868	991	1186	843
ENSMUSG00000067714	Lpar5	1139	1606	1141	463	666	608
ENSMUSG00000067719	Gm10221	16	14	11	5	7	11
ENSMUSG00000067722	BC003965	1550	1215	1773	1354	1047	1341
ENSMUSG00000067724	Gbx1	7	9	8	75	78	59
ENSMUSG00000067736	Gm10222	2	506	3	5	0	6
ENSMUSG00000067750	Khdc1a	16	11	2	11	4	1
ENSMUSG00000067764	Xlr5c	1	0	0	3	3	7
ENSMUSG00000067768	Xlr4b	0	2	0	3	4	0
ENSMUSG00000067771	Gm14685	0	0	0	1	1	0
ENSMUSG00000067780	Pi15	0	0	0	1	1	0
ENSMUSG00000067786	Nnat	13	36	69	26	36	62
ENSMUSG00000067787	Blcap	1116	1331	1374	879	1157	1014
ENSMUSG00000067813	Xkr9	726	1368	1227	751	1977	1198
ENSMUSG00000067818	Myl9	85	5	33	53	1	15
ENSMUSG00000067825	Pex26	1481	1374	1597	2029	1823	1510
ENSMUSG00000067835	Gm14661	0	0	0	0	0	0
ENSMUSG00000067847	Romo1	1127	877	881	674	758	722
ENSMUSG00000067848	4933402N22Rik	0	0	0	1	2	0
ENSMUSG00000067851	Arfgef1	14226	13339	14069	21001	22289	18948
ENSMUSG00000067860	Zic3	0	0	0	0	0	0
ENSMUSG00000067869	Tcea1-ps1	6	12	12	16	10	19
ENSMUSG00000067870	Rpl31-ps8	228	119	174	151	100	142
ENSMUSG00000067872	Ccdc87	2	0	0	0	2	1
ENSMUSG00000067873	Htatsf1	2135	1905	2291	2582	2094	2428
ENSMUSG00000067882	Casp16-ps	3	9	4	3	11	3
ENSMUSG00000067889	Sptbn2	53	59	92	57	111	148
ENSMUSG00000067916	Gm13139	179	111	211	214	155	209
ENSMUSG00000067919	Rex2	0	0	1	0	1	0
ENSMUSG00000067924	Cxx1b	16	13	14	12	11	7
ENSMUSG00000067925	Cxx1a	30	17	21	14	15	14
ENSMUSG00000067928	Zfp760	352	320	284	431	277	368
ENSMUSG00000067929	Gm10226	41	37	35	119	106	57
ENSMUSG00000067931	Zfp948	561	574	630	1396	1646	856
ENSMUSG00000067941	Gm7168	1	0	0	0	0	0
ENSMUSG00000067942	Zfp160	509	529	522	780	822	578
ENSMUSG00000067949	Vmn1r-ps144	0	0	0	1	0	0
ENSMUSG00000067995	Gtf2f2	1255	1141	1458	2045	1636	1667
ENSMUSG00000067998	Bpifb9a	0	0	1	0	0	2
ENSMUSG00000068011	Mkrn2os	1629	2175	1705	1307	2516	1709
ENSMUSG00000068014	Gm14648	2	1	3	1	0	0
ENSMUSG00000068015	Lrch1	1147	648	1031	1673	993	1203
ENSMUSG00000068036	Mllt4	7584	7532	9615	8919	9370	9634
ENSMUSG00000068037	Mas1	3	2	10	1	2	5
ENSMUSG00000068039	Tcp1	16101	12195	13890	11079	8448	9928
ENSMUSG00000068040	Tm9sf4	4778	4658	5922	6552	8067	8509
ENSMUSG00000068062	Gm14164	0	0	0	4	4	0
ENSMUSG00000068079	Tcf15	2	1	2	0	0	0
ENSMUSG00000068083	Cyp2d40	0	0	0	0	5	0
ENSMUSG00000068085	Cyp2d11	1	1	0	1	0	0
ENSMUSG00000068086	Cyp2d9	2	12	1	3	3	0
ENSMUSG00000068099	1500009C09Rik	7	5	2	5	9	2
ENSMUSG00000068101	Cenpm	472	258	201	229	165	92
ENSMUSG00000068105	Tnfrsf13c	0	0	0	0	1	2
ENSMUSG00000068113	Gm4907	0	1	0	0	2	0
ENSMUSG00000068114	Ccdc134	1551	1533	1787	4510	4717	4656
ENSMUSG00000068115	Ninl	183	98	98	126	53	75
ENSMUSG00000068117	Mei1	4	2	1	0	1	0
ENSMUSG00000068120	Gm10231	0	0	0	0	0	0
ENSMUSG00000068122	Agtr2	1	0	0	0	1	0
ENSMUSG00000068129	Cst7	1	0	0	0	0	0
ENSMUSG00000068130	Zfp442	344	359	297	752	696	324
ENSMUSG00000068134	Zfp120	938	867	550	1442	1550	710
ENSMUSG00000068141	Gm10232	11	19	13	13	14	16
ENSMUSG00000068154	Insm1	185	191	282	321	690	396
ENSMUSG00000068167	Csnka2ip	2	0	0	0	0	0
ENSMUSG00000068184	Ndufaf2	543	484	453	383	324	310
ENSMUSG00000068196	Col8a1	2	9	7	58	98	18
ENSMUSG00000068200	Gm5931	5	6	9	5	5	2
ENSMUSG00000068205	Macrod2	204	260	221	199	196	180
ENSMUSG00000068206	Pick1	1521	1527	1965	2022	2136	1908
ENSMUSG00000068220	Lgals1	47	14	29	33	14	16
ENSMUSG00000068226	Gm6723	2	2	3	1	0	4
ENSMUSG00000068227	Il2rb	0	0	0	0	0	0
ENSMUSG00000068231	Vmn1r43	0	0	0	2	6	2
ENSMUSG00000068232	Vmn1r42	0	0	1	1	1	1
ENSMUSG00000068240	Gm11808	479	326	395	347	216	328
ENSMUSG00000068243	Gm7079	1	0	0	0	0	0
ENSMUSG00000068245	Phf11d	27	11	24	21	19	43
ENSMUSG00000068246	Apol9b	5	33	36	5	34	73
ENSMUSG00000068250	Amn1	440	537	458	793	941	508
ENSMUSG00000068252	Apol7b	3	6	2	0	1	2
ENSMUSG00000068259	Olfr461	0	0	2	2	5	3
ENSMUSG00000068262	Gm5879	11	5	4	6	7	4
ENSMUSG00000068263	Efcc1	0	0	2	3	2	1
ENSMUSG00000068264	Ap5s1	1325	1187	689	1680	2103	881
ENSMUSG00000068267	Cenpb	10341	9599	10474	7562	7945	7771
ENSMUSG00000068270	Shroom4	54	29	14	55	22	9
ENSMUSG00000068284	Usf3	4123	4469	4006	4219	4897	3687
ENSMUSG00000068290	Ddrgk1	3523	3410	3016	3298	3241	2791
ENSMUSG00000068299	Nat8f4	2787	6250	5135	2109	4251	4986
ENSMUSG00000068303	Spr-ps1	3	4	4	1	2	2
ENSMUSG00000068314	Gm6899	0	0	0	0	0	0
ENSMUSG00000068323	Slc4a5	2431	4059	658	2721	6488	940
ENSMUSG00000068324	Gm10029	0	0	0	0	0	0
ENSMUSG00000068327	Tlx2	0	0	0	0	0	0
ENSMUSG00000068328	Aup1	4848	4915	5685	5650	5070	5644
ENSMUSG00000068329	Htra2	1132	999	1013	816	790	761
ENSMUSG00000068335	Dok1	443	313	375	506	493	452
ENSMUSG00000068341	Reg3d	35	188	50	26	235	70
ENSMUSG00000068349	Gml	11	40	34	23	89	47
ENSMUSG00000068391	Chrac1	1044	1016	796	1204	1216	811
ENSMUSG00000068394	Cep152	550	528	618	646	595	371
ENSMUSG00000068396	Rpl34-ps1	1	1	1	0	1	0
ENSMUSG00000068397	Gm10240	3	0	1	0	1	0
ENSMUSG00000068407	Rnase12	2	0	1	0	0	1
ENSMUSG00000068417	Pnp2	1163	2097	708	330	1020	376
ENSMUSG00000068452	Duox2	266	265	604	169	211	371
ENSMUSG00000068457	Uty	1	0	2	1	1	0
ENSMUSG00000068463	B630019A10Rik	0	0	0	0	0	0
ENSMUSG00000068466	Gm5518	6	2	2	1	2	4
ENSMUSG00000068479	Mfap1a	593	613	556	728	847	804
ENSMUSG00000068480	Gm7551	0	0	0	0	0	0
ENSMUSG00000068487	Gm4943	0	0	0	0	0	0
ENSMUSG00000068523	Gng5	4368	4150	4233	3516	4031	4423
ENSMUSG00000068547	Clca4a	36	71	89	37	42	202
ENSMUSG00000068551	Zfp467	571	370	427	320	249	364
ENSMUSG00000068566	Myadm	6066	6233	6519	3659	4065	5121
ENSMUSG00000068579	Rpl7a-ps3	2	4	2	4	1	5
ENSMUSG00000068580	Zfyve19	1519	1667	1319	1936	2133	1421
ENSMUSG00000068587	Mgam	37828	71067	105048	33369	75085	106128
ENSMUSG00000068600	Gml2	7	28	29	14	29	15
ENSMUSG00000068601	Gm10244	3	5	4	1	5	1
ENSMUSG00000068604	Gm8225	1	1	1	3	1	1
ENSMUSG00000068606	Gm4841	0	0	2	0	0	0
ENSMUSG00000068614	Actc1	0	0	0	0	1	1
ENSMUSG00000068615	Gjd2	0	6	10	4	4	5
ENSMUSG00000068617	Efcab1	25	23	20	31	28	8
ENSMUSG00000068631	Gm7676	0	0	1	1	0	0
ENSMUSG00000068638	4930403O15Rik	2	1	0	2	4	0
ENSMUSG00000068663	Clec16a	1064	1411	1534	1256	1523	1483
ENSMUSG00000068674	Gm10247	0	0	1	0	1	0
ENSMUSG00000068686	Cd59b	14	11	9	5	5	5
ENSMUSG00000068696	Gpr88	0	0	0	0	0	0
ENSMUSG00000068697	Myoz1	0	0	0	0	1	0
ENSMUSG00000068699	Flnc	2	0	0	1	2	0
ENSMUSG00000068706	Gm10250	10	8	6	4	3	5
ENSMUSG00000068732	Tmem167b	1862	1929	1957	3441	3525	3554
ENSMUSG00000068735	Trp53i11	977	642	486	302	204	223
ENSMUSG00000068739	Sars	10800	9449	12604	17056	17588	18311
ENSMUSG00000068740	Celsr2	434	393	713	317	233	389
ENSMUSG00000068742	Cry2	732	921	943	1302	2422	1225
ENSMUSG00000068744	Psrc1	1013	536	1348	336	248	294
ENSMUSG00000068745	Mybphl	0	2	0	7	5	1
ENSMUSG00000068747	Sort1	7667	6324	5639	3021	2596	2802
ENSMUSG00000068748	Ptprz1	0	0	0	0	0	0
ENSMUSG00000068749	Psma5	5701	4789	4845	3595	3402	3417
ENSMUSG00000068758	Il3ra	63	51	67	71	57	90
ENSMUSG00000068762	Gstm6	3462	5810	2733	1897	3225	2059
ENSMUSG00000068794	Col28a1	4	5	4	6	8	3
ENSMUSG00000068798	Rap1a	3543	3488	3321	3568	3873	3163
ENSMUSG00000068823	Csde1	13026	11213	12640	13750	13546	12670
ENSMUSG00000068854	Hist2h2be	383	337	178	477	450	243
ENSMUSG00000068855	Hist2h2ac	3	1	2	3	4	4
ENSMUSG00000068856	Sf3b4	2520	2214	3114	2951	2561	3293
ENSMUSG00000068859	Sp9	2	2	3	1	5	0
ENSMUSG00000068860	Gm128	2	0	0	2	0	3
ENSMUSG00000068874	Selenbp1	7896	7837	4851	6686	9278	3345
ENSMUSG00000068876	Cgn	7435	9796	10893	7391	12901	10184
ENSMUSG00000068877	Selenbp2	984	702	68	717	795	38
ENSMUSG00000068882	Ssb	6890	5946	6956	7323	5462	5493
ENSMUSG00000068885	Lce3f	0	0	0	0	0	0
ENSMUSG00000068888	Lce1i	0	0	0	1	0	0
ENSMUSG00000068893	Sprr2a2	12587	2639	1084	6724	6585	6766
ENSMUSG00000068917	Clk2	1447	1403	1793	1800	2037	1618
ENSMUSG00000068921	Dap3	4546	3548	3500	3090	2791	2720
ENSMUSG00000068922	Msto1	878	700	992	654	401	632
ENSMUSG00000068923	Syt11	35	48	33	42	40	22
ENSMUSG00000068959	Zfp619	63	83	90	159	195	143
ENSMUSG00000068962	Zfp114	2	6	5	6	1	1
ENSMUSG00000068964	Gm6361	0	0	0	0	0	0
ENSMUSG00000068966	Zbtb34	477	533	597	448	498	514
ENSMUSG00000069011	Gm10254	51	50	28	89	68	50
ENSMUSG00000069014	Gm5641	36	26	31	36	32	34
ENSMUSG00000069020	Urm1	1305	1082	1196	1334	1323	1301
ENSMUSG00000069041	Slc25a31	0	0	0	2	0	0
ENSMUSG00000069045	Ddx3y	1	3	1	2	1	3
ENSMUSG00000069049	Eif2s3y	1	2	2	1	4	2
ENSMUSG00000069053	Uba1y	0	0	0	0	0	0
ENSMUSG00000069072	Slc7a14	0	8	0	2	9	4
ENSMUSG00000069083	Gm10259	1	0	0	0	0	0
ENSMUSG00000069085	Dytn	0	0	0	0	0	0
ENSMUSG00000069089	Cdk7	1456	1211	1633	1786	1579	1866
ENSMUSG00000069094	Pde7a	743	633	571	910	871	529
ENSMUSG00000069114	Zbtb10	17	18	21	219	488	184
ENSMUSG00000069132	Nxph2	0	0	0	1	0	0
ENSMUSG00000069135	Fgfr1op	1347	1100	1150	1048	1014	854
ENSMUSG00000069136	A130006I12Rik	13	12	6	19	32	11
ENSMUSG00000069170	Adgrv1	60	80	5	61	88	9
ENSMUSG00000069171	Nr2f1	0	1	1	0	1	0
ENSMUSG00000069184	Zfp72	116	73	62	137	75	53
ENSMUSG00000069188	Gm13192	0	0	0	0	0	0
ENSMUSG00000069189	Zdhhc11	0	0	0	0	1	0
ENSMUSG00000069206	Zfp874a	362	295	205	477	354	104
ENSMUSG00000069208	Zfp825	422	375	245	368	470	196
ENSMUSG00000069223	4930451E10Rik	2	7	5	4	4	2
ENSMUSG00000069227	Gprin1	35	46	53	30	46	43
ENSMUSG00000069236	Gm7251	0	0	0	0	1	0
ENSMUSG00000069237	Fam8a1	5608	7028	5337	4864	6561	6469
ENSMUSG00000069255	Dusp22	1	1	1	4	1	2
ENSMUSG00000069259	Prl6a1	28	18	27	11	26	25
ENSMUSG00000069265	Hist1h3a	1	0	4	5	4	0
ENSMUSG00000069266	Hist1h4b	0	0	0	0	0	0
ENSMUSG00000069267	Hist1h3b	1	0	0	1	3	1
ENSMUSG00000069268	Hist1h2bf	0	3	3	15	18	4
ENSMUSG00000069270	Hist1h2ac	7	4	0	16	16	2
ENSMUSG00000069272	Hist1h2ae	16	6	5	9	15	0
ENSMUSG00000069273	Hist1h3e	8	1	3	4	5	1
ENSMUSG00000069274	Hist1h4f	1	1	0	2	2	0
ENSMUSG00000069280	Vmn1r223	0	0	0	0	1	0
ENSMUSG00000069295	Vmn1r196	0	0	0	1	0	0
ENSMUSG00000069300	Hist1h2bj	11	7	3	42	48	5
ENSMUSG00000069301	Hist1h2ag	4	4	1	2	2	0
ENSMUSG00000069302	Hist1h2ah	6	1	1	0	2	0
ENSMUSG00000069303	Hist1h2br	1	2	0	6	5	0
ENSMUSG00000069305	Hist1h4n	1	0	1	11	18	0
ENSMUSG00000069306	Hist1h4m	2	2	0	5	12	1
ENSMUSG00000069307	Hist1h2bq	0	0	0	0	1	0
ENSMUSG00000069308	Hist1h2bp	5	3	2	4	13	2
ENSMUSG00000069309	Hist1h2an	1	0	0	0	0	0
ENSMUSG00000069310	Hist1h3c	6	8	2	27	28	2
ENSMUSG00000069376	Gm5507	2	2	0	1	2	1
ENSMUSG00000069379	Gm4950	0	0	0	0	0	0
ENSMUSG00000069390	Olfr707	0	0	1	0	0	1
ENSMUSG00000069439	Gm8444	1	0	0	0	1	0
ENSMUSG00000069456	Rdh16	3	4	5	5	3	0
ENSMUSG00000069475	Gm6020	24	11	18	17	11	13
ENSMUSG00000069495	Epc2	1261	1026	1117	2528	2855	2073
ENSMUSG00000069515	Lyz1	39006	42552	43237	39897	28185	17429
ENSMUSG00000069516	Lyz2	6	3	2	11	1	4
ENSMUSG00000069518	Gm10271	0	0	1	0	0	1
ENSMUSG00000069520	Tmem19	1798	2883	2211	1557	3158	1930
ENSMUSG00000069539	Scyl2	2862	3032	3779	5723	6261	5754
ENSMUSG00000069540	Gm4925	4	5	3	5	3	3
ENSMUSG00000069554	I830134H01Rik	1	1	0	0	1	0
ENSMUSG00000069565	Dazap1	5237	4182	4086	4569	4935	3732
ENSMUSG00000069581	Tspear	22	13	8	11	8	5
ENSMUSG00000069601	Ank3	1145	1533	783	3943	10549	5279
ENSMUSG00000069622	Gm10273	2	4	3	2	8	5
ENSMUSG00000069631	Strada	319	310	192	239	183	149
ENSMUSG00000069633	Pex11g	257	313	196	371	442	279
ENSMUSG00000069662	Marcks	3824	2172	2629	2956	2233	2380
ENSMUSG00000069670	Nkain2	0	0	0	0	0	2
ENSMUSG00000069678	Pcgf1	348	300	271	639	506	336
ENSMUSG00000069682	Gm10275	1363	688	946	1146	632	961
ENSMUSG00000069706	Taar5	0	0	0	0	0	0
ENSMUSG00000069707	Taar4	1	0	0	0	0	0
ENSMUSG00000069713	4933406P04Rik	16	23	2	17	22	7
ENSMUSG00000069727	Gm5595	266	203	172	248	213	172
ENSMUSG00000069729	Arid1b	2554	2318	2504	3301	3331	2645
ENSMUSG00000069743	Zfp820	467	431	250	904	769	262
ENSMUSG00000069744	Psmb3	4636	4068	4155	3178	3154	3280
ENSMUSG00000069755	Zfp125	399	309	299	475	365	282
ENSMUSG00000069769	Msi2	2675	1919	2808	2829	2257	2955
ENSMUSG00000069793	Slfn9	2807	2308	2172	2017	1074	524
ENSMUSG00000069804	Gm10277	3	2	6	0	3	5
ENSMUSG00000069805	Fbp1	4623	12195	9086	2201	8731	6871
ENSMUSG00000069806	Cacng7	0	0	0	0	1	0
ENSMUSG00000069808	Fam57a	1448	1048	1759	653	540	604
ENSMUSG00000069814	Ccdc92b	242	214	218	94	140	130
ENSMUSG00000069825	Spata22	24	38	24	21	49	30
ENSMUSG00000069833	Ahnak	3485	4864	4004	1976	4622	4212
ENSMUSG00000069835	Sat2	0	1	5	0	0	1
ENSMUSG00000069844	Sco1	1210	1312	1266	1192	1339	1042
ENSMUSG00000069855	Slc47a2	7	31	6	4	18	2
ENSMUSG00000069862	Rps12-ps9	6	5	12	5	2	12
ENSMUSG00000069867	Pabpn1l	0	0	0	0	0	0
ENSMUSG00000069873	4930438A08Rik	0	0	0	0	0	6
ENSMUSG00000069874	Irgm2	179	318	470	173	274	742
ENSMUSG00000069892	9930111J21Rik2	2	0	5	0	0	4
ENSMUSG00000069895	Atxn1l	1752	1845	1676	1823	2209	1668
ENSMUSG00000069899	Gm12166	6	4	5	0	4	5
ENSMUSG00000069910	Spdl1	842	595	430	869	542	257
ENSMUSG00000069911	Fam196b	0	2	3	0	1	2
ENSMUSG00000069920	B3gnt9	38	34	42	37	37	23
ENSMUSG00000069922	Ces3a	13	37	15	8	18	4
ENSMUSG00000069925	4932416K20Rik	0	0	0	0	0	0
ENSMUSG00000069939	Gm12070	26	33	12	15	27	12
ENSMUSG00000069972	Rps13-ps2	55	34	39	34	30	35
ENSMUSG00000070000	Fcho1	214	167	162	155	112	143
ENSMUSG00000070002	Ell	958	1077	999	1215	1935	1021
ENSMUSG00000070003	Ssbp4	1937	1343	1583	937	689	769
ENSMUSG00000070025	Gm10284	15	20	12	8	23	6
ENSMUSG00000070031	Sp140	47	26	37	48	35	54
ENSMUSG00000070034	Sp110	12	10	31	6	8	35
ENSMUSG00000070044	Fam149a	2519	1863	734	2521	1578	559
ENSMUSG00000070047	Fat1	7317	9867	15140	8642	13271	18151
ENSMUSG00000070056	Mfhas1	36	58	49	26	60	37
ENSMUSG00000070063	Snora33	20	17	39	12	13	24
ENSMUSG00000070074	Mir484	1	0	0	0	2	2
ENSMUSG00000070106	Mir363	0	0	0	0	0	0
ENSMUSG00000070111	Gm10286	8	9	8	10	17	24
ENSMUSG00000070127	Mir146b	0	0	0	0	1	0
ENSMUSG00000070138	Mir452	0	0	0	1	0	2
ENSMUSG00000070166	Gm25821	3	0	0	0	1	1
ENSMUSG00000070167	Snora57	30	23	35	16	13	26
ENSMUSG00000070170	Gm24163	0	0	0	0	0	1
ENSMUSG00000070214	Gm23058	0	0	0	0	0	0
ENSMUSG00000070263	Gm22365	0	0	0	0	0	0
ENSMUSG00000070271	Gm13268	0	0	0	0	0	0
ENSMUSG00000070280	Slc22a14	5	4	1	6	4	2
ENSMUSG00000070282	3000002C10Rik	108	98	117	199	177	165
ENSMUSG00000070283	Ndufaf3	726	735	769	550	634	712
ENSMUSG00000070284	Gmppb	2230	3374	3389	3464	5593	4957
ENSMUSG00000070287	Slc35g2	322	285	254	327	296	243
ENSMUSG00000070291	Ddx43	9	4	19	16	26	10
ENSMUSG00000070298	Trcg1	1	2	0	0	1	0
ENSMUSG00000070304	Scn2b	565	314	123	120	53	21
ENSMUSG00000070305	Mpzl3	2704	2273	1774	2135	3327	1991
ENSMUSG00000070306	Ccdc153	1	2	1	2	1	1
ENSMUSG00000070313	A630095E13Rik	1	1	0	5	6	1
ENSMUSG00000070315	4930581F22Rik	287	385	338	236	326	448
ENSMUSG00000070319	Eif3g	4331	3412	5438	5640	4264	6302
ENSMUSG00000070327	Rnf213	2055	4414	5242	1802	2738	5554
ENSMUSG00000070330	Tmem235	10	11	9	6	8	6
ENSMUSG00000070331	Qrich2	4	6	6	7	19	10
ENSMUSG00000070332	Trim80	23	109	61	69	323	48
ENSMUSG00000070336	Fbxo47	51	51	32	98	155	49
ENSMUSG00000070337	Gpr179	2	1	8	4	5	8
ENSMUSG00000070342	Gm10287	0	0	0	5	1	3
ENSMUSG00000070343	Gm10288	396	222	254	241	176	197
ENSMUSG00000070345	Hsf5	1	4	2	5	6	6
ENSMUSG00000070348	Ccnd1	5005	3160	4486	1300	945	1242
ENSMUSG00000070354	Gm21975	0	0	0	0	1	0
ENSMUSG00000070366	Plpp4	8	4	9	2	6	3
ENSMUSG00000070368	Prok1	0	0	1	0	1	0
ENSMUSG00000070369	Itgad	4	3	0	7	18	1
ENSMUSG00000070371	Prss36	153	142	140	143	137	140
ENSMUSG00000070372	Capza1	6631	6528	7197	5327	5968	5461
ENSMUSG00000070385	Ampd1	0	1	0	1	0	1
ENSMUSG00000070388	Fbxo39	0	0	0	0	0	0
ENSMUSG00000070390	Nlrp1b	292	536	373	432	831	418
ENSMUSG00000070392	Gm20634	2	14	3	23	39	24
ENSMUSG00000070394	Tmem256	1757	1729	1335	1134	1213	799
ENSMUSG00000070407	Hs3st3b1	26	56	31	97	112	148
ENSMUSG00000070417	Olfr2	0	0	0	0	0	0
ENSMUSG00000070419	Cyp3a57	0	0	0	3	0	0
ENSMUSG00000070420	Zscan25	474	430	480	1208	1123	888
