id	sym	WT_6_hr_DMSO_1	WT_6_hr_DMSO_2	WT_6_hr_DMSO_3	WT_6_hr_Tunicamycin_1	WT_6_hr_Tunicamycin_2	WT_6_hr_Tunicamycin_3
ENSMUSG00000046731	Kctd11	53	54	81	53	42	79
ENSMUSG00000046733	Gprc5a	3	6	3	11	11	12
ENSMUSG00000046743	Fat4	28	43	50	85	67	88
ENSMUSG00000046747	Gm9812	1	1	1	0	1	0
ENSMUSG00000046748	Tmem45a2	0	1	1	0	0	0
ENSMUSG00000046753	Ccdc66	85	185	114	348	290	500
ENSMUSG00000046756	Mrps7	1258	1053	1395	1004	997	1198
ENSMUSG00000046761	Fam83h	248	401	410	421	336	393
ENSMUSG00000046764	A530053G22Rik	0	0	0	0	0	0
ENSMUSG00000046768	Rhoj	70	75	95	85	87	123
ENSMUSG00000046782	Ttc6	23	52	35	45	44	53
ENSMUSG00000046785	Epm2aip1	734	985	1177	2679	2332	2419
ENSMUSG00000046791	2410016O06Rik	89	84	158	197	148	149
ENSMUSG00000046792	Zfp787	372	423	519	546	536	586
ENSMUSG00000046793	Gpr61	0	1	1	2	1	3
ENSMUSG00000046794	Ppp1r3b	3997	7794	8299	12314	12396	12236
ENSMUSG00000046798	Cldn12	2192	2040	2484	1747	1530	1966
ENSMUSG00000046805	Mpeg1	1682	1154	1464	1237	1225	1441
ENSMUSG00000046806	3110062M04Rik	33	55	48	53	43	41
ENSMUSG00000046807	Lrrc75b	3	6	3	7	5	6
ENSMUSG00000046808	Atp10d	55	110	123	118	100	136
ENSMUSG00000046811	Gltpd2	1184	864	1418	371	380	471
ENSMUSG00000046814	Gchfr	1827	1379	1918	633	781	1035
ENSMUSG00000046818	Ddit4l	21	262	32	11	15	18
ENSMUSG00000046822	Slc39a3	255	241	237	445	342	464
ENSMUSG00000046826	Fam187b	56	70	78	57	55	85
ENSMUSG00000046828	Mettl21e	0	0	0	0	0	0
ENSMUSG00000046834	Krt1	0	0	0	0	0	0
ENSMUSG00000046836	Brox	663	804	918	1302	1161	1450
ENSMUSG00000046840	Hnf4aos	33	82	105	19	15	35
ENSMUSG00000046841	Ckap4	41	59	54	137	166	173
ENSMUSG00000046844	Vat1l	0	1	0	0	0	0
ENSMUSG00000046856	Gpr1	0	0	0	0	0	2
ENSMUSG00000046861	Hectd3	992	1126	1400	747	680	884
ENSMUSG00000046862	Pramef8	161	157	245	413	327	414
ENSMUSG00000046865	Fbl	497	568	623	718	637	814
ENSMUSG00000046873	Mbtps2	245	303	276	655	548	693
ENSMUSG00000046876	Atxn1	304	619	396	398	223	369
ENSMUSG00000046879	Irgm1	2263	1434	2234	570	555	647
ENSMUSG00000046881	Olfr374	0	0	0	0	0	1
ENSMUSG00000046897	Zfp740	628	734	727	986	864	940
ENSMUSG00000046908	Ltb4r1	10	10	19	3	1	7
ENSMUSG00000046909	Tefm	263	189	229	350	260	337
ENSMUSG00000046916	Myct1	66	75	93	84	80	91
ENSMUSG00000046932	Vmn1r193	0	0	0	0	0	0
ENSMUSG00000046947	Adck2	136	174	294	240	227	274
ENSMUSG00000046949	Nqo2	2231	2245	2771	1012	1002	1101
ENSMUSG00000046958	4930432E11Rik	0	0	0	1	0	0
ENSMUSG00000046959	Slc26a1	4843	5667	5633	4490	4703	5764
ENSMUSG00000046961	Gpr156	0	1	0	0	0	0
ENSMUSG00000046962	Zbtb21	123	200	238	1554	1301	1230
ENSMUSG00000046971	Pla2g4f	0	1	0	0	3	2
ENSMUSG00000046982	Tshz1	395	391	605	529	372	439
ENSMUSG00000046985	Tapt1	1493	1964	2136	1243	1121	1291
ENSMUSG00000046991	Wdr27	2	1	0	0	2	0
ENSMUSG00000046993	Gm5637	1	0	0	1	0	0
ENSMUSG00000046994	Mars2	122	158	214	417	385	425
ENSMUSG00000046997	Spsb4	81	51	111	51	35	62
ENSMUSG00000046999	1110032F04Rik	0	0	0	0	0	1
ENSMUSG00000047003	Zfp41	69	53	70	56	42	67
ENSMUSG00000047013	Fbxo41	0	0	0	0	0	0
ENSMUSG00000047014	Catsperb	0	0	0	1	1	2
ENSMUSG00000047021	Ccdc108	0	0	0	0	0	0
ENSMUSG00000047022	Mipol1	35	33	54	130	130	106
ENSMUSG00000047030	Spata2	218	174	355	529	429	446
ENSMUSG00000047033	Pcdhb15	0	5	3	4	3	3
ENSMUSG00000047036	Zfp445	581	845	975	1645	1456	1422
ENSMUSG00000047037	Nipa1	39	57	28	26	25	36
ENSMUSG00000047040	Prr15l	19	9	11	14	18	20
ENSMUSG00000047044	D030056L22Rik	171	152	161	174	140	149
ENSMUSG00000047045	Tmem164	298	277	342	153	152	204
ENSMUSG00000047053	Teddm1a	0	0	0	1	0	0
ENSMUSG00000047061	Gm9817	0	0	0	0	0	1
ENSMUSG00000047067	Dusp28	228	161	259	94	99	100
ENSMUSG00000047084	Ngrn	354	336	605	757	716	858
ENSMUSG00000047085	Lrrc4b	0	0	1	0	0	0
ENSMUSG00000047090	Tmem198b	48	86	91	35	36	58
ENSMUSG00000047098	Rnf31	317	386	662	749	604	737
ENSMUSG00000047108	Dnajb7	4	4	5	3	0	0
ENSMUSG00000047109	Cldn14	210	168	359	38	30	45
ENSMUSG00000047115	Fam221a	8	4	7	6	7	9
ENSMUSG00000047117	Ankdd1b	13	16	31	21	18	26
ENSMUSG00000047123	Ticam1	303	293	388	1252	1136	1294
ENSMUSG00000047126	Cltc	4342	5882	6735	13610	12785	14327
ENSMUSG00000047139	Cd24a	53	84	55	39	56	117
ENSMUSG00000047141	Zfp654	462	421	601	1069	973	1003
ENSMUSG00000047143	Dmrta2	1	1	1	6	5	5
ENSMUSG00000047146	Tet1	4	7	9	3	11	10
ENSMUSG00000047150	1700001C19Rik	121	157	116	141	154	188
ENSMUSG00000047153	Khnyn	483	843	869	881	802	903
ENSMUSG00000047155	Cyp4x1	1	2	2	1	0	4
ENSMUSG00000047161	Chst9	1	1	1	0	0	2
ENSMUSG00000047168	Gm6684	1	0	0	0	1	0
ENSMUSG00000047171	Helt	0	0	0	0	0	0
ENSMUSG00000047180	Neurl3	149	129	223	183	144	213
ENSMUSG00000047181	Samd14	26	30	58	26	28	25
ENSMUSG00000047182	Irs3	1	2	7	3	4	2
ENSMUSG00000047187	Rab2a	2121	2091	2431	3447	3485	3902
ENSMUSG00000047189	Gm9818	0	0	0	1	0	0
ENSMUSG00000047193	Dync2h1	84	144	198	104	94	134
ENSMUSG00000047197	Gjd3	0	0	0	0	0	0
ENSMUSG00000047203	Vmn1r54	0	0	0	1	0	0
ENSMUSG00000047205	Dusp18	4	7	6	4	8	7
ENSMUSG00000047213	Ythdf3	2078	2120	2995	4120	3623	3848
ENSMUSG00000047215	Rpl9	3743	3592	3711	4147	4283	4560
ENSMUSG00000047216	Cdh19	3	2	4	2	1	19
ENSMUSG00000047220	Ccdc36	0	0	0	0	2	0
ENSMUSG00000047221	Fam185a	159	234	235	492	420	480
ENSMUSG00000047227	Gm527	13	16	15	22	13	20
ENSMUSG00000047228	BC048546	203	219	179	79	112	69
ENSMUSG00000047230	Cldn2	2511	1930	2063	358	344	431
ENSMUSG00000047238	Mageh1	90	84	85	152	191	270
ENSMUSG00000047242	Taf9b	14	22	16	31	31	56
ENSMUSG00000047246	Hist1h2be	16	35	21	62	29	42
ENSMUSG00000047248	C2cd3	222	265	464	395	306	358
ENSMUSG00000047250	Ptgs1	207	190	297	330	314	419
ENSMUSG00000047260	Emc6	1541	1087	1560	1452	1504	1850
ENSMUSG00000047261	Gap43	0	0	0	0	0	1
ENSMUSG00000047264	Zfp358	178	162	223	196	191	209
ENSMUSG00000047281	Sfn	7	10	23	17	16	26
ENSMUSG00000047284	Neurl4	434	606	778	1125	928	1028
ENSMUSG00000047293	Gpr15	1	0	0	0	1	0
ENSMUSG00000047307	Pcdhb13	0	0	2	0	2	1
ENSMUSG00000047330	Kcne4	5	8	4	5	8	8
ENSMUSG00000047342	Zfp286	0	1	1	4	3	1
ENSMUSG00000047343	Mettl21c	1	2	0	3	3	2
ENSMUSG00000047344	Lancl3	0	2	0	4	1	2
ENSMUSG00000047347	Tdg-ps	0	0	0	0	1	0
ENSMUSG00000047361	Gm973	1	0	0	0	0	0
ENSMUSG00000047363	Cstad	2	1	0	0	1	1
ENSMUSG00000047368	Abhd17b	544	362	534	575	563	610
ENSMUSG00000047369	Dnah14	1	4	2	4	5	2
ENSMUSG00000047370	Gm7367	0	0	0	0	1	1
ENSMUSG00000047371	Zfp768	350	319	499	339	263	302
ENSMUSG00000047379	B4gat1	392	393	505	276	270	368
ENSMUSG00000047383	Als2cr11b	0	0	1	0	0	0
ENSMUSG00000047384	A730013G03Rik	1	0	1	0	0	0
ENSMUSG00000047388	Atmin	206	255	383	244	226	234
ENSMUSG00000047394	Odf3b	78	56	71	37	55	55
ENSMUSG00000047407	Tgif1	289	306	257	862	712	886
ENSMUSG00000047409	Ctdspl	109	138	165	146	136	143
ENSMUSG00000047412	Zbtb44	1111	1354	1505	1393	1248	1349
ENSMUSG00000047414	Flrt2	11	14	24	22	11	38
ENSMUSG00000047415	Gpr68	7	32	14	7	10	11
ENSMUSG00000047417	Rexo1	553	674	933	968	686	773
ENSMUSG00000047419	Cmya5	1	1	1	1	1	30
ENSMUSG00000047420	Fam180a	30	28	23	22	45	34
ENSMUSG00000047423	AI837181	274	265	364	374	351	414
ENSMUSG00000047428	Dlk2	0	1	0	0	0	0
ENSMUSG00000047434	Xxylt1	53	51	60	74	77	77
ENSMUSG00000047441	Antxrl	0	0	0	0	0	0
ENSMUSG00000047443	Fam132b	1	1	0	0	0	1
ENSMUSG00000047446	Arl4a	463	493	499	6430	3774	3783
ENSMUSG00000047454	Gphn	1412	1738	2016	2124	1811	2142
ENSMUSG00000047459	Dynlrb1	854	681	808	665	634	807
ENSMUSG00000047462	A530099J19Rik	3	1	4	2	4	13
ENSMUSG00000047466	8030462N17Rik	169	153	231	428	305	304
ENSMUSG00000047473	Zfp30	51	55	69	55	24	47
ENSMUSG00000047485	Klhl34	0	0	0	0	0	0
ENSMUSG00000047492	Inhbe	1224	535	1171	863	463	545
ENSMUSG00000047495	Dlgap2	0	0	0	3	3	3
ENSMUSG00000047496	Rnf152	613	777	935	109	98	162
ENSMUSG00000047497	Adamts12	2	7	8	6	15	12
ENSMUSG00000047501	Cldn4	6	4	4	1	6	10
ENSMUSG00000047502	Mroh7	6	16	10	13	8	11
ENSMUSG00000047507	Baiap3	9	0	2	5	3	1
ENSMUSG00000047508	Mbd3l2	0	0	0	0	0	0
ENSMUSG00000047509	Gm6776	0	0	1	0	0	0
ENSMUSG00000047511	Olfr1396	0	0	1	2	0	0
ENSMUSG00000047514	Tspyl1	628	542	833	1353	1035	1103
ENSMUSG00000047515	BC049715	10	7	12	9	7	8
ENSMUSG00000047517	Dmbt1	3	0	7	0	0	1275
ENSMUSG00000047518	Slfnl1	0	1	0	2	0	0
ENSMUSG00000047528	Als2cr12	2	13	4	0	2	3
ENSMUSG00000047534	Mis18bp1	14	8	10	8	14	17
ENSMUSG00000047539	Fbxo28	237	251	328	396	324	348
ENSMUSG00000047547	Cltb	896	847	1215	1367	1254	1660
ENSMUSG00000047554	Tmem41b	644	608	572	2324	2882	2735
ENSMUSG00000047557	Lxn	13	11	16	16	14	25
ENSMUSG00000047583	Tyw3	41	45	42	44	36	41
ENSMUSG00000047586	Nccrp1	0	0	0	0	0	0
ENSMUSG00000047591	Mafa	0	0	0	0	0	0
ENSMUSG00000047592	Nxpe5	2	1	3	0	1	0
ENSMUSG00000047603	Zfp235	93	119	155	127	106	148
ENSMUSG00000047604	Frat2	30	19	35	60	30	62
ENSMUSG00000047613	A430005L14Rik	537	398	576	777	715	839
ENSMUSG00000047617	BC029214	195	191	220	357	318	400
ENSMUSG00000047631	Apof	15125	11966	14763	4116	5177	5807
ENSMUSG00000047632	Fgfbp3	13	11	8	6	18	23
ENSMUSG00000047635	2810006K23Rik	189	211	228	142	98	158
ENSMUSG00000047638	Nr1h4	2778	2829	3364	3126	2808	2895
ENSMUSG00000047641	Krt87	0	0	0	1	0	0
ENSMUSG00000047642	D930020B18Rik	0	0	0	1	0	1
ENSMUSG00000047648	Fbxo30	361	237	450	920	772	689
ENSMUSG00000047649	Cd3eap	104	109	140	248	210	182
ENSMUSG00000047654	Tssk6	1	2	2	1	0	1
ENSMUSG00000047656	Trpt1	46	74	44	51	49	68
ENSMUSG00000047658	Gal3st3	0	0	1	0	1	0
ENSMUSG00000047669	Msl3l2	13	37	16	53	47	123
ENSMUSG00000047671	Tctex1d4	0	2	3	43	25	20
ENSMUSG00000047675	Rps8	3755	3525	3731	4392	4627	5000
ENSMUSG00000047676	Rpsa-ps10	3	2	3	0	0	3
ENSMUSG00000047678	Gpr82	0	1	0	2	0	3
ENSMUSG00000047686	Zcchc5	0	1	0	0	0	0
ENSMUSG00000047692	4930533K18Rik	0	1	0	2	1	1
ENSMUSG00000047694	Yipf6	912	949	1122	2199	2206	2322
ENSMUSG00000047696	Ccdc144b	0	1	1	0	0	0
ENSMUSG00000047710	Champ1	158	254	292	994	836	847
ENSMUSG00000047712	Ust	18	12	20	28	30	33
ENSMUSG00000047714	Ppp1r2	1019	839	1143	982	1027	1169
ENSMUSG00000047719	Ubiad1	236	233	259	1198	1094	1137
ENSMUSG00000047721	Bola2	239	197	221	264	258	279
ENSMUSG00000047728	BC025446	3968	3286	5443	1298	1357	2041
ENSMUSG00000047730	Fcgbp	5	6	5	2	7	33
ENSMUSG00000047731	Wbp1l	6019	4956	9799	3714	3432	4590
ENSMUSG00000047733	BC048609	2	1	1	1	3	2
ENSMUSG00000047735	Samd9l	699	727	771	384	352	478
ENSMUSG00000047746	Fbxo40	7	11	10	8	3	5
ENSMUSG00000047747	Rnf150	28	49	42	50	43	73
ENSMUSG00000047749	Zc3hav1l	13	21	13	14	26	25
ENSMUSG00000047757	Fancb	33	24	26	283	287	346
ENSMUSG00000047759	Hs3st3a1	14	15	18	20	22	16
ENSMUSG00000047766	Lrrc49	5	3	7	7	8	10
ENSMUSG00000047767	Atg16l2	110	115	176	773	420	431
ENSMUSG00000047777	Phf13	117	90	162	149	137	106
ENSMUSG00000047786	Lix1	7	8	8	8	1	7
ENSMUSG00000047787	Flrt1	11	11	23	34	39	40
ENSMUSG00000047789	Slc38a9	200	283	294	337	301	396
ENSMUSG00000047793	Sned1	192	464	382	434	458	558
ENSMUSG00000047797	Gjb1	12797	10065	11181	6976	6867	6826
ENSMUSG00000047798	Cd300lf	26	47	55	48	70	58
ENSMUSG00000047804	Akap10	261	291	349	430	394	411
ENSMUSG00000047807	9330154K18Rik	0	0	0	0	1	2
ENSMUSG00000047810	Ccdc88b	65	57	75	83	73	67
ENSMUSG00000047819	Tigd4	0	0	0	0	0	1
ENSMUSG00000047821	Trim16	5	4	5	4	7	9
ENSMUSG00000047822	Angptl8	1191	805	692	686	534	529
ENSMUSG00000047824	Pygo2	334	317	471	617	541	610
ENSMUSG00000047832	Cdca4	104	54	94	183	153	114
ENSMUSG00000047841	BC051628	1	2	1	0	0	0
ENSMUSG00000047842	Diras2	1	0	0	0	0	0
ENSMUSG00000047843	Bri3	923	468	858	385	495	455
ENSMUSG00000047844	Bex4	13	16	23	8	0	19
ENSMUSG00000047854	Stx19	2	10	5	5	3	1
ENSMUSG00000047861	Foxi1	0	0	0	0	0	1
ENSMUSG00000047866	Lonp2	6360	6129	6209	4315	3715	4446
ENSMUSG00000047867	Gimap6	157	189	255	237	196	311
ENSMUSG00000047875	Gpr157	68	62	73	149	97	160
ENSMUSG00000047878	A4galt	6	3	6	4	5	11
ENSMUSG00000047879	Usp14	916	979	1204	969	982	1023
ENSMUSG00000047880	Cxcr5	5	4	7	11	11	6
ENSMUSG00000047881	Rell1	223	241	266	841	827	864
ENSMUSG00000047884	Klk9	0	0	0	0	0	0
ENSMUSG00000047888	Tnrc6b	804	1405	1590	2656	1400	1935
ENSMUSG00000047898	Ccr4	1	1	1	0	1	0
ENSMUSG00000047904	Sstr2	4	5	9	299	179	180
ENSMUSG00000047905	Gm8566	1	1	2	0	1	0
ENSMUSG00000047907	Tshz2	18	17	16	25	26	41
ENSMUSG00000047909	Ankrd16	233	468	411	263	313	353
ENSMUSG00000047910	Pcdhb16	6	6	6	13	8	14
ENSMUSG00000047911	Npm2	0	1	0	2	1	1
ENSMUSG00000047921	Trappc9	212	334	326	358	307	414
ENSMUSG00000047938	4930483J18Rik	0	0	0	0	0	0
ENSMUSG00000047940	Stpg2	0	0	0	1	1	0
ENSMUSG00000047945	Marcksl1	166	157	252	275	185	283
ENSMUSG00000047953	Gp5	1	3	7	5	0	1
ENSMUSG00000047959	Kcna3	4	0	3	1	2	1
ENSMUSG00000047963	Stbd1	2143	1517	1808	10076	9450	8033
ENSMUSG00000047965	Rpl9-ps7	0	0	0	0	2	0
ENSMUSG00000047976	Kcna1	0	0	1	0	0	1
ENSMUSG00000047977	Synb	1	0	0	1	2	0
ENSMUSG00000047986	Palm3	2	4	2	6	2	4
ENSMUSG00000047988	4933428G20Rik	0	2	0	4	1	5
ENSMUSG00000047989	Ino80c	293	313	320	333	299	389
ENSMUSG00000047990	C2cd4a	0	0	0	0	0	1
ENSMUSG00000047992	Fam69c	0	0	0	0	0	0
ENSMUSG00000047996	Prrg1	21	34	32	37	31	42
ENSMUSG00000048000	Gigyf2	841	1127	1453	2065	1980	2208
ENSMUSG00000048001	Hes5	0	0	0	0	0	0
ENSMUSG00000048003	Catsper4	0	0	0	1	2	5
ENSMUSG00000048004	Tmem196	0	0	0	0	0	0
ENSMUSG00000048007	Timm8a1	306	252	310	180	174	215
ENSMUSG00000048012	Zfp473	7	3	1	5	4	3
ENSMUSG00000048015	Neurod4	0	0	0	1	0	0
ENSMUSG00000048022	Tmem229a	21	29	26	24	27	41
ENSMUSG00000048027	Rgmb	36	51	60	92	76	79
ENSMUSG00000048029	Eno4	0	1	1	4	2	4
ENSMUSG00000048031	Fcrl5	0	0	0	0	2	2
ENSMUSG00000048038	Ccdc187	0	0	0	0	1	0
ENSMUSG00000048039	Isg20l2	342	334	467	816	685	633
ENSMUSG00000048040	Arxes2	2	1	0	2	0	0
ENSMUSG00000048047	Zbtb33	555	547	720	631	533	568
ENSMUSG00000048058	Ldlrad3	296	316	424	181	167	200
ENSMUSG00000048065	Cyb5r2	1	4	1	4	5	16
ENSMUSG00000048070	Pirt	0	0	0	0	0	0
ENSMUSG00000048076	Arf1	5203	4798	5392	8593	8750	10327
ENSMUSG00000048078	Tenm4	5	6	2	2	4	0
ENSMUSG00000048087	Gm4737	5	5	8	2	1	6
ENSMUSG00000048096	Lmod1	4	9	16	10	10	20
ENSMUSG00000048100	Taf13	321	306	423	523	594	718
ENSMUSG00000048106	4632415L05Rik	175	229	229	317	252	364
ENSMUSG00000048108	Tmem72	541	949	874	875	821	978
ENSMUSG00000048109	Rbm15	316	345	468	544	514	487
ENSMUSG00000048118	Arid4a	330	370	532	1457	1213	1474
ENSMUSG00000048120	Entpd1	139	102	167	155	145	223
ENSMUSG00000048126	Col6a3	194	317	253	292	530	419
ENSMUSG00000048138	Dmrt2	8	13	3	78	48	19
ENSMUSG00000048142	Nat8l	2	0	3	4	3	9
ENSMUSG00000048148	Nwd1	0	0	0	0	0	0
ENSMUSG00000048154	Kmt2d	1019	1486	1724	1794	1534	1618
ENSMUSG00000048163	Selplg	55	41	52	63	54	64
ENSMUSG00000048164	Gm7204	2	3	3	1	0	3
ENSMUSG00000048170	Mcmbp	574	624	892	1197	949	1218
ENSMUSG00000048174	Tmem81	42	55	79	44	61	64
ENSMUSG00000048175	Asb8	453	361	687	446	452	540
ENSMUSG00000048186	Bend7	267	224	315	295	244	282
ENSMUSG00000048188	Gm8181	0	0	0	0	0	0
ENSMUSG00000048191	Muc6	0	3	7	3	1	12
ENSMUSG00000048200	Cracr2b	30	44	42	40	36	66
ENSMUSG00000048215	A630023P12Rik	0	1	1	2	0	2
ENSMUSG00000048216	Gpr85	1	0	0	0	0	1
ENSMUSG00000048217	Nags	1503	1210	2220	1158	1044	1176
ENSMUSG00000048218	Amigo2	234	237	659	166	226	324
ENSMUSG00000048222	Mfap1b	93	84	118	192	158	175
ENSMUSG00000048230	Fbxo43	1	1	0	0	0	0
ENSMUSG00000048232	Fbxo10	19	25	28	33	30	35
ENSMUSG00000048234	Rnf149	1292	1269	1515	1120	1182	1307
ENSMUSG00000048240	Gng7	14	28	10	4	10	9
ENSMUSG00000048249	Crebrf	664	956	953	502	575	560
ENSMUSG00000048251	Bcl11b	10	2	8	6	7	8
ENSMUSG00000048264	Dip2c	414	460	476	1402	1099	1086
ENSMUSG00000048271	Rbm33	907	1568	1616	1514	1557	1512
ENSMUSG00000048277	Syngr2	1026	1048	1251	818	799	976
ENSMUSG00000048279	Sacs	102	120	201	412	209	206
ENSMUSG00000048280	Zfp738	90	154	125	169	171	171
ENSMUSG00000048281	Dleu7	1	0	0	0	0	1
ENSMUSG00000048285	Frmd6	91	125	170	194	194	225
ENSMUSG00000048292	Olfr1417	0	0	0	0	0	0
ENSMUSG00000048307	Ankrd46	1191	1261	1472	811	644	872
ENSMUSG00000048310	Pskh1	684	746	900	708	641	799
ENSMUSG00000048327	Ckap2l	81	28	3	9	25	38
ENSMUSG00000048329	Mfsd6l	0	0	0	0	0	0
ENSMUSG00000048330	Ric3	4	13	14	17	15	38
ENSMUSG00000048332	Lhfp	187	197	209	208	271	321
ENSMUSG00000048334	Gm8258	0	0	0	0	1	1
ENSMUSG00000048337	Npy4r	0	0	0	1	0	1
ENSMUSG00000048347	Pcdhb18	0	6	6	7	6	3
ENSMUSG00000048349	Pou4f1	3	4	0	9	12	7
ENSMUSG00000048351	Coa7	472	342	484	445	380	391
ENSMUSG00000048355	Arxes1	0	0	0	1	0	0
ENSMUSG00000048368	Omd	12	1	11	10	4	6
ENSMUSG00000048371	Pdp2	468	596	788	241	263	402
ENSMUSG00000048373	Fgfbp1	0	0	0	0	0	2
ENSMUSG00000048376	F2r	217	353	337	513	504	445
ENSMUSG00000048379	Socs4	643	586	846	1592	1245	1310
ENSMUSG00000048385	Scrt1	0	0	0	0	0	0
ENSMUSG00000048387	Osr1	0	1	0	0	0	3
ENSMUSG00000048388	Fam171b	49	51	62	56	51	60
ENSMUSG00000048402	Gli2	2	2	3	3	0	6
ENSMUSG00000048406	B330016D10Rik	24	22	42	20	17	19
ENSMUSG00000048410	Zfp407	163	243	276	410	323	355
ENSMUSG00000048416	Mlf1	1	2	0	1	6	1
ENSMUSG00000048424	Ranbp3l	22	22	56	5	2	11
ENSMUSG00000048429	1810026J23Rik	1146	845	1578	1094	951	1022
ENSMUSG00000048439	Nupl2	84	106	103	395	344	443
ENSMUSG00000048440	Cyp4f16	104	100	85	84	79	108
ENSMUSG00000048442	Smim5	11	7	3	12	9	17
ENSMUSG00000048445	Ccdc57	45	102	114	19	20	31
ENSMUSG00000048450	Msx1	1	2	2	0	3	7
ENSMUSG00000048455	Sprr1b	0	0	0	1	0	0
ENSMUSG00000048458	Fam212b	8	67	6	2	4	1
ENSMUSG00000048478	Spata33	0	4	4	0	0	3
ENSMUSG00000048480	Cxcr1	0	0	1	0	0	0
ENSMUSG00000048481	Mypop	10	24	36	12	10	11
ENSMUSG00000048482	Bdnf	32	31	22	19	7	8
ENSMUSG00000048483	Zdhhc22	0	0	0	0	0	0
ENSMUSG00000048484	Gm7461	0	2	1	1	2	0
ENSMUSG00000048485	Zbtb8b	3	4	1	0	3	2
ENSMUSG00000048486	Fitm2	1302	1212	2350	1328	1205	1436
ENSMUSG00000048489	8430408G22Rik	336	776	208	281	185	468
ENSMUSG00000048490	Nrip1	257	334	499	1049	712	844
ENSMUSG00000048495	Tyw5	132	124	94	169	141	169
ENSMUSG00000048497	Mmgt2	35	36	48	41	29	43
ENSMUSG00000048498	Cd300e	27	23	75	115	50	80
ENSMUSG00000048503	Tmem136	9	14	10	24	14	24
ENSMUSG00000048520	Fbxl13	5	1	3	4	14	4
ENSMUSG00000048521	Cxcr6	28	7	18	17	13	24
ENSMUSG00000048528	Nkx1-2	3	0	2	0	0	0
ENSMUSG00000048534	Amica1	21	18	24	1	3	13
ENSMUSG00000048537	Phldb1	126	137	129	120	179	209
ENSMUSG00000048538	Gm9826	6	5	10	4	1	4
ENSMUSG00000048544	5930422O12Rik	0	0	2	1	2	2
ENSMUSG00000048546	Tob2	1334	1650	1612	2460	2278	1805
ENSMUSG00000048550	Thnsl1	113	123	127	236	161	280
ENSMUSG00000048572	Tmem252	4	4	15	10	7	6
ENSMUSG00000048574	Gm5593	0	0	0	0	0	0
ENSMUSG00000048578	Mlec	3791	3987	3982	5156	5014	5487
ENSMUSG00000048581	E130311K13Rik	120	126	98	212	211	289
ENSMUSG00000048582	Gja3	0	0	0	0	0	0
ENSMUSG00000048583	Igf2	6	8	10	8	12	23
ENSMUSG00000048602	Morc2b	0	0	0	0	0	0
ENSMUSG00000048603	Gm9828	10	16	26	14	12	17
ENSMUSG00000048612	Myof	73	94	92	104	101	125
ENSMUSG00000048616	Nog	0	0	1	0	0	1
ENSMUSG00000048617	Rtbdn	1	1	3	1	0	1
ENSMUSG00000048621	Gm6377	20	17	21	20	12	17
ENSMUSG00000048626	Klf17	0	0	0	0	0	0
ENSMUSG00000048636	A730049H05Rik	1	0	2	0	1	0
ENSMUSG00000048644	Ctxn1	6	7	17	15	17	27
ENSMUSG00000048647	Exd1	60	64	94	41	24	50
ENSMUSG00000048655	Ccdc169	0	1	1	3	0	1
ENSMUSG00000048661	Lemd3	238	314	348	448	432	451
ENSMUSG00000048668	Rhno1	89	80	88	101	109	122
ENSMUSG00000048677	Tpcn2	59	90	84	83	82	105
ENSMUSG00000048696	Mex3d	59	39	81	60	52	50
ENSMUSG00000048701	Ccdc6	476	587	836	1458	1071	1520
ENSMUSG00000048706	Lurap1l	895	802	1166	476	577	643
ENSMUSG00000048707	Tprn	55	47	83	227	226	207
ENSMUSG00000048709	Gm8666	0	0	0	0	0	0
ENSMUSG00000048720	Tbc1d12	259	249	294	615	419	530
ENSMUSG00000048721	Fndc9	1	0	3	5	4	4
ENSMUSG00000048728	Zfp454	19	24	36	5	2	9
ENSMUSG00000048731	Ggnbp1	151	261	291	112	78	138
ENSMUSG00000048732	Klhl11	59	79	100	143	104	119
ENSMUSG00000048752	Prss50	7	2	11	2	1	0
ENSMUSG00000048755	Mcat	471	407	530	416	376	462
ENSMUSG00000048756	Foxo3	1172	1795	1992	1958	2737	2714
ENSMUSG00000048758	Rpl29	1549	1343	1503	1513	1622	1857
ENSMUSG00000048763	Hoxb3	1	10	7	7	6	7
ENSMUSG00000048764	Tmprss11f	1	0	0	0	0	0
ENSMUSG00000048772	Tmem53	412	324	418	94	97	174
ENSMUSG00000048776	Pthlh	0	0	0	0	0	0
ENSMUSG00000048779	P2ry6	30	20	28	32	38	40
ENSMUSG00000048782	Insc	211	156	167	1050	889	946
ENSMUSG00000048787	Dcun1d3	239	257	397	677	574	665
ENSMUSG00000048794	Cfap100	8	8	16	1	4	11
ENSMUSG00000048796	Cyb561d1	165	161	206	236	199	223
ENSMUSG00000048799	Cep120	314	415	582	806	641	779
ENSMUSG00000048806	Ifnb1	0	0	0	1	0	0
ENSMUSG00000048807	Slc35e4	6	10	8	20	7	18
ENSMUSG00000048814	Lonrf2	0	0	0	0	0	0
ENSMUSG00000048826	Dact2	296	268	502	254	164	223
ENSMUSG00000048827	Pkd1l3	10	14	22	20	16	16
ENSMUSG00000048832	Vps37c	244	221	284	997	815	959
ENSMUSG00000048833	Slc39a9	1359	1407	1948	2455	2383	2789
ENSMUSG00000048852	Gm12185	10	8	4	10	5	9
ENSMUSG00000048856	Slc25a47	8733	6340	13338	14987	14203	18048
