sym	T1	T2	T3	T4	R1	R2	R3	R4
ENSMUSG00000028706	Nsun4	69	78	61	63	57	144	130	79
ENSMUSG00000000916	Nsun5	119	124	129	97	88	152	164	102
ENSMUSG00000026707	Nsun6	90	65	76	77	52	114	114	94
ENSMUSG00000029206	Nsun7	22	19	22	22	15	15	21	14
ENSMUSG00000020736	Nt5c	33	23	22	32	34	47	45	25
ENSMUSG00000054958	Nt5c1a	0	0	0	0	0	0	0	0
ENSMUSG00000020622	Nt5c1b	3	2	4	0	4	3	1	4
ENSMUSG00000025041	Nt5c2	316	321	204	254	226	345	453	244
ENSMUSG00000029780	Nt5c3	78	79	79	76	53	75	93	54
ENSMUSG00000017176	Nt5c3b	10	16	3	28	9	14	24	16
ENSMUSG00000039480	Nt5dc1	156	116	111	126	76	122	166	116
ENSMUSG00000071547	Nt5dc2	30	30	33	42	94	101	114	76
ENSMUSG00000054027	Nt5dc3	111	126	163	236	189	287	368	201
ENSMUSG00000032420	Nt5e	41	29	48	33	26	22	74	25
ENSMUSG00000032615	Nt5m	47	36	36	28	30	61	69	52
ENSMUSG00000022681	Ntan1	58	57	46	57	44	76	64	42
ENSMUSG00000049107	Ntf3	0	0	0	0	0	0	0	0
ENSMUSG00000074121	Ntf5	0	0	0	0	1	0	6	0
ENSMUSG00000041429	Nthl1	4	12	8	21	21	24	24	13
ENSMUSG00000059974	Ntm	1	0	0	0	1	0	0	0
ENSMUSG00000026857	Ntmt1	23	20	17	36	41	60	46	37
ENSMUSG00000020902	Ntn1	20	28	31	50	26	34	44	24
ENSMUSG00000020019	Ntn4	0	0	0	0	0	2	3	1
ENSMUSG00000070564	Ntn5	0	0	0	0	0	0	0	0
ENSMUSG00000059857	Ntng1	0	0	0	0	0	0	0	0
ENSMUSG00000035513	Ntng2	1	0	1	1	3	4	7	3
ENSMUSG00000031851	Ntpcr	30	30	32	57	52	95	94	39
ENSMUSG00000028072	Ntrk1	0	0	0	0	0	0	0	0
ENSMUSG00000055254	Ntrk2	1	0	0	0	2	1	0	1
ENSMUSG00000059146	Ntrk3	186	143	178	136	93	84	240	128
ENSMUSG00000019890	Nts	1	0	1	0	0	1	0	0
ENSMUSG00000027568	Ntsr1	0	0	0	0	0	0	0	0
ENSMUSG00000020591	Ntsr2	3	1	0	0	0	3	1	4
ENSMUSG00000020032	Nuak1	200	146	179	282	118	148	190	99
ENSMUSG00000009772	Nuak2	34	39	47	34	10	22	42	25
ENSMUSG00000028954	Nub1	159	136	141	255	158	276	318	194
ENSMUSG00000022503	Nubp1	20	25	21	11	25	62	32	26
ENSMUSG00000039183	Nubp2	93	69	56	107	100	144	139	103
ENSMUSG00000035142	Nubpl	29	43	30	24	26	27	61	33
ENSMUSG00000030824	Nucb1	305	259	260	338	337	591	761	428
ENSMUSG00000030659	Nucb2	550	692	411	166	318	805	675	600
ENSMUSG00000026434	Nucks1	1090	1001	1100	1263	921	1547	1672	1137
ENSMUSG00000028851	Nudc	96	88	62	67	46	95	89	78
ENSMUSG00000038736	Nudcd1	276	212	197	223	160	387	372	265
ENSMUSG00000020328	Nudcd2	133	137	86	89	86	191	143	109
ENSMUSG00000053838	Nudcd3	367	445	308	520	405	678	701	405
ENSMUSG00000036639	Nudt1	25	18	14	35	32	59	35	26
ENSMUSG00000073293	Nudt10	0	0	0	0	0	0	0	0
ENSMUSG00000073295	Nudt11	0	0	0	0	0	0	0	0
ENSMUSG00000024228	Nudt12	86	99	65	53	57	109	193	115
ENSMUSG00000021809	Nudt13	75	53	72	52	43	48	86	55
ENSMUSG00000002804	Nudt14	3	1	2	5	2	9	7	3
ENSMUSG00000033405	Nudt15	5	7	2	9	8	15	21	15
ENSMUSG00000032565	Nudt16	205	148	210	124	123	139	274	190
ENSMUSG00000022516	Nudt16l1	30	28	24	34	35	34	37	30
ENSMUSG00000028100	Nudt17	12	15	21	13	8	7	27	9
ENSMUSG00000045211	Nudt18	49	57	62	53	74	82	93	62
ENSMUSG00000034875	Nudt19	51	73	77	60	28	54	58	26
ENSMUSG00000028443	Nudt2	30	35	44	44	8	28	46	34
ENSMUSG00000031754	Nudt21	125	144	139	152	108	220	235	122
ENSMUSG00000037349	Nudt22	28	14	19	8	17	21	32	20
ENSMUSG00000024213	Nudt3	70	71	75	135	159	241	196	135
ENSMUSG00000020029	Nudt4	6003	4453	4840	3289	2319	4239	5176	3356
ENSMUSG00000025817	Nudt5	88	82	96	91	65	110	154	84
ENSMUSG00000050174	Nudt6	175	108	107	55	33	62	104	70
ENSMUSG00000031767	Nudt7	59	33	27	50	78	139	116	91
ENSMUSG00000024869	Nudt8	5	13	10	19	22	22	35	23
ENSMUSG00000029310	Nudt9	268	331	255	154	199	337	444	341
ENSMUSG00000026683	Nuf2	11	12	15	16	0	3	7	11
ENSMUSG00000022009	Nufip1	223	302	214	151	131	252	238	150
ENSMUSG00000037857	Nufip2	2637	2066	1967	2066	1243	2022	2428	1642
ENSMUSG00000061356	Nuggc	5	5	2	1	1	6	4	6
ENSMUSG00000066306	Numa1	470	375	354	393	390	564	716	468
ENSMUSG00000021224	Numb	301	336	230	188	138	267	328	172
ENSMUSG00000063160	Numbl	16	15	17	27	26	27	24	17
ENSMUSG00000052798	Nup107	236	262	186	167	105	238	264	162
ENSMUSG00000039509	Nup133	269	264	239	187	187	289	341	244
ENSMUSG00000021374	Nup153	746	562	626	570	424	825	893	596
ENSMUSG00000022142	Nup155	1133	1061	879	834	650	1153	1319	883
ENSMUSG00000051329	Nup160	567	503	476	407	344	482	673	405
ENSMUSG00000052533	Nup188	184	136	186	249	278	441	382	243
ENSMUSG00000038759	Nup205	490	412	288	379	328	469	545	391
ENSMUSG00000030091	Nup210	0	0	0	0	0	0	1	0
ENSMUSG00000027939	Nup210l	42	38	37	24	28	47	44	36
ENSMUSG00000001855	Nup214	606	537	614	476	397	572	782	465
ENSMUSG00000026999	Nup35	97	86	75	49	31	65	76	72
ENSMUSG00000035351	Nup37	44	61	49	58	31	66	61	44
ENSMUSG00000040034	Nup43	114	132	126	84	74	139	166	137
ENSMUSG00000016619	Nup50	715	763	635	584	583	888	939	604
ENSMUSG00000034826	Nup54	103	134	60	82	54	133	159	110
ENSMUSG00000109511	Nup62	197	217	168	179	200	335	375	247
ENSMUSG00000072944	Nup62cl	0	0	1	1	0	0	0	0
ENSMUSG00000020739	Nup85	137	114	99	119	74	124	142	106
ENSMUSG00000040667	Nup88	484	490	370	384	338	603	593	398
ENSMUSG00000032939	Nup93	152	138	149	123	77	148	191	110
ENSMUSG00000063550	Nup98	846	899	798	733	587	1033	1251	791
ENSMUSG00000063895	Nupl1	390	362	369	392	358	488	510	311
ENSMUSG00000048439	Nupl2	66	73	53	61	37	73	117	66
ENSMUSG00000030717	Nupr1	312	425	266	259	325	766	763	503
ENSMUSG00000095789	Nupr1l	4	0	0	3	2	7	5	3
ENSMUSG00000023068	Nus1	1158	705	949	790	696	1643	1359	1045
ENSMUSG00000027306	Nusap1	50	29	33	25	16	23	47	15
ENSMUSG00000008450	Nutf2	80	66	93	85	81	160	146	101
ENSMUSG00000071497	Nutf2-ps1	56	41	61	54	53	115	94	69
ENSMUSG00000041358	Nutm1	0	0	1	0	1	0	0	0
ENSMUSG00000026516	Nvl	414	435	416	221	181	340	366	256
ENSMUSG00000048148	Nwd1	5	3	2	2	3	2	0	1
ENSMUSG00000090061	Nwd2	1	3	7	6	4	3	0	1
ENSMUSG00000010097	Nxf1	1042	1100	932	892	942	1614	1797	1234
ENSMUSG00000009941	Nxf2	13	8	0	8	2	1	7	8
ENSMUSG00000057000	Nxf3	1	0	0	0	0	1	0	0
ENSMUSG00000031410	Nxf7	0	0	0	0	0	0	0	0
ENSMUSG00000020844	Nxn	105	118	103	149	77	87	128	110
ENSMUSG00000034829	Nxnl1	15	4	9	4	4	5	14	6
ENSMUSG00000021396	Nxnl2	1	0	0	2	0	2	0	0
ENSMUSG00000032028	Nxpe2	28	25	15	7	7	13	18	13
ENSMUSG00000075033	Nxpe3	41	31	17	34	14	34	25	20
ENSMUSG00000044229	Nxpe4	37	42	41	54	25	51	61	34
ENSMUSG00000047592	Nxpe5	0	2	0	2	0	1	1	1
ENSMUSG00000046178	Nxph1	4	4	1	2	0	0	1	1
ENSMUSG00000069132	Nxph2	0	2	0	5	0	0	1	1
ENSMUSG00000046719	Nxph3	0	0	0	0	0	0	1	0
ENSMUSG00000040258	Nxph4	16	14	20	14	40	27	41	18
ENSMUSG00000036992	Nxt1	38	29	21	31	24	49	54	27
ENSMUSG00000042271	Nxt2	569	213	405	275	84	263	296	294
ENSMUSG00000045348	Nyap1	3	2	9	5	6	3	3	2
ENSMUSG00000054976	Nyap2	1	2	0	1	1	0	0	0
ENSMUSG00000075592	Nynrin	209	149	195	178	124	134	386	155
ENSMUSG00000051228	Nyx	7	4	6	1	15	40	20	23
ENSMUSG00000046610	Oacyl	1	0	0	4	2	3	2	1
ENSMUSG00000032014	Oaf	82	44	50	66	34	43	120	38
ENSMUSG00000040771	Oard1	128	145	142	99	70	123	166	108
ENSMUSG00000052776	Oas1a	151	58	161	113	11	14	30	13
ENSMUSG00000029605	Oas1b	70	52	80	69	14	19	22	12
ENSMUSG00000001166	Oas1c	54	45	45	23	11	11	35	9
ENSMUSG00000032623	Oas1d	1	1	0	0	0	0	0	0
ENSMUSG00000066867	Oas1e	0	2	0	1	0	0	2	0
ENSMUSG00000053765	Oas1f	1	0	0	2	0	0	1	0
ENSMUSG00000066861	Oas1g	124	48	116	82	10	23	14	11
ENSMUSG00000001168	Oas1h	3	4	2	4	0	3	4	0
ENSMUSG00000032690	Oas2	16	8	10	8	3	1	1	1
ENSMUSG00000032661	Oas3	21	4	0	12	0	1	0	2
ENSMUSG00000041827	Oasl1	55	31	70	33	1	12	18	7
ENSMUSG00000029561	Oasl2	2787	1293	2558	937	68	107	197	122
ENSMUSG00000030934	Oat	929	1013	752	608	577	1054	982	656
ENSMUSG00000035242	Oaz1	430	412	426	1220	1189	1815	1621	927
ENSMUSG00000043801	Oaz1-ps	409	390	407	1193	1176	1781	1583	904
ENSMUSG00000040652	Oaz2	301	320	250	279	237	340	500	333
ENSMUSG00000028141	Oaz3	10	6	4	1	1	1	12	3
ENSMUSG00000042694	Obfc1	53	62	54	59	50	66	89	61
ENSMUSG00000054310	Obox1	0	0	0	0	0	0	0	0
ENSMUSG00000074369	Obox2	0	0	0	0	0	1	0	0
ENSMUSG00000066772	Obox3	0	1	0	0	0	0	2	1
ENSMUSG00000074366	Obox5	0	0	1	0	0	0	0	0
ENSMUSG00000041583	Obox6	0	0	0	0	0	0	1	0
ENSMUSG00000067684	Obp1a	0	0	0	0	0	0	0	0
ENSMUSG00000062061	Obp2a	0	0	0	0	0	0	0	0
ENSMUSG00000079539	Obp2b	0	0	0	0	0	0	0	0
ENSMUSG00000061462	Obscn	1	1	0	2	7	1	3	1
ENSMUSG00000026211	Obsl1	41	34	34	20	22	26	56	31
ENSMUSG00000015001	Oc90	1	4	3	3	3	8	2	5
ENSMUSG00000030450	Oca2	1	0	0	1	0	0	0	0
ENSMUSG00000002396	Ocel1	72	46	69	37	38	55	70	40
ENSMUSG00000029152	Ociad1	496	435	454	546	446	693	856	518
ENSMUSG00000029153	Ociad2	47	49	61	43	7	26	36	22
ENSMUSG00000021638	Ocln	0	1	0	0	1	1	0	0
ENSMUSG00000029618	Ocm	0	0	0	0	0	0	0	0
ENSMUSG00000001173	Ocrl	513	474	404	342	283	368	573	382
ENSMUSG00000027670	Ocstamp	0	0	0	0	0	1	0	0
ENSMUSG00000009580	Odam	0	0	0	0	0	0	0	0
ENSMUSG00000011179	Odc1	180	201	166	171	143	283	244	182
ENSMUSG00000061923	Odf1	0	0	0	0	0	0	0	0
ENSMUSG00000026790	Odf2	169	161	128	133	126	190	264	160
ENSMUSG00000028256	Odf2l	160	152	106	90	64	111	159	102
ENSMUSG00000025482	Odf3	0	0	0	0	3	0	0	0
ENSMUSG00000047394	Odf3b	0	0	0	0	0	0	0	0
ENSMUSG00000045620	Odf3l1	0	1	0	0	0	8	0	1
ENSMUSG00000035963	Odf3l2	0	0	0	0	0	0	0	0
ENSMUSG00000032921	Odf4	2	0	0	0	0	0	0	0
ENSMUSG00000047094	Ofcc1	1	0	2	0	1	0	0	0
ENSMUSG00000040586	Ofd1	203	166	177	99	87	155	207	135
ENSMUSG00000020456	Ogdh	630	710	607	610	678	1273	1286	886
ENSMUSG00000021913	Ogdhl	0	0	1	3	2	4	3	3
ENSMUSG00000033009	Ogfod1	590	622	520	412	423	689	882	597
ENSMUSG00000023707	Ogfod2	73	49	44	33	39	49	69	31
ENSMUSG00000025169	Ogfod3	21	11	14	19	29	29	38	23
ENSMUSG00000049401	Ogfr	74	27	40	73	45	79	61	49
ENSMUSG00000026158	Ogfrl1	314	213	193	164	122	234	307	213
ENSMUSG00000030271	Ogg1	12	16	21	74	64	96	66	36
ENSMUSG00000021390	Ogn	40289	27783	27753	25790	8323	11661	22298	11736
ENSMUSG00000034160	Ogt	4275	2964	3274	3177	2196	4134	4685	3003
ENSMUSG00000072980	Oip5	17	13	18	10	9	10	26	7
ENSMUSG00000021749	Oit1	0	0	0	0	0	0	0	0
ENSMUSG00000009654	Oit3	6	5	2	6	9	10	7	13
ENSMUSG00000027108	Ola1	1119	1131	741	566	561	1024	1327	895
ENSMUSG00000026645	Olah	0	0	0	0	0	0	0	0
ENSMUSG00000026833	Olfm1	1	4	0	0	3	5	3	2
ENSMUSG00000032172	Olfm2	4	3	4	0	4	5	5	5
ENSMUSG00000027965	Olfm3	1	2	0	1	1	0	0	0
ENSMUSG00000022026	Olfm4	2	0	0	0	0	0	0	0
ENSMUSG00000051041	Olfml1	0	1	2	4	0	0	1	0
ENSMUSG00000046618	Olfml2a	1	3	2	2	2	1	5	6
ENSMUSG00000038463	Olfml2b	44	36	35	40	45	43	87	63
ENSMUSG00000027848	Olfml3	1433	994	1244	1104	562	588	1857	947
ENSMUSG00000069823	Olfr1	0	0	2	3	0	0	0	0
ENSMUSG00000100923	Olfr10	1	0	1	0	1	1	1	1
ENSMUSG00000075215	Olfr1000	0	0	0	0	0	0	0	0
ENSMUSG00000075214	Olfr1002	2	0	0	0	0	0	2	0
ENSMUSG00000075211	Olfr1006	3	0	0	0	0	0	0	1
ENSMUSG00000050603	Olfr1008	1	0	0	0	2	1	0	0
ENSMUSG00000043226	Olfr1009	0	0	0	0	0	2	2	0
ENSMUSG00000092077	Olfr101	0	0	0	0	0	0	1	0
ENSMUSG00000100909	Olfr1010	0	0	0	0	0	1	0	0
ENSMUSG00000075210	Olfr1012	2	0	0	1	0	1	1	0
ENSMUSG00000053287	Olfr1013	4	6	0	0	0	0	4	1
ENSMUSG00000059379	Olfr1014	2	0	2	1	0	0	3	1
ENSMUSG00000033850	Olfr1015	0	0	0	2	0	0	0	0
ENSMUSG00000075209	Olfr1016	2	0	1	0	0	0	0	0
ENSMUSG00000043892	Olfr1018	0	0	0	0	0	0	0	0
ENSMUSG00000075208	Olfr1019	0	1	0	0	0	0	0	1
ENSMUSG00000091531	Olfr102	1	0	2	0	0	2	1	0
ENSMUSG00000046975	Olfr1020	2	1	10	2	0	3	1	2
ENSMUSG00000057761	Olfr1022	2	0	0	0	0	0	1	1
ENSMUSG00000050128	Olfr1023	0	3	0	0	0	0	0	1
ENSMUSG00000075206	Olfr1024	0	0	0	0	0	0	0	0
ENSMUSG00000042863	Olfr1026	0	3	0	1	0	0	0	0
ENSMUSG00000057207	Olfr1028	1	0	0	0	0	0	0	1
ENSMUSG00000059873	Olfr1029	3	2	0	0	0	0	1	1
ENSMUSG00000049618	Olfr103	0	0	1	0	1	0	0	0
ENSMUSG00000044923	Olfr1030	0	3	0	5	0	1	0	0
ENSMUSG00000043267	Olfr1031	0	0	0	0	0	0	0	0
ENSMUSG00000042796	Olfr1032	1	0	0	0	0	0	0	0
ENSMUSG00000045392	Olfr1033	7	2	6	2	1	2	2	1
ENSMUSG00000102091	Olfr1034	0	1	1	0	0	2	0	0
ENSMUSG00000099820	Olfr1036	0	0	0	0	0	0	0	0
ENSMUSG00000075205	Olfr1037	0	1	0	0	0	0	0	0
ENSMUSG00000050577	Olfr1038-ps	4	1	0	1	1	1	1	1
ENSMUSG00000075204	Olfr1039	0	0	0	0	0	0	0	0
ENSMUSG00000075203	Olfr1040	0	0	0	0	0	0	0	0
ENSMUSG00000075202	Olfr1042	1	0	0	0	0	0	0	0
ENSMUSG00000075201	Olfr1043	1	0	0	0	0	0	0	0
ENSMUSG00000075200	Olfr1044	0	0	0	0	0	0	0	0
ENSMUSG00000075198	Olfr1045	0	1	0	0	0	0	2	1
ENSMUSG00000075197	Olfr1046	0	0	0	0	0	0	0	0
ENSMUSG00000075196	Olfr1047	1	0	0	0	0	0	0	0
ENSMUSG00000075195	Olfr1048	0	0	0	0	0	1	1	0
ENSMUSG00000075194	Olfr1049	0	0	0	0	0	0	0	0
ENSMUSG00000075193	Olfr1051	0	0	0	0	0	0	0	0
ENSMUSG00000047149	Olfr1052	0	0	0	0	0	0	0	0
ENSMUSG00000075192	Olfr1053	0	0	1	1	0	0	0	0
ENSMUSG00000075190	Olfr1054	1	0	0	0	0	0	0	0
ENSMUSG00000075189	Olfr1055	1	1	0	0	0	0	0	0
ENSMUSG00000075188	Olfr1056	1	0	0	0	0	1	0	1
ENSMUSG00000075187	Olfr1057	0	3	0	0	0	0	0	1
ENSMUSG00000075186	Olfr1058	5	1	0	0	0	0	0	0
ENSMUSG00000075185	Olfr1061	1	1	0	0	0	0	0	0
ENSMUSG00000090059	Olfr1062	0	1	0	0	0	0	0	0
ENSMUSG00000075182	Olfr1065	0	1	0	2	0	1	0	0
ENSMUSG00000075181	Olfr1066	6	0	1	0	0	0	0	0
ENSMUSG00000063188	Olfr107	0	1	0	0	0	0	2	0
ENSMUSG00000060742	Olfr1076	0	0	0	0	0	0	0	0
ENSMUSG00000081027	Olfr1077-ps1	0	0	0	1	0	0	0	0
ENSMUSG00000075179	Olfr1079	0	0	0	0	0	1	0	0
ENSMUSG00000059687	Olfr108	0	2	1	0	0	2	1	1
ENSMUSG00000075178	Olfr1080	1	3	0	0	0	1	0	6
ENSMUSG00000079239	Olfr1082	2	3	2	2	0	1	1	2
ENSMUSG00000075177	Olfr1084	2	0	0	4	0	1	1	1
ENSMUSG00000075176	Olfr1085	1	0	0	0	0	0	0	0
ENSMUSG00000075175	Olfr1086	1	0	0	0	0	0	0	0
ENSMUSG00000075174	Olfr1087	1	1	0	3	0	0	0	0
ENSMUSG00000075173	Olfr1089	0	0	0	0	0	0	0	4
ENSMUSG00000029184	Olfr109	0	0	0	0	0	0	0	0
ENSMUSG00000075172	Olfr1090	0	0	0	0	0	0	0	0
ENSMUSG00000047969	Olfr1093	2	1	0	0	0	0	0	0
ENSMUSG00000044213	Olfr1094	2	0	1	0	1	0	0	0
ENSMUSG00000075171	Olfr1095	2	2	0	0	0	0	1	0
ENSMUSG00000075170	Olfr1097	1	2	0	0	1	1	0	1
ENSMUSG00000075169	Olfr1098	1	0	0	0	0	0	0	0
ENSMUSG00000075168	Olfr1099	5	0	2	0	0	0	0	4
ENSMUSG00000036658	Olfr11	1	0	0	0	0	0	0	0
ENSMUSG00000090894	Olfr110	0	0	0	0	0	0	0	1
ENSMUSG00000070875	Olfr1100	0	1	1	0	0	0	0	0
ENSMUSG00000075167	Olfr1101	0	1	0	0	0	0	0	0
ENSMUSG00000049843	Olfr1102	0	0	0	0	0	0	1	0
ENSMUSG00000075166	Olfr1104	1	3	1	0	0	2	0	0
ENSMUSG00000075165	Olfr1105	0	0	0	0	0	0	0	0
ENSMUSG00000075164	Olfr1106	0	0	0	0	0	0	0	0
ENSMUSG00000075163	Olfr1107	0	0	2	0	0	1	0	0
ENSMUSG00000075161	Olfr1109	0	1	0	1	0	0	0	0
ENSMUSG00000090675	Olfr111	0	0	0	0	0	0	0	0
ENSMUSG00000075159	Olfr1110	1	0	0	0	0	0	0	0
ENSMUSG00000075158	Olfr1111	1	0	0	0	0	0	0	0
ENSMUSG00000044487	Olfr1112	0	0	0	0	0	0	0	0
ENSMUSG00000070857	Olfr1113	0	0	0	0	0	0	0	1
ENSMUSG00000070856	Olfr1115	1	0	0	1	0	0	1	0
ENSMUSG00000089732	Olfr1118	0	0	0	0	0	0	0	0
ENSMUSG00000051611	Olfr112	1	3	2	0	0	0	0	1
ENSMUSG00000070853	Olfr1120	3	1	1	1	0	0	0	1
ENSMUSG00000070852	Olfr1121	4	1	0	0	0	0	0	0
ENSMUSG00000047594	Olfr1122	0	0	0	0	0	0	0	0
ENSMUSG00000043274	Olfr1123	4	1	1	1	0	0	0	0
ENSMUSG00000050772	Olfr1124	1	0	0	0	0	0	0	0
ENSMUSG00000058194	Olfr1126	1	0	1	0	0	0	0	0
ENSMUSG00000075156	Olfr1128	2	0	0	4	0	1	0	0
ENSMUSG00000062272	Olfr1129	0	0	1	0	1	1	0	0
ENSMUSG00000092292	Olfr113	1	0	2	0	0	1	0	0
ENSMUSG00000059205	Olfr1130	0	0	0	0	0	0	0	0
ENSMUSG00000068819	Olfr1131	0	0	0	1	0	0	0	0
ENSMUSG00000068818	Olfr1132	0	0	0	2	0	0	0	0
ENSMUSG00000075155	Olfr1133	2	0	0	1	0	0	0	0
ENSMUSG00000075154	Olfr1134	0	2	0	0	0	0	0	1
ENSMUSG00000075153	Olfr1135	1	0	1	1	0	0	2	0
ENSMUSG00000075151	Olfr1136	1	0	0	0	0	0	0	0
ENSMUSG00000075150	Olfr1137	0	0	1	0	0	1	1	0
ENSMUSG00000075149	Olfr1138	0	0	0	0	0	0	0	0
ENSMUSG00000062629	Olfr114	1	3	0	0	0	0	0	0
ENSMUSG00000068817	Olfr1140	1	0	4	0	0	0	2	0
ENSMUSG00000075148	Olfr1141	3	0	0	1	0	0	0	0
ENSMUSG00000068815	Olfr1143	0	0	0	0	0	1	0	0
ENSMUSG00000068814	Olfr1145	0	0	0	0	0	0	0	0
ENSMUSG00000061875	Olfr1148	0	0	0	0	0	0	0	0
ENSMUSG00000092413	Olfr115	1	1	0	1	0	2	4	0
ENSMUSG00000047039	Olfr1151	2	0	0	0	0	0	0	0
ENSMUSG00000045225	Olfr1152	1	0	0	0	0	0	0	0
ENSMUSG00000048197	Olfr1153	0	0	2	0	0	0	0	0
ENSMUSG00000075146	Olfr1154	0	0	0	0	0	0	0	0
ENSMUSG00000075145	Olfr1155	0	0	0	0	0	0	0	0
ENSMUSG00000075144	Olfr1156	0	1	0	0	0	1	0	0
ENSMUSG00000075143	Olfr1157	1	0	1	0	0	1	0	0
ENSMUSG00000062793	Olfr1158	0	1	0	0	0	0	0	0
ENSMUSG00000061336	Olfr116	0	2	1	3	1	0	1	0
ENSMUSG00000075141	Olfr1160	0	1	0	1	0	0	0	0
ENSMUSG00000045150	Olfr1161	2	0	0	0	0	1	2	1
ENSMUSG00000075139	Olfr1162	0	0	0	1	0	0	0	0
ENSMUSG00000075137	Olfr1163	0	1	0	0	0	3	0	0
ENSMUSG00000075136	Olfr1164	0	2	0	0	0	0	0	0
ENSMUSG00000101078	Olfr1166	1	0	0	0	0	0	0	0
ENSMUSG00000100899	Olfr1167	0	0	0	0	0	0	0	0
ENSMUSG00000061342	Olfr1168	4	2	0	3	2	2	0	2
ENSMUSG00000095286	Olfr117	0	0	0	0	0	0	0	0
ENSMUSG00000075133	Olfr1170	5	0	0	0	0	0	0	0
ENSMUSG00000075132	Olfr1173	3	0	0	4	2	1	4	1
ENSMUSG00000050023	Olfr1176	2	0	0	0	0	0	1	0
ENSMUSG00000056995	Olfr1178	1	0	3	1	0	0	0	0
ENSMUSG00000075127	Olfr1179	0	1	0	0	0	1	1	0
ENSMUSG00000080990	Olfr118	0	0	0	0	0	1	1	0
ENSMUSG00000075126	Olfr1180	2	0	0	1	3	0	0	0
ENSMUSG00000075125	Olfr1181	1	1	0	1	0	0	0	0
ENSMUSG00000075124	Olfr1182	0	4	0	0	1	0	0	0
ENSMUSG00000049372	Olfr1183	0	0	0	0	0	0	0	0
ENSMUSG00000051424	Olfr1184	0	2	0	1	0	0	0	0
ENSMUSG00000057735	Olfr1186	0	0	0	0	0	0	0	0
ENSMUSG00000068809	Olfr1188	1	0	0	1	0	2	0	0
ENSMUSG00000068808	Olfr1189	1	0	0	0	0	0	0	0
ENSMUSG00000059964	Olfr119	1	0	0	0	1	1	0	0
ENSMUSG00000060827	Olfr1193	0	0	0	0	0	0	1	0
ENSMUSG00000075121	Olfr1195	0	0	0	0	0	0	0	0
ENSMUSG00000075120	Olfr1196	0	0	0	2	0	0	0	0
ENSMUSG00000075119	Olfr1197	0	0	1	1	0	0	0	0
ENSMUSG00000075117	Olfr1198	5	4	1	0	0	0	0	0
ENSMUSG00000089892	Olfr1199	1	1	0	0	0	0	0	0
ENSMUSG00000061616	Olfr12	0	0	0	0	0	0	0	0
ENSMUSG00000063994	Olfr120	0	0	0	0	0	0	1	0
ENSMUSG00000075115	Olfr1200	0	4	0	1	0	0	0	1
ENSMUSG00000059023	Olfr1201	2	0	1	3	0	0	1	0
ENSMUSG00000064084	Olfr1202	0	1	0	0	0	0	0	0
ENSMUSG00000061798	Olfr1204	0	0	0	0	0	0	1	0
ENSMUSG00000057447	Olfr1205	1	1	0	1	0	0	1	0
ENSMUSG00000062757	Olfr1206	4	2	1	1	0	0	0	1
ENSMUSG00000075114	Olfr1208	1	0	0	0	0	0	0	0
ENSMUSG00000075113	Olfr1209	1	0	0	1	0	1	1	0
ENSMUSG00000060017	Olfr121	0	0	0	0	0	1	0	0
ENSMUSG00000075112	Olfr1211	0	0	0	0	0	0	0	0
ENSMUSG00000048226	Olfr1212	0	0	0	0	0	0	0	0
ENSMUSG00000089751	Olfr1213	0	2	1	2	0	1	0	0
ENSMUSG00000075110	Olfr1214	0	0	0	0	0	0	0	0
ENSMUSG00000100016	Olfr1215	0	0	0	0	0	0	0	0
ENSMUSG00000075107	Olfr1216	0	0	0	1	0	0	0	0
ENSMUSG00000101391	Olfr1217	0	0	0	0	1	0	0	0
ENSMUSG00000075105	Olfr1218	0	0	1	0	0	0	0	0
ENSMUSG00000075104	Olfr1219	0	0	0	0	0	0	0	0
ENSMUSG00000083947	Olfr122	0	0	0	0	0	0	0	0
ENSMUSG00000101480	Olfr1220	0	0	0	0	0	0	1	0
ENSMUSG00000075102	Olfr1221	1	0	0	0	1	0	4	0
ENSMUSG00000075101	Olfr1222	5	0	0	0	0	0	0	0
ENSMUSG00000075100	Olfr1223	1	0	0	0	0	0	1	0
ENSMUSG00000101918	Olfr1225	0	0	4	0	0	0	0	0
ENSMUSG00000075097	Olfr1226	0	0	0	0	1	0	0	0
ENSMUSG00000099486	Olfr1228	0	0	0	0	1	0	0	0
ENSMUSG00000075095	Olfr1229	1	0	0	0	0	0	0	0
ENSMUSG00000045202	Olfr123	0	0	0	2	0	1	0	0
ENSMUSG00000075094	Olfr1230	0	1	0	0	0	0	1	0
ENSMUSG00000075093	Olfr1231	1	0	0	0	0	0	0	0
ENSMUSG00000075092	Olfr1232	4	0	0	0	0	0	0	0
ENSMUSG00000075091	Olfr1233	0	0	0	0	0	0	0	0
ENSMUSG00000075090	Olfr1234	2	0	0	0	0	0	0	1
ENSMUSG00000075089	Olfr1238	0	0	0	0	0	0	0	0
ENSMUSG00000075088	Olfr1239	0	0	0	0	0	0	0	0
ENSMUSG00000044985	Olfr124	0	0	0	0	0	0	0	0
ENSMUSG00000099909	Olfr1240	0	0	0	0	0	0	0	0
ENSMUSG00000075086	Olfr1241	0	2	0	0	0	0	1	0
ENSMUSG00000075085	Olfr1242	2	0	1	2	0	0	0	0
ENSMUSG00000075084	Olfr1243	1	0	0	0	0	0	0	0
