Ensid	Enstxid	sym	Tx.len	GC
ENSMUSG00000080861	ENSMUST00000119967	Gm11325	469	0.456
ENSMUSG00000080862	ENSMUST00000117260	Gm14523	558	0.62
ENSMUSG00000080863	ENSMUST00000121236	Gm14787	388	0.446
ENSMUSG00000080865	ENSMUST00000121450	Eif1-ps3	342	0.448
ENSMUSG00000080866	ENSMUST00000118252	Gm5687	640	0.523
ENSMUSG00000080868	ENSMUST00000119807	Gm15745	115	0.565
ENSMUSG00000080869	ENSMUST00000118712	Gm11856	276	0.439
ENSMUSG00000080870	ENSMUST00000119851	Gm14111	999	0.541
ENSMUSG00000080871	ENSMUST00000118745	Gm12875	344	0.442
ENSMUSG00000080872	ENSMUST00000122414	Gm11506	470	0.463
ENSMUSG00000080873	ENSMUST00000117928	Rpl30-ps3	348	0.437
ENSMUSG00000080874	ENSMUST00000117153	Gm15010	407	0.351
ENSMUSG00000080875	ENSMUST00000118351	Gm7332	454	0.628
ENSMUSG00000080876	ENSMUST00000121982	Gm14332	899	0.479
ENSMUSG00000080877	ENSMUST00000118652	Rpl22-ps1	386	0.479
ENSMUSG00000080878	ENSMUST00000121610	Gm15618	452	0.484
ENSMUSG00000080880	ENSMUST00000117381	Gm14278	878	0.458
ENSMUSG00000080884	ENSMUST00000121405	Cyp2j7-ps3	206	0.432
ENSMUSG00000080885	ENSMUST00000121321	Rpl10-ps6	642	0.509
ENSMUSG00000080886	ENSMUST00000121978	Gm14847	519	0.497
ENSMUSG00000080887	ENSMUST00000120253	Gm14831	409	0.477
ENSMUSG00000080888	ENSMUST00000121827	Gm14387	2055	0.366
ENSMUSG00000080889	ENSMUST00000117154	Gm7974	408	0.362
ENSMUSG00000080890	ENSMUST00000121428	Gm16458	502	0.39
ENSMUSG00000080891	ENSMUST00000118378	Olfr587-ps1	948	0.455
ENSMUSG00000080892	ENSMUST00000117401	Gm9266	484	0.54
ENSMUSG00000080893	ENSMUST00000118998	Gm15920	402	0.5
ENSMUSG00000080894	ENSMUST00000118178	Defa-ps15	477	0.461
ENSMUSG00000080895	ENSMUST00000121589	Gm11645	649	0.465
ENSMUSG00000080896	ENSMUST00000117155	Gm14567	174	0.408
ENSMUSG00000080897	ENSMUST00000121647	Gm14500	113	0.416
ENSMUSG00000080898	ENSMUST00000118567	Gm14836	471	0.499
ENSMUSG00000080899	ENSMUST00000120254	Gm9109	1405	0.544
ENSMUSG00000080902	ENSMUST00000120944	Ywhaq-ps3	738	0.503
ENSMUSG00000080903	ENSMUST00000118122	Gm16383	232	0.448
ENSMUSG00000080904	ENSMUST00000119907	Gm11966	87	0.391
ENSMUSG00000080906	ENSMUST00000121962	Gm12095	816	0.447
ENSMUSG00000080907	ENSMUST00000117592	4930455H04Rik	1341	0.44
ENSMUSG00000080910	ENSMUST00000121975	Gm14821	435	0.425
ENSMUSG00000080911	ENSMUST00000121660	Gm11918	179	0.62
ENSMUSG00000080912	ENSMUST00000122273	Gm12269	717	0.506
ENSMUSG00000080913	ENSMUST00000118859	Gm12719	241	0.506
ENSMUSG00000080914	ENSMUST00000117402	Gm7129	997	0.528
ENSMUSG00000080915	ENSMUST00000120604	Gm6446	818	0.486
ENSMUSG00000080916	ENSMUST00000118271	Gm12463	849	0.528
ENSMUSG00000080917	ENSMUST00000120641	Gm15925	1881	0.499
ENSMUSG00000080918	ENSMUST00000121196	Gm12202	811	0.461
ENSMUSG00000080919	ENSMUST00000117839	Gm11854	446	0.444
ENSMUSG00000080921	ENSMUST00000117356	Rpl38-ps2	213	0.493
ENSMUSG00000080922	ENSMUST00000121333	Gm2214	330	0.485
ENSMUSG00000080923	ENSMUST00000118494	Gm5400	943	0.52
ENSMUSG00000080924	ENSMUST00000117978	Olfr1078-ps1	632	0.345
ENSMUSG00000080925	ENSMUST00000117524	Gm13682	702	0.497
ENSMUSG00000080927	ENSMUST00000121317	Gm11430	217	0.452
ENSMUSG00000080928	ENSMUST00000119503	Hmgb1-ps6	616	0.457
ENSMUSG00000080929	ENSMUST00000119358	Gm12891	240	0.45
ENSMUSG00000080930	ENSMUST00000119955	Gm13367	796	0.447
ENSMUSG00000080932	ENSMUST00000119496	Gm10224	615	0.537
ENSMUSG00000080933	ENSMUST00000119965	Rhox3g	991	0.463
ENSMUSG00000080934	ENSMUST00000117046	Gm12931	324	0.454
ENSMUSG00000080935	ENSMUST00000121655	Got2-ps1	1293	0.556
ENSMUSG00000080936	ENSMUST00000213375	Olfr337-ps1	526	0.436
ENSMUSG00000080937	ENSMUST00000118659	Gm13510	429	0.469
ENSMUSG00000080938	ENSMUST00000120462	Gm6062	631	0.467
ENSMUSG00000080939	ENSMUST00000120468	Gm9208	948	0.43
ENSMUSG00000080941	ENSMUST00000119293	Gm16056	135	0.4
ENSMUSG00000080942	ENSMUST00000118349	Zfp36l1-ps	899	0.607
ENSMUSG00000080943	ENSMUST00000119195	Gm13130	1166	0.462
ENSMUSG00000080944	ENSMUST00000122147	Gm12967	289	0.516
ENSMUSG00000080946	ENSMUST00000118376	Gm12985	183	0.41
ENSMUSG00000080947	ENSMUST00000121496	Gm12779	143	0.378
ENSMUSG00000080948	ENSMUST00000117178	Gm14481	629	0.431
ENSMUSG00000080949	ENSMUST00000119497	Gm13683	1076	0.41
ENSMUSG00000080950	ENSMUST00000119836	Gm7278	1401	0.485
ENSMUSG00000080951	ENSMUST00000122004	Gm12208	163	0.571
ENSMUSG00000080952	ENSMUST00000120973	Gm5379	826	0.491
ENSMUSG00000080953	ENSMUST00000118434	Gm15025	418	0.424
ENSMUSG00000080954	ENSMUST00000120839	Gm14919	390	0.359
ENSMUSG00000080955	ENSMUST00000117955	Gm14263	746	0.541
ENSMUSG00000080956	ENSMUST00000120685	Gm16179	373	0.483
ENSMUSG00000080957	ENSMUST00000118049	Gm15739	872	0.486
ENSMUSG00000080958	ENSMUST00000118849	Gm11902	270	0.515
ENSMUSG00000080959	ENSMUST00000118537	Gm2003	636	0.379
ENSMUSG00000080960	ENSMUST00000121883	Olfr343-ps1	303	0.449
ENSMUSG00000080961	ENSMUST00000119150	Gm11798	421	0.34
ENSMUSG00000080962	ENSMUST00000117318	Gm11453	1007	0.532
ENSMUSG00000080964	ENSMUST00000119856	Ifna-ps1	555	0.496
ENSMUSG00000080965	ENSMUST00000120015	Gm6461	633	0.441
ENSMUSG00000080966	ENSMUST00000120029	Gm6263	1342	0.509
ENSMUSG00000080967	ENSMUST00000121588	Gm12706	698	0.447
ENSMUSG00000080968	ENSMUST00000120608	Atf1-ps	810	0.49
ENSMUSG00000080969	ENSMUST00000121654	Gm12372	768	0.429
ENSMUSG00000080970	ENSMUST00000117622	Gm12173	273	0.454
ENSMUSG00000080971	ENSMUST00000117855	Gm16128	626	0.489
ENSMUSG00000080972	ENSMUST00000122167	Gm16061	857	0.563
ENSMUSG00000080974	ENSMUST00000117321	Gm9009	326	0.522
ENSMUSG00000080976	ENSMUST00000118128	Gm11490	272	0.452
ENSMUSG00000080977	ENSMUST00000118431	Gm13772	317	0.451
ENSMUSG00000080978	ENSMUST00000121380	Gm12297	979	0.471
ENSMUSG00000080979	ENSMUST00000120616	Gm13675	529	0.512
ENSMUSG00000080980	ENSMUST00000117522	1700071K01Rik	819	0.546
ENSMUSG00000080981	ENSMUST00000121454	Gm12161	361	0.538
ENSMUSG00000080982	ENSMUST00000118339	Gm13549	796	0.498
ENSMUSG00000080983	ENSMUST00000119301	Gm5419	527	0.506
ENSMUSG00000080984	ENSMUST00000118363	Gm14469	202	0.495
ENSMUSG00000080985	ENSMUST00000120476	Gm13559	863	0.525
ENSMUSG00000080986	ENSMUST00000120210	Olfr1081-ps1	945	0.375
ENSMUSG00000080987	ENSMUST00000117382	Gm12073	524	0.439
ENSMUSG00000080989	ENSMUST00000121864	Gm14048	1268	0.477
ENSMUSG00000080990	ENSMUST00000216551	Olfr118	1772	0.42
ENSMUSG00000080992	ENSMUST00000119744	Psmb5-ps	798	0.556
ENSMUSG00000080993	ENSMUST00000121015	Gm12903	544	0.432
ENSMUSG00000080994	ENSMUST00000119418	Gm13464	935	0.556
ENSMUSG00000080995	ENSMUST00000118140	Gm15165	502	0.59
ENSMUSG00000080996	ENSMUST00000119731	Gm4986	549	0.463
ENSMUSG00000080997	ENSMUST00000118473	Gm11885	1428	0.437
ENSMUSG00000080998	ENSMUST00000120313	Gm5384	463	0.495
ENSMUSG00000080999	ENSMUST00000118168	Gm11336	334	0.664
ENSMUSG00000081000	ENSMUST00000121698	Gm11200	448	0.497
ENSMUSG00000081001	ENSMUST00000121396	Gm14678	482	0.413
ENSMUSG00000081002	ENSMUST00000120353	Gm14240	546	0.493
ENSMUSG00000081003	ENSMUST00000120181	Gm14301	324	0.355
ENSMUSG00000081004	ENSMUST00000117673	Gm9157	225	0.449
ENSMUSG00000081005	ENSMUST00000119322	Gm13198	826	0.511
ENSMUSG00000081006	ENSMUST00000118753	Cyp4b1-ps1	315	0.505
ENSMUSG00000081007	ENSMUST00000120758	Gm11543	370	0.529
ENSMUSG00000081008	ENSMUST00000118742	Gm13314	335	0.466
ENSMUSG00000081009	ENSMUST00000120848	Gm14065	585	0.395
ENSMUSG00000081010	ENSMUST00000118421	Gm13880	474	0.42
ENSMUSG00000081011	ENSMUST00000119094	Gm11913	336	0.413
ENSMUSG00000081012	ENSMUST00000120501	Gm15224	388	0.42
ENSMUSG00000081013	ENSMUST00000119537	Gm14497	580	0.599
ENSMUSG00000081014	ENSMUST00000117313	Gm13714	221	0.434
ENSMUSG00000081016	ENSMUST00000121388	Olfr1397-ps1	962	0.495
ENSMUSG00000081017	ENSMUST00000118275	Gm15000	1243	0.449
ENSMUSG00000081018	ENSMUST00000119176	Gm15012	106	0.528
ENSMUSG00000081020	ENSMUST00000117312	Gm14509	1286	0.501
ENSMUSG00000081021	ENSMUST00000120982	Gm11964	444	0.577
ENSMUSG00000081022	ENSMUST00000118706	Gm15936	460	0.468
ENSMUSG00000081023	ENSMUST00000118025	Gm15766	813	0.436
ENSMUSG00000081024	ENSMUST00000118931	Gm14627	567	0.448
ENSMUSG00000081025	ENSMUST00000119473	Gm11943	327	0.431
ENSMUSG00000081026	ENSMUST00000121562	Gm11855	1869	0.461
ENSMUSG00000081029	ENSMUST00000122344	Gm15077	362	0.342
ENSMUSG00000081030	ENSMUST00000119789	Gm12704	464	0.545
ENSMUSG00000081033	ENSMUST00000119378	Gm14797	1480	0.398
ENSMUSG00000081034	ENSMUST00000118182	Gm5944	1001	0.53
ENSMUSG00000081036	ENSMUST00000117508	Gm14628	635	0.429
ENSMUSG00000081037	ENSMUST00000117553	Gm13929	1125	0.53
ENSMUSG00000081038	ENSMUST00000121147	Olfr626-ps1	318	0.44
ENSMUSG00000081041	ENSMUST00000120843	Nlk-ps1	1230	0.48
ENSMUSG00000081042	ENSMUST00000118546	Psmb7-ps2	820	0.452
ENSMUSG00000081043	ENSMUST00000119669	Gm11512	663	0.368
ENSMUSG00000081044	ENSMUST00000121565	AU015836	2997	0.447
ENSMUSG00000081045	ENSMUST00000118645	Gm12797	273	0.454
ENSMUSG00000081046	ENSMUST00000120431	Gm12846	1373	0.471
ENSMUSG00000081047	ENSMUST00000117353	Olfr997-ps1	939	0.395
ENSMUSG00000081048	ENSMUST00000122355	Gm11760	796	0.517
ENSMUSG00000081049	ENSMUST00000118723	Rps24-ps3	402	0.452
ENSMUSG00000081050	ENSMUST00000120231	Gm12461	1239	0.488
ENSMUSG00000081051	ENSMUST00000117288	Gm15427	531	0.567
ENSMUSG00000081052	ENSMUST00000121027	Gm6305	1012	0.455
ENSMUSG00000081053	ENSMUST00000120723	Mup-ps17	218	0.413
ENSMUSG00000081054	ENSMUST00000117768	Gm12025	144	0.556
ENSMUSG00000081055	ENSMUST00000119319	Gm6987	428	0.523
ENSMUSG00000081056	ENSMUST00000120952	Gm13998	335	0.499
ENSMUSG00000081057	ENSMUST00000121263	Olfr1017-ps1	664	0.412
ENSMUSG00000081058	ENSMUST00000167403	Hist2h3c2	1020	0.602
ENSMUSG00000081059	ENSMUST00000120551	Gm11945	476	0.492
ENSMUSG00000081060	ENSMUST00000118640	Gm11318	961	0.423
ENSMUSG00000081061	ENSMUST00000120195	Gm14712	772	0.464
ENSMUSG00000081062	ENSMUST00000118445	Gm13640	264	0.47
ENSMUSG00000081063	ENSMUST00000120710	Gm11825	736	0.483
ENSMUSG00000081064	ENSMUST00000119561	Gm6071	440	0.468
ENSMUSG00000081065	ENSMUST00000120851	Gm13576	778	0.527
ENSMUSG00000081066	ENSMUST00000119622	Gm12817	610	0.41
ENSMUSG00000081067	ENSMUST00000121596	Gm12912	1381	0.465
ENSMUSG00000081068	ENSMUST00000121030	Gm12804	999	0.468
ENSMUSG00000081069	ENSMUST00000120326	Gm13928	1732	0.414
ENSMUSG00000081070	ENSMUST00000120117	Gm13181	1069	0.498
ENSMUSG00000081071	ENSMUST00000117132	Gm9836	216	0.44
ENSMUSG00000081072	ENSMUST00000121626	Gm14977	812	0.447
ENSMUSG00000081073	ENSMUST00000118699	Gm13758	743	0.472
ENSMUSG00000081076	ENSMUST00000121691	Rpsa-ps4	888	0.568
ENSMUSG00000081077	ENSMUST00000121519	Gm13899	1255	0.418
ENSMUSG00000081078	ENSMUST00000117362	Gm12568	624	0.475
ENSMUSG00000081079	ENSMUST00000119881	Gm13059	398	0.299
ENSMUSG00000081080	ENSMUST00000120663	Vmn1r-ps102	886	0.419
ENSMUSG00000081081	ENSMUST00000121548	Gm14856	613	0.535
ENSMUSG00000081082	ENSMUST00000119709	Gm14937	208	0.466
ENSMUSG00000081083	ENSMUST00000121356	Gm6079	404	0.473
ENSMUSG00000081084	ENSMUST00000118618	Gm5638	1258	0.539
ENSMUSG00000081085	ENSMUST00000119020	Gm13463	233	0.553
ENSMUSG00000081086	ENSMUST00000118516	Gm9506	320	0.538
ENSMUSG00000081087	ENSMUST00000117430	Rps15a-ps7	392	0.456
ENSMUSG00000081088	ENSMUST00000121830	Gm11679	779	0.418
ENSMUSG00000081089	ENSMUST00000117746	Gm14624	192	0.375
ENSMUSG00000081092	ENSMUST00000119514	Gm14128	1011	0.406
ENSMUSG00000081093	ENSMUST00000119004	Gm12565	649	0.522
ENSMUSG00000081094	ENSMUST00000122422	Rpl19-ps11	591	0.545
ENSMUSG00000081095	ENSMUST00000119859	Gm14946	296	0.408
ENSMUSG00000081096	ENSMUST00000222516	Gm12691	918	0.42
ENSMUSG00000081097	ENSMUST00000119170	Gm12135	466	0.455
ENSMUSG00000081098	ENSMUST00000118476	Gm12220	172	0.506
ENSMUSG00000081099	ENSMUST00000121506	Gm5270	1002	0.521
ENSMUSG00000081100	ENSMUST00000118057	Gm14630	246	0.504
ENSMUSG00000081101	ENSMUST00000118819	Gm12024	1253	0.53
ENSMUSG00000081103	ENSMUST00000117751	Rps12-ps26	333	0.456
ENSMUSG00000081104	ENSMUST00000121895	Gm15989	498	0.474
ENSMUSG00000081106	ENSMUST00000121143	Gm7155	1671	0.461
ENSMUSG00000081107	ENSMUST00000118596	Gm12235	170	0.424
ENSMUSG00000081108	ENSMUST00000119747	Gm4234	714	0.543
ENSMUSG00000081110	ENSMUST00000121767	Gm12745	214	0.444
ENSMUSG00000081111	ENSMUST00000119397	Gm5913	1399	0.536
ENSMUSG00000081112	ENSMUST00000121214	Gm12140	544	0.476
ENSMUSG00000081113	ENSMUST00000121087	Gm7308	447	0.436
ENSMUSG00000081114	ENSMUST00000120323	Gm15390	738	0.439
ENSMUSG00000081115	ENSMUST00000118492	Gm15913	331	0.52
ENSMUSG00000081116	ENSMUST00000117063	Gm13329	265	0.464
ENSMUSG00000081117	ENSMUST00000122357	Gm11233	634	0.38
ENSMUSG00000081118	ENSMUST00000119643	Gm6758	1055	0.457
ENSMUSG00000081119	ENSMUST00000120892	Gm14601	236	0.555
ENSMUSG00000081120	ENSMUST00000119387	Gm12458	495	0.427
ENSMUSG00000081121	ENSMUST00000120788	Gm12791	655	0.504
ENSMUSG00000081122	ENSMUST00000118926	Gm13678	340	0.347
ENSMUSG00000081124	ENSMUST00000119265	Gm14906	390	0.361
ENSMUSG00000081125	ENSMUST00000122220	Rpl26-ps5	439	0.456
ENSMUSG00000081126	ENSMUST00000120260	Gm15784	1462	0.57
ENSMUSG00000081127	ENSMUST00000118668	Gm12677	426	0.465
ENSMUSG00000081128	ENSMUST00000120816	Gm13328	1020	0.531
ENSMUSG00000081129	ENSMUST00000120599	Gm14605	268	0.503
ENSMUSG00000081130	ENSMUST00000119136	Gm8217	465	0.458
ENSMUSG00000081131	ENSMUST00000118345	Gm14833	1027	0.389
ENSMUSG00000081132	ENSMUST00000118953	Gm13744	850	0.458
ENSMUSG00000081133	ENSMUST00000117962	Rhox11-ps2	451	0.432
ENSMUSG00000081134	ENSMUST00000120011	Gm14913	1093	0.327
ENSMUSG00000081135	ENSMUST00000122084	Gm14800	1272	0.375
ENSMUSG00000081136	ENSMUST00000120372	Gm12990	468	0.515
ENSMUSG00000081137	ENSMUST00000119987	BC022960	1815	0.454
ENSMUSG00000081138	ENSMUST00000121855	Gm12834	2829	0.449
ENSMUSG00000081139	ENSMUST00000119424	Gm13333	781	0.417
ENSMUSG00000081141	ENSMUST00000118039	Gm11501	581	0.456
ENSMUSG00000081142	ENSMUST00000119137	Gm15497	551	0.475
ENSMUSG00000081143	ENSMUST00000064305	Gm15823	670	0.474
ENSMUSG00000081144	ENSMUST00000121053	Vmn2r-ps2	765	0.444
ENSMUSG00000081145	ENSMUST00000120713	Gm14585	634	0.552
ENSMUSG00000081146	ENSMUST00000120075	Gm6207	1386	0.411
ENSMUSG00000081147	ENSMUST00000117850	Gm6024	1558	0.542
ENSMUSG00000081148	ENSMUST00000121241	Gm11891	619	0.46
ENSMUSG00000081150	ENSMUST00000118675	Gm12684	999	0.499
ENSMUSG00000081151	ENSMUST00000120427	Gm11448	450	0.457
ENSMUSG00000081152	ENSMUST00000121539	Gm12430	1322	0.482
ENSMUSG00000081153	ENSMUST00000117212	Gm11401	344	0.544
ENSMUSG00000081154	ENSMUST00000120695	Defa-ps13	204	0.387
ENSMUSG00000081155	ENSMUST00000120246	Gm12771	135	0.437
ENSMUSG00000081156	ENSMUST00000121240	Gm14425	606	0.483
ENSMUSG00000081157	ENSMUST00000118837	Gm13552	417	0.552
ENSMUSG00000081158	ENSMUST00000118922	Gm13521	866	0.461
ENSMUSG00000081159	ENSMUST00000118217	Gm6023	606	0.536
ENSMUSG00000081160	ENSMUST00000118213	Gm14897	207	0.353
ENSMUSG00000081161	ENSMUST00000121425	Gm12783	397	0.516
ENSMUSG00000081162	ENSMUST00000118094	Olfr400-ps1	955	0.473
ENSMUSG00000081163	ENSMUST00000122353	Defa-ps12	193	0.394
ENSMUSG00000081164	ENSMUST00000121466	Gm8722	769	0.433
ENSMUSG00000081165	ENSMUST00000119549	Gm11783	885	0.509
ENSMUSG00000081166	ENSMUST00000122223	Gm12819	629	0.395
ENSMUSG00000081167	ENSMUST00000121800	Gm8880	454	0.478
ENSMUSG00000081168	ENSMUST00000121036	Gm13730	1462	0.539
ENSMUSG00000081169	ENSMUST00000122073	Gm12551	726	0.504
ENSMUSG00000081170	ENSMUST00000120626	Gm12922	809	0.576
ENSMUSG00000081171	ENSMUST00000119502	Gm7485	1109	0.464
ENSMUSG00000081172	ENSMUST00000120013	Gm12849	739	0.413
ENSMUSG00000081173	ENSMUST00000119348	Gm13500	824	0.433
ENSMUSG00000081174	ENSMUST00000117541	Gm13439	409	0.403
ENSMUSG00000081175	ENSMUST00000119393	Gm5793	630	0.439
ENSMUSG00000081176	ENSMUST00000119544	H3f3a-ps2	411	0.516
ENSMUSG00000081177	ENSMUST00000118033	Gm12509	609	0.46
ENSMUSG00000081179	ENSMUST00000121031	Gm13136	2950	0.392
ENSMUSG00000081180	ENSMUST00000120817	Gm7212	348	0.515
ENSMUSG00000081181	ENSMUST00000120891	Gm13353	73	0.507
ENSMUSG00000081182	ENSMUST00000121528	Gm14935	1708	0.386
ENSMUSG00000081183	ENSMUST00000117572	Gm12449	234	0.465
ENSMUSG00000081184	ENSMUST00000121702	Gm12685	214	0.496
ENSMUSG00000081185	ENSMUST00000121202	Gm4852	729	0.428
ENSMUSG00000081186	ENSMUST00000121244	Gm12578	417	0.475
ENSMUSG00000081187	ENSMUST00000120793	3110067C02Rik	2117	0.425
ENSMUSG00000081188	ENSMUST00000117709	Gm14621	689	0.484
ENSMUSG00000081189	ENSMUST00000121815	Hspd1-ps4	1668	0.425
ENSMUSG00000081191	ENSMUST00000116054	Gm11271	440	0.527
ENSMUSG00000081194	ENSMUST00000117716	Gm8424	988	0.492
ENSMUSG00000081195	ENSMUST00000117421	Rhox2-ps	322	0.584
ENSMUSG00000081196	ENSMUST00000118862	Gm13858	671	0.438
ENSMUSG00000081197	ENSMUST00000117076	Gm15076	474	0.466
ENSMUSG00000081199	ENSMUST00000122134	Gm16407	567	0.579
ENSMUSG00000081200	ENSMUST00000118876	Gm15615	198	0.571
ENSMUSG00000081201	ENSMUST00000121569	Smt3h2-ps4	288	0.455
ENSMUSG00000081202	ENSMUST00000121535	Gm13220	508	0.441
ENSMUSG00000081205	ENSMUST00000117582	Gm5940	1068	0.458
ENSMUSG00000081206	ENSMUST00000118608	Gm11935	399	0.444
ENSMUSG00000081207	ENSMUST00000153865	Gm13775	751	0.397
ENSMUSG00000081208	ENSMUST00000120853	Gm11400	1214	0.56
ENSMUSG00000081209	ENSMUST00000117660	Gm14890	676	0.451
ENSMUSG00000081210	ENSMUST00000120203	Gm12933	872	0.564
ENSMUSG00000081211	ENSMUST00000117208	Gm14886	2629	0.42
ENSMUSG00000081212	ENSMUST00000117206	Gm6964	437	0.496
ENSMUSG00000081214	ENSMUST00000117444	Rpl35a-ps2	333	0.48
ENSMUSG00000081215	ENSMUST00000121319	Gm11446	866	0.388
ENSMUSG00000081216	ENSMUST00000119303	Gm6744	543	0.488
ENSMUSG00000081217	ENSMUST00000118845	Gm15268	352	0.437
ENSMUSG00000081218	ENSMUST00000119285	Gm4297	2579	0.379
ENSMUSG00000081219	ENSMUST00000121525	Bambi-ps1	592	0.515
ENSMUSG00000081220	ENSMUST00000118460	Gm14542	1248	0.442
ENSMUSG00000081221	ENSMUST00000121831	Gm14760	999	0.554
ENSMUSG00000081222	ENSMUST00000122049	Gm15173	433	0.57
ENSMUSG00000081223	ENSMUST00000117585	Gm12247	670	0.538
ENSMUSG00000081224	ENSMUST00000118046	Gm2066	389	0.398
ENSMUSG00000081225	ENSMUST00000121694	Cyp2j12	1781	0.451
ENSMUSG00000081226	ENSMUST00000118633	Gm8802	740	0.535
ENSMUSG00000081227	ENSMUST00000118877	Gm13082	561	0.415
ENSMUSG00000081228	ENSMUST00000117679	Gm16089	336	0.432
ENSMUSG00000081229	ENSMUST00000119759	Lamr1-ps1	874	0.513
ENSMUSG00000081230	ENSMUST00000120514	Gm9097	880	0.558
ENSMUSG00000081231	ENSMUST00000120941	Tcp1-ps1	1466	0.402
ENSMUSG00000081232	ENSMUST00000122467	Gm14373	2158	0.453
ENSMUSG00000081233	ENSMUST00000117678	Gm12857	592	0.508
ENSMUSG00000081234	ENSMUST00000215163	Olfr1120	4404	0.378
ENSMUSG00000081235	ENSMUST00000119457	Gm14788	375	0.432
ENSMUSG00000081236	ENSMUST00000120482	Gm13574	394	0.419
ENSMUSG00000081237	ENSMUST00000121513	Gm11385	570	0.414
ENSMUSG00000081238	ENSMUST00000119952	Gm15836	793	0.513
ENSMUSG00000081239	ENSMUST00000121022	Gm11836	441	0.528
ENSMUSG00000081240	ENSMUST00000120019	Gm16511	564	0.553
ENSMUSG00000081242	ENSMUST00000120619	Gm15719	635	0.412
ENSMUSG00000081243	ENSMUST00000120576	Gm14037	313	0.518
ENSMUSG00000081244	ENSMUST00000121118	Gm13529	410	0.495
ENSMUSG00000081245	ENSMUST00000120219	Gm6587	613	0.429
ENSMUSG00000081248	ENSMUST00000120422	Gm13787	168	0.494
ENSMUSG00000081249	ENSMUST00000119491	Gm11517	387	0.54
ENSMUSG00000081250	ENSMUST00000120406	Gm15554	895	0.494
ENSMUSG00000081251	ENSMUST00000121695	Gm12164	551	0.571
ENSMUSG00000081252	ENSMUST00000118534	Gm16032	168	0.393
ENSMUSG00000081253	ENSMUST00000117684	Gm8501	432	0.437
ENSMUSG00000081254	ENSMUST00000117772	Gm12112	231	0.438
ENSMUSG00000081255	ENSMUST00000119296	Gm5380	2136	0.498
ENSMUSG00000081256	ENSMUST00000120365	Gm15791	319	0.489
ENSMUSG00000081257	ENSMUST00000117875	Gm13607	539	0.46
ENSMUSG00000081258	ENSMUST00000119006	Gm14013	270	0.474
ENSMUSG00000081259	ENSMUST00000118385	Gm6893	522	0.454
ENSMUSG00000081260	ENSMUST00000122071	Gm13149	339	0.546
ENSMUSG00000081261	ENSMUST00000117158	Gm15370	253	0.494
ENSMUSG00000081262	ENSMUST00000117499	Gm12261	645	0.464
ENSMUSG00000081263	ENSMUST00000117752	Gm14859	357	0.513
ENSMUSG00000081264	ENSMUST00000117683	Gm14021	961	0.481
ENSMUSG00000081265	ENSMUST00000119018	Gm11282	1416	0.48
ENSMUSG00000081268	ENSMUST00000117853	Gm14909	351	0.468
ENSMUSG00000081269	ENSMUST00000117667	Gm14659	843	0.426
ENSMUSG00000081270	ENSMUST00000119992	Gm11653	1009	0.442
ENSMUSG00000081271	ENSMUST00000120179	Gm14883	157	0.369
ENSMUSG00000081272	ENSMUST00000119733	Gm13509	1308	0.52
ENSMUSG00000081273	ENSMUST00000118045	Gm15896	440	0.455
ENSMUSG00000081274	ENSMUST00000122416	Gm15727	437	0.543
ENSMUSG00000081275	ENSMUST00000120162	Gm13875	282	0.536
ENSMUSG00000081276	ENSMUST00000121194	Gm13132	472	0.487
ENSMUSG00000081277	ENSMUST00000119271	Gm15285	473	0.463
ENSMUSG00000081278	ENSMUST00000118031	Gm13186	316	0.553
ENSMUSG00000081279	ENSMUST00000118464	Vmn1r-ps2	834	0.387
ENSMUSG00000081280	ENSMUST00000119684	Gm9516	424	0.524
ENSMUSG00000081281	ENSMUST00000118173	Gm6274	797	0.469
ENSMUSG00000081282	ENSMUST00000121159	Gm13836	501	0.58
ENSMUSG00000081283	ENSMUST00000120960	Vmn1r-ps104	771	0.406
ENSMUSG00000081284	ENSMUST00000122056	Gm13673	531	0.476
ENSMUSG00000081285	ENSMUST00000118792	Gm18859	825	0.548
ENSMUSG00000081286	ENSMUST00000117135	Gm14995	391	0.442
ENSMUSG00000081287	ENSMUST00000218459	Olfr333-ps1	1993	0.464
ENSMUSG00000081288	ENSMUST00000117761	Gm11386	347	0.383
ENSMUSG00000081289	ENSMUST00000117862	Gm14857	3185	0.453
ENSMUSG00000081290	ENSMUST00000117493	Gm12520	316	0.459
ENSMUSG00000081292	ENSMUST00000117090	Gm15018	633	0.466
ENSMUSG00000081293	ENSMUST00000117846	Gm11673	331	0.52
ENSMUSG00000081295	ENSMUST00000118971	Gm6275	1122	0.53
ENSMUSG00000081296	ENSMUST00000118235	Gm12203	598	0.507
ENSMUSG00000081297	ENSMUST00000120089	Gm12209	596	0.507
ENSMUSG00000081298	ENSMUST00000117117	Gm14622	468	0.38
ENSMUSG00000081299	ENSMUST00000119404	Gm13603	83	0.374
ENSMUSG00000081300	ENSMUST00000121714	Gm14587	658	0.5
ENSMUSG00000081301	ENSMUST00000118377	Gm15951	400	0.45
ENSMUSG00000081302	ENSMUST00000119030	Gm12020	2042	0.445
ENSMUSG00000081303	ENSMUST00000121567	Gm16011	2662	0.566
ENSMUSG00000081304	ENSMUST00000117358	Gm11509	325	0.557
ENSMUSG00000081305	ENSMUST00000120003	Gm12879	1182	0.456
ENSMUSG00000081306	ENSMUST00000119635	Gm15266	255	0.412
