id	sym	matr3_yfp_1	matr3_yfp_2	matr3_yfp_3	matr3_f115c_1	matr3_f115c_2	matr3_f115c_3
ENSG00000225846	na	0	0	2	0	0	0
ENSG00000225850	na	0	0	3	1	1	3
ENSG00000225855	RUSC1-AS1	112	251	196	164	216	223
ENSG00000225857	na	3	3	4	3	1	1
ENSG00000225864	na	1	1	1	0	0	0
ENSG00000225867	na	0	0	0	2	0	0
ENSG00000225868	na	1	5	2	1	2	6
ENSG00000225871	na	0	1	0	0	0	0
ENSG00000225872	LINC01529	3	23	7	9	14	7
ENSG00000225873	LINC00694	0	0	2	0	0	0
ENSG00000225877	na	1	3	1	1	1	0
ENSG00000225880	LINC00115	55	58	74	46	69	68
ENSG00000225881	na	0	0	0	0	0	2
ENSG00000225882	LINC01456	0	1	0	0	3	0
ENSG00000225883	BMS1P11	0	0	0	1	0	1
ENSG00000225885	na	1	0	0	0	0	0
ENSG00000225886	na	196	463	346	277	386	423
ENSG00000225889	na	1	0	2	7	3	3
ENSG00000225891	na	4	4	9	2	7	4
ENSG00000225899	FRG2B	0	1	0	0	0	0
ENSG00000225905	na	0	0	0	1	1	1
ENSG00000225906	na	0	0	0	0	0	1
ENSG00000225907	RPS27P16	0	0	0	0	0	1
ENSG00000225914	na	30	78	60	43	52	63
ENSG00000225916	na	0	0	1	0	0	0
ENSG00000225920	RIMKLBP2	3	11	3	2	3	10
ENSG00000225921	NOL7	302	247	265	258	264	268
ENSG00000225928	CACYBPP1	2	0	0	0	0	0
ENSG00000225930	na	15	40	24	25	16	42
ENSG00000225931	na	1	1	2	0	3	7
ENSG00000225935	BANF1P5	0	1	0	0	0	0
ENSG00000225936	na	0	2	0	0	0	0
ENSG00000225937	PCA3	0	3	1	0	1	3
ENSG00000225938	na	3	0	2	0	0	0
ENSG00000225940	C5orf67	0	0	0	1	0	0
ENSG00000225945	na	2	4	3	5	4	3
ENSG00000225946	na	1	0	2	0	0	0
ENSG00000225948	na	0	0	0	3	0	0
ENSG00000225950	NTF4	0	12	7	5	2	7
ENSG00000225951	ODF2-AS1	0	1	2	1	2	1
ENSG00000225952	na	0	0	0	0	1	0
ENSG00000225953	SATB2-AS1	18	18	8	25	28	18
ENSG00000225956	na	0	0	1	0	0	0
ENSG00000225959	MTND4P3	1	1	3	2	0	0
ENSG00000225963	na	18	57	46	33	39	50
ENSG00000225964	NRIR	4	17	17	5	8	9
ENSG00000225968	ELFN1	56	80	118	48	38	50
ENSG00000225969	ABHD11-AS1	10	8	17	11	9	14
ENSG00000225972	MTND1P23	10	3	4	8	8	6
ENSG00000225973	PIGBOS1	288	208	220	216	252	202
ENSG00000225975	LINC01534	12	23	11	15	5	22
ENSG00000225978	HAR1A	48	52	39	42	55	36
ENSG00000225981	na	1	4	6	3	6	2
ENSG00000225982	na	1	0	0	0	0	0
ENSG00000225984	HMGB1P26	41	99	78	56	70	75
ENSG00000225992	TRGVA	0	0	0	0	2	0
ENSG00000225995	na	2	0	2	2	4	1
ENSG00000226002	GTF2IP14	8	6	12	13	14	8
ENSG00000226004	na	3	2	4	5	0	1
ENSG00000226007	na	20	21	13	6	10	14
ENSG00000226009	KCNIP2-AS1	2	3	11	2	4	3
ENSG00000226010	na	0	0	1	0	1	0
ENSG00000226011	OFD1P1Y	6	8	3	11	9	9
ENSG00000226015	CCT8P1	1	3	2	0	1	0
ENSG00000226017	PRICKLE2-AS3	1	0	0	1	1	0
ENSG00000226022	na	2	1	1	0	0	0
ENSG00000226023	CT47A6	0	0	0	0	1	0
ENSG00000226025	na	75	60	47	66	90	93
ENSG00000226026	na	12	6	3	7	4	11
ENSG00000226028	PFN1P12	0	0	1	0	0	0
ENSG00000226029	na	7	6	4	6	6	10
ENSG00000226031	FGF13-AS1	0	1	2	1	1	1
ENSG00000226032	na	0	0	0	1	0	0
ENSG00000226034	NANOGNBP1	1	0	0	0	0	0
ENSG00000226036	na	0	0	1	0	0	1
ENSG00000226043	na	0	0	0	0	1	1
ENSG00000226045	na	1	0	0	2	0	0
ENSG00000226048	YBX1P8	0	0	0	2	0	0
ENSG00000226049	TLK2P1	170	146	121	143	177	128
ENSG00000226051	ZNF503-AS1	1	0	0	1	0	1
ENSG00000226053	na	0	0	1	0	1	0
ENSG00000226054	MEMO1P1	26	13	18	18	17	21
ENSG00000226055	PAICSP1	26	23	37	27	25	20
ENSG00000226057	PHF2P2	104	209	151	172	209	173
ENSG00000226061	PCMTD1P1	0	0	0	1	0	0
ENSG00000226065	ZBTB45P2	0	0	0	0	1	0
ENSG00000226068	HNRNPA3P4	0	0	0	0	1	0
ENSG00000226074	PRSS44	0	0	3	0	1	0
ENSG00000226080	na	0	1	0	0	0	0
ENSG00000226081	USP12PX	2	3	2	4	3	1
ENSG00000226083	SLC39A12-AS1	0	0	0	0	0	2
ENSG00000226084	na	39	21	28	45	31	33
ENSG00000226085	UQCRFS1P1	33	27	36	29	24	25
ENSG00000226086	EIF3LP3	0	0	0	0	1	1
ENSG00000226087	na	8	4	1	2	6	4
ENSG00000226088	na	4	6	5	4	5	3
ENSG00000226089	na	0	0	0	1	0	0
ENSG00000226091	LINC00937	19	27	17	25	19	17
ENSG00000226097	na	0	1	1	1	0	1
ENSG00000226101	na	0	0	0	0	0	1
ENSG00000226102	SEPT7P3	0	1	0	0	0	1
ENSG00000226104	na	0	1	4	0	3	0
ENSG00000226107	na	3	3	6	3	2	2
ENSG00000226113	na	0	0	0	0	2	0
ENSG00000226115	na	1	0	0	0	0	0
ENSG00000226121	na	121	132	159	191	156	154
ENSG00000226124	FTCDNL1	57	50	53	46	42	45
ENSG00000226125	na	4	1	0	0	0	1
ENSG00000226128	RPL26P9	0	0	0	0	0	1
ENSG00000226137	BAIAP2-AS1	516	461	379	557	640	469
ENSG00000226138	na	0	1	0	2	0	0
ENSG00000226144	RPS27AP3	0	1	0	0	0	0
ENSG00000226145	KRT16P6	1	0	0	0	0	1
ENSG00000226148	SLC25A39P1	0	0	2	0	0	1
ENSG00000226149	na	0	3	1	0	1	2
ENSG00000226153	na	0	0	0	1	0	0
ENSG00000226155	na	1	2	1	0	1	4
ENSG00000226159	LINC01375	0	0	0	0	1	0
ENSG00000226161	EIF4A1P5	0	0	0	1	0	0
ENSG00000226167	AP4B1-AS1	10	11	12	9	10	21
ENSG00000226174	TEX22	34	57	43	36	49	31
ENSG00000226180	na	8	24	37	15	19	24
ENSG00000226186	TCEB1P21	0	3	0	2	1	1
ENSG00000226191	CLK3P2	1	11	5	5	3	3
ENSG00000226193	na	0	0	0	1	0	0
ENSG00000226200	SGMS1-AS1	16	24	18	21	32	17
ENSG00000226203	na	95	80	83	110	65	91
ENSG00000226206	na	0	0	0	1	0	0
ENSG00000226210	na	156	205	201	187	226	225
ENSG00000226216	RPS12P5	0	0	0	0	1	0
ENSG00000226220	CICP22	2	6	15	3	5	2
ENSG00000226221	RPL26P19	28	12	29	13	21	14
ENSG00000226222	na	0	1	0	0	0	0
ENSG00000226226	SLMO2P1	0	1	0	0	0	0
ENSG00000226229	RPLP0P1	0	0	1	0	1	1
ENSG00000226232	na	0	1	0	0	0	0
ENSG00000226235	LEMD1-AS1	0	4	1	0	2	2
ENSG00000226237	na	0	0	0	1	0	0
ENSG00000226239	na	5	3	3	2	6	2
ENSG00000226241	na	0	0	0	0	1	0
ENSG00000226245	ZNF32-AS1	4	4	6	2	7	6
ENSG00000226247	SUPT4H1P	2	4	2	1	1	4
ENSG00000226249	na	0	0	0	0	1	0
ENSG00000226250	LINC00408	7	5	3	9	3	6
ENSG00000226251	na	0	5	3	3	0	2
ENSG00000226252	na	0	1	0	0	1	0
ENSG00000226253	MRPL35P3	0	0	0	0	1	1
ENSG00000226258	GRM7-AS3	0	1	1	0	0	3
ENSG00000226259	GTF2H2B	6	3	0	2	0	5
ENSG00000226261	na	0	1	5	0	1	0
ENSG00000226263	ISM1-AS1	0	0	0	0	0	1
ENSG00000226266	na	7	4	8	8	14	10
ENSG00000226268	na	26	34	26	28	21	41
ENSG00000226276	na	0	0	1	1	2	0
ENSG00000226279	na	0	1	0	1	0	0
ENSG00000226284	ARPC3P1	0	0	0	1	1	0
ENSG00000226286	na	1	0	7	1	1	0
ENSG00000226287	TMEM191A	10	4	8	4	9	9
ENSG00000226288	OR52I2	0	0	0	0	1	4
ENSG00000226291	na	1	5	4	3	0	2
ENSG00000226298	RAD23BLP	0	0	1	0	0	1
ENSG00000226302	na	0	1	2	2	3	0
ENSG00000226306	NPY6R	1	1	0	1	1	3
ENSG00000226307	HNRNPDLP1	2	23	10	6	6	12
ENSG00000226308	na	1	1	0	0	1	0
ENSG00000226310	na	2	0	1	3	2	4
ENSG00000226312	CFLAR-AS1	2	7	7	7	7	9
ENSG00000226314	ZNF192P1	23	52	58	36	45	55
ENSG00000226317	LINC00351	0	0	0	0	1	0
ENSG00000226318	na	2	10	11	8	10	7
ENSG00000226321	CROCC2	2	3	4	2	3	3
ENSG00000226328	NUP50-AS1	187	164	140	153	176	185
ENSG00000226329	na	11	15	6	9	10	5
ENSG00000226330	na	1	2	0	1	1	1
ENSG00000226331	RPL23AP28	0	2	1	0	1	1
ENSG00000226332	na	29	41	54	40	31	34
ENSG00000226334	na	2	3	2	4	4	3
ENSG00000226340	na	1	1	2	1	1	1
ENSG00000226342	NMD3P1	0	0	0	1	0	1
ENSG00000226344	CST12P	0	0	2	0	0	0
ENSG00000226345	na	0	1	2	3	0	0
ENSG00000226348	VN2R10P	1	2	1	0	1	0
ENSG00000226349	na	0	0	0	1	0	0
ENSG00000226352	na	2	8	1	6	1	7
ENSG00000226355	na	0	0	0	0	1	0
ENSG00000226359	ACTG1P24	0	2	3	1	0	0
ENSG00000226360	RPL10AP6	24	20	26	17	31	20
ENSG00000226361	TERF1P5	20	9	13	31	11	8
ENSG00000226363	HAGLROS	0	0	0	0	2	4
ENSG00000226364	na	1	0	0	1	1	2
ENSG00000226367	ST7-AS2	0	3	0	5	2	2
ENSG00000226372	DCAF8L1	0	1	0	0	0	3
ENSG00000226374	na	1	0	0	0	0	0
ENSG00000226375	na	0	1	0	0	0	0
ENSG00000226377	na	0	1	2	4	0	0
ENSG00000226380	na	183	238	264	142	186	186
ENSG00000226383	na	0	2	2	0	4	3
ENSG00000226386	PARD3-AS1	3	2	2	10	9	5
ENSG00000226390	na	0	0	0	0	0	1
ENSG00000226394	na	0	0	0	0	0	1
ENSG00000226396	na	10	26	30	19	19	11
ENSG00000226413	OR8T1P	0	1	1	0	0	4
ENSG00000226415	TPI1P1	274	247	226	274	270	194
ENSG00000226416	MRPL23-AS1	4	7	10	7	17	8
ENSG00000226419	SLC16A1-AS1	127	197	191	185	171	157
ENSG00000226423	na	0	0	0	1	0	1
ENSG00000226429	na	0	0	1	0	0	0
ENSG00000226430	USP17L7	1	0	1	0	3	2
ENSG00000226432	na	6	6	5	1	3	2
ENSG00000226435	ANKRD18DP	0	1	0	0	0	2
ENSG00000226438	na	0	1	0	0	0	0
ENSG00000226440	na	0	1	2	0	2	2
ENSG00000226443	GAPDHP32	12	20	13	15	15	14
ENSG00000226445	na	20	9	4	12	7	10
ENSG00000226446	NOTCH2P1	0	1	0	0	0	1
ENSG00000226450	CYP2D8P	1	16	16	5	19	10
ENSG00000226453	na	1	3	1	3	2	0
ENSG00000226455	na	0	0	0	0	0	1
ENSG00000226457	na	0	0	1	0	3	1
ENSG00000226465	na	1	0	2	0	1	2
ENSG00000226468	na	0	0	0	1	0	0
ENSG00000226471	na	4	8	4	8	4	10
ENSG00000226472	na	12	23	8	5	13	8
ENSG00000226474	na	0	1	0	0	1	0
ENSG00000226476	na	18	18	35	18	23	24
ENSG00000226478	UPF3AP1	11	8	17	11	16	11
ENSG00000226479	TMEM185B	1078	1076	994	1117	1141	1058
ENSG00000226484	na	0	1	0	0	0	0
ENSG00000226491	FTOP1	0	0	0	1	0	0
ENSG00000226493	na	0	1	0	1	0	0
ENSG00000226496	LINC00323	0	0	2	1	1	1
ENSG00000226498	na	0	1	0	0	0	0
ENSG00000226499	na	2	1	2	1	0	2
ENSG00000226508	na	4	6	2	6	10	7
ENSG00000226510	UPK1A-AS1	47	39	29	33	51	42
ENSG00000226516	FAM138B	0	1	0	0	0	1
ENSG00000226520	KIRREL-IT1	0	1	1	0	3	1
ENSG00000226521	na	0	0	0	0	0	1
ENSG00000226522	na	0	0	2	4	4	2
ENSG00000226525	RPS7P10	3	1	4	5	3	3
ENSG00000226526	na	0	0	0	1	0	0
ENSG00000226527	na	2	0	0	0	0	1
ENSG00000226530	na	11	11	9	7	10	15
ENSG00000226539	na	3	0	0	2	0	0
ENSG00000226540	GAPDHP73	1	0	0	0	0	0
ENSG00000226544	RPL7P22	0	1	0	1	0	0
ENSG00000226545	na	0	0	0	0	0	1
ENSG00000226547	SSU72P1	0	1	0	0	0	0
ENSG00000226548	na	0	0	2	0	0	2
ENSG00000226549	SCDP1	0	1	1	1	0	0
ENSG00000226555	AGKP1	0	3	1	1	0	1
ENSG00000226556	NPM1P49	0	1	0	2	0	0
ENSG00000226562	CYP4F26P	3	3	2	1	5	1
ENSG00000226564	FTH1P20	221	171	155	118	174	147
ENSG00000226566	na	0	0	1	0	0	0
ENSG00000226570	na	0	0	0	0	1	0
ENSG00000226571	na	0	0	1	0	0	0
ENSG00000226578	na	0	0	0	0	1	0
ENSG00000226581	na	0	0	0	0	1	0
ENSG00000226592	na	1	2	0	0	0	2
ENSG00000226594	na	0	0	1	0	0	0
ENSG00000226597	IFNWP9	0	1	0	0	0	1
ENSG00000226604	PAPPA-AS2	0	2	1	0	0	0
ENSG00000226608	FTLP3	73	56	72	76	68	58
ENSG00000226609	na	1	5	1	1	2	2
ENSG00000226611	OFD1P2Y	0	0	1	4	2	4
ENSG00000226615	na	0	0	0	0	1	0
ENSG00000226617	RPL21P110	0	0	0	0	0	1
ENSG00000226619	na	0	1	2	1	0	0
ENSG00000226625	RBM17P1	0	1	0	1	0	0
ENSG00000226626	NOP56P2	0	1	0	0	0	0
ENSG00000226631	SLC9A3P3	0	2	0	0	0	1
ENSG00000226632	UBE2V1P1	1	1	0	0	1	1
ENSG00000226636	na	0	0	0	0	0	2
ENSG00000226637	na	4	4	10	1	13	11
ENSG00000226644	na	10	4	4	7	6	12
ENSG00000226645	na	0	1	1	0	3	3
ENSG00000226647	na	1	7	1	2	4	6
ENSG00000226648	PLCG1-AS1	2	9	7	3	5	3
ENSG00000226650	KIF4B	1	2	3	0	2	2
ENSG00000226652	PSMD10P2	0	3	2	2	3	1
ENSG00000226658	RPL23AP30	0	0	0	1	0	0
ENSG00000226661	na	0	0	0	0	1	0
ENSG00000226666	HSPA9P1	0	1	0	0	0	0
ENSG00000226669	na	0	1	1	0	2	0
ENSG00000226673	LINC01108	2	3	2	0	0	0
ENSG00000226674	TEX41	3	3	2	4	2	13
ENSG00000226675	na	0	1	1	0	0	2
ENSG00000226676	na	0	0	0	0	1	0
ENSG00000226677	IGBP1P1	0	0	0	0	0	1
ENSG00000226679	na	2	1	0	0	0	0
ENSG00000226686	LINC01535	11	16	16	23	27	27
ENSG00000226688	ENTPD1-AS1	167	178	180	194	169	165
ENSG00000226690	na	1	2	1	0	0	4
ENSG00000226693	NXNP1	0	0	0	0	1	1
ENSG00000226695	ANKRD20A10P	2	2	3	8	1	2
ENSG00000226696	LENG8-AS1	105	148	133	114	165	129
ENSG00000226699	na	0	4	0	3	2	4
ENSG00000226701	na	0	1	0	0	1	0
ENSG00000226702	MIR217HG	0	0	1	0	0	1
ENSG00000226705	SDCBPP1	0	0	0	1	0	0
ENSG00000226706	na	7	11	12	7	11	15
ENSG00000226708	na	1	0	1	4	5	1
ENSG00000226709	FGF12-AS3	0	2	0	1	1	0
ENSG00000226711	FAM66C	72	67	60	82	89	73
ENSG00000226723	na	9	3	14	14	4	4
ENSG00000226726	TMEM256P2	1	0	1	0	0	0
ENSG00000226734	SNRPGP12	0	1	0	0	0	0
ENSG00000226738	na	1049	1001	927	1027	971	1194
ENSG00000226742	HSBP1L1	586	671	625	603	646	611
ENSG00000226744	na	4	8	3	4	6	13
ENSG00000226746	SMCR5	0	0	2	2	5	2
ENSG00000226747	na	1	1	0	0	0	0
ENSG00000226751	na	2	0	0	4	3	1
ENSG00000226752	PSMD5-AS1	84	112	81	104	103	95
ENSG00000226754	na	15	21	24	12	3	15
ENSG00000226755	VPS25P1	0	0	0	0	0	1
ENSG00000226756	na	6	3	6	6	5	5
ENSG00000226758	DISC1-IT1	1	1	0	0	0	0
ENSG00000226761	TAS2R46	1	2	3	3	2	1
ENSG00000226763	SRRM5	11	20	34	8	17	15
ENSG00000226767	na	0	2	0	0	0	0
ENSG00000226774	na	2	4	2	1	0	2
ENSG00000226779	NAALADL2-AS2	1	0	0	0	0	0
ENSG00000226784	PGAM4	1	3	1	2	3	2
ENSG00000226789	na	0	0	1	0	0	0
ENSG00000226791	na	2	0	0	0	0	1
ENSG00000226792	LINC00371	1	0	0	0	2	0
ENSG00000226797	na	1	2	0	0	0	1
ENSG00000226798	na	0	1	5	1	1	0
ENSG00000226800	CACTIN-AS1	8	18	14	9	16	9
ENSG00000226801	OSTCP8	0	1	1	0	0	0
ENSG00000226803	na	30	58	67	31	47	51
ENSG00000226806	na	1	1	0	0	0	1
ENSG00000226807	MROH5	0	1	0	0	1	0
ENSG00000226813	na	1	1	1	0	2	1
ENSG00000226814	na	0	0	0	1	0	0
ENSG00000226816	na	1	2	1	2	0	1
ENSG00000226819	MEIS1-AS3	0	0	0	2	0	0
ENSG00000226823	na	25	45	40	28	34	33
ENSG00000226824	na	14	16	30	18	22	24
ENSG00000226828	na	1	1	0	0	0	2
ENSG00000226833	na	0	1	0	0	1	1
ENSG00000226835	na	1	2	1	3	2	0
ENSG00000226838	na	0	0	1	0	0	3
ENSG00000226839	MTND6P11	0	0	1	0	0	0
ENSG00000226845	EEF1GP3	1	2	0	0	2	0
ENSG00000226849	na	2	7	9	4	5	7
ENSG00000226851	na	0	1	0	2	0	1
ENSG00000226853	na	10	9	9	16	15	17
ENSG00000226855	na	0	0	0	0	1	0
ENSG00000226856	na	3	3	3	0	2	1
ENSG00000226859	na	3	0	2	1	15	3
ENSG00000226860	na	0	0	0	0	1	0
ENSG00000226862	na	2	1	0	0	0	1
ENSG00000226863	SHROOM2P1	2	2	1	0	2	1
ENSG00000226864	ATE1-AS1	47	44	77	66	46	49
ENSG00000226868	na	0	0	0	1	0	0
ENSG00000226869	LHFPL3-AS1	0	0	2	3	3	0
ENSG00000226872	na	0	0	1	0	1	0
ENSG00000226874	na	2	0	0	0	0	3
ENSG00000226876	na	0	1	1	0	0	2
ENSG00000226877	na	0	0	2	0	1	0
ENSG00000226878	GSTM3P2	1	0	0	0	0	0
ENSG00000226883	na	1	0	0	0	0	0
ENSG00000226886	na	0	1	0	0	0	0
ENSG00000226887	ERVMER34-1	0	0	4	1	2	1
ENSG00000226889	na	0	1	0	1	0	0
ENSG00000226890	na	1	0	0	0	0	0
ENSG00000226891	LINC01359	9	19	16	11	27	12
ENSG00000226897	na	0	1	0	0	1	0
ENSG00000226899	na	0	0	0	0	1	1
ENSG00000226900	na	1	2	0	0	2	2
ENSG00000226904	na	0	3	2	0	5	1
ENSG00000226908	HIST1H2BPS3	0	1	0	0	0	0
ENSG00000226912	ISCA2P1	0	1	0	0	0	0
ENSG00000226913	BSN-AS2	0	1	3	2	3	3
ENSG00000226917	LINC01276	0	1	0	0	0	1
ENSG00000226919	na	0	1	0	0	0	0
ENSG00000226921	LINC00454	1	0	2	0	0	0
ENSG00000226925	na	0	0	0	1	0	0
ENSG00000226926	PDZPH1P	0	1	2	0	1	0
ENSG00000226928	RPS14P4	0	0	0	0	1	1
ENSG00000226930	GTF2IP2	1	8	1	1	2	3
ENSG00000226933	NRBF2P2	1	0	0	0	0	0
ENSG00000226935	LINC00161	17	19	38	22	14	25
ENSG00000226937	CEP164P1	2	5	1	1	1	9
ENSG00000226939	na	0	0	3	0	0	0
ENSG00000226942	IL9RP3	3	18	21	7	9	12
ENSG00000226943	ALG1L5P	0	0	1	0	1	0
ENSG00000226944	na	1	0	0	0	0	1
ENSG00000226945	na	1	0	3	1	0	1
ENSG00000226947	na	0	0	1	0	0	0
ENSG00000226948	RPS4XP2	0	2	1	0	1	1
ENSG00000226950	DANCR	635	718	887	730	584	661
ENSG00000226952	na	0	2	1	0	3	0
ENSG00000226953	na	2	1	2	2	0	0
ENSG00000226954	na	12	11	12	6	10	9
ENSG00000226957	na	0	1	0	0	0	0
ENSG00000226958	na	18453	21896	38759	36275	35805	25334
ENSG00000226960	na	0	0	0	0	1	0
ENSG00000226963	na	0	0	0	0	3	0
ENSG00000226964	RHEBP2	2	4	2	3	5	3
ENSG00000226965	na	7	6	10	5	15	5
ENSG00000226970	na	0	1	0	0	0	0
ENSG00000226976	COX6A1P2	15	15	12	13	11	20
ENSG00000226977	HMGN1P24	0	0	3	0	0	0
ENSG00000226979	na	4	3	6	3	4	5
ENSG00000226981	ABHD17AP6	0	1	0	0	0	0
ENSG00000226982	CENPCP1	0	1	5	3	3	0
ENSG00000226984	na	0	0	1	0	0	0
ENSG00000226986	na	1	3	0	0	1	0
ENSG00000226990	na	0	0	0	1	0	0
ENSG00000226994	na	0	0	0	0	1	0
ENSG00000226995	LINC00658	0	0	0	1	0	0
ENSG00000227001	NBPF2P	1	2	3	4	5	6
ENSG00000227006	na	1	9	5	4	8	16
ENSG00000227008	na	0	0	1	0	0	0
ENSG00000227009	FUNDC2P4	2	0	0	2	0	2
ENSG00000227014	na	57	80	66	66	73	71
ENSG00000227016	na	0	0	0	1	0	0
ENSG00000227017	na	1	0	1	0	5	2
ENSG00000227028	SLC8A1-AS1	1	0	1	0	1	1
ENSG00000227036	LINC00511	166	176	194	154	173	159
ENSG00000227038	GTF2IP7	7	10	5	2	2	2
ENSG00000227039	ITGB2-AS1	13	35	24	16	38	23
ENSG00000227040	na	1	1	0	2	0	0
ENSG00000227042	na	0	0	1	0	0	1
ENSG00000227045	na	2	2	1	2	1	4
ENSG00000227050	na	0	1	3	0	0	0
ENSG00000227051	C14orf132	703	734	422	605	854	574
ENSG00000227053	na	3	2	3	5	4	3
ENSG00000227057	na	2046	2019	2386	2146	2010	1956
ENSG00000227060	LINC00629	4	3	0	4	0	4
ENSG00000227061	na	0	0	0	0	1	0
ENSG00000227066	na	0	0	0	0	1	0
ENSG00000227067	DPPA3P1	0	0	0	0	0	1
ENSG00000227070	na	2	2	2	8	9	1
ENSG00000227071	FOCAD-AS1	3	9	4	5	5	3
ENSG00000227073	SDHDP2	0	0	1	2	0	0
ENSG00000227076	na	3	4	2	6	9	2
ENSG00000227080	na	10	18	26	12	17	20
ENSG00000227081	na	240	188	232	211	206	179
ENSG00000227082	na	21	10	16	22	16	6
ENSG00000227083	na	0	2	1	0	0	0
ENSG00000227088	na	2	1	0	0	3	0
ENSG00000227091	na	0	1	3	1	0	0
ENSG00000227097	RPS28P7	38	40	43	37	37	37
ENSG00000227105	PARP1P1	1	0	1	0	1	0
ENSG00000227107	na	0	3	1	2	1	1
ENSG00000227110	LMCD1-AS1	4	2	7	6	5	9
ENSG00000227113	na	0	3	3	4	1	1
ENSG00000227114	na	0	0	0	0	0	1
ENSG00000227115	na	4	4	1	4	5	5
ENSG00000227117	HORMAD2-AS1	0	1	3	0	1	1
ENSG00000227120	na	1	0	0	0	0	0
ENSG00000227121	na	2	0	2	4	1	0
ENSG00000227123	RPL12P44	0	0	0	0	0	1
ENSG00000227124	ZNF717	66	72	62	77	89	84
ENSG00000227128	LBX1-AS1	0	0	0	0	1	0
ENSG00000227135	GCSAML-AS1	0	0	0	0	1	0
ENSG00000227138	na	0	0	1	0	0	0
ENSG00000227141	na	0	1	0	0	1	0
ENSG00000227145	IL21-AS1	15	10	2	17	13	11
ENSG00000227154	na	0	0	0	1	0	0
ENSG00000227155	na	0	0	1	0	2	5
ENSG00000227160	THEM7P	0	1	1	0	1	5
ENSG00000227161	na	0	0	1	2	0	1
ENSG00000227165	WDR11-AS1	0	1	0	1	9	0
ENSG00000227170	na	0	2	1	2	2	0
ENSG00000227172	na	4	3	2	4	0	2
ENSG00000227175	na	0	2	2	2	1	0
ENSG00000227176	na	2	7	6	3	6	2
ENSG00000227177	AIMP1P2	0	0	0	0	2	1
ENSG00000227179	PGCP1	0	0	5	1	2	0
ENSG00000227187	na	0	0	2	0	0	0
ENSG00000227188	MGAT3-AS1	0	0	0	0	0	1
ENSG00000227189	na	0	0	1	0	0	0
ENSG00000227191	TRGC2	0	0	0	3	0	0
ENSG00000227192	na	0	0	0	0	1	0
ENSG00000227195	MIR663AHG	107	156	141	121	137	107
ENSG00000227197	na	3	3	3	0	3	0
ENSG00000227199	ST7-AS1	116	115	79	121	146	112
ENSG00000227200	na	0	3	6	4	2	7
ENSG00000227201	CNN2P1	0	1	6	2	2	6
ENSG00000227203	SUB1P1	0	1	1	0	1	0
ENSG00000227204	RBMY2JP	1	0	1	0	0	1
ENSG00000227210	na	0	1	3	1	1	2
ENSG00000227212	PFN1P6	0	1	0	0	0	0
ENSG00000227214	na	18	23	24	26	30	24
ENSG00000227216	na	0	1	0	2	0	0
ENSG00000227218	na	0	2	7	4	3	1
ENSG00000227220	na	8	11	3	15	17	14
ENSG00000227227	na	0	0	2	2	1	1
ENSG00000227230	na	5	13	7	7	5	7
ENSG00000227232	WASH7P	68	112	108	100	102	107
ENSG00000227233	CICP17	0	1	0	0	0	0
ENSG00000227234	SPANXB1	2	3	3	0	1	0
ENSG00000227236	na	0	0	0	1	0	0
ENSG00000227237	na	0	0	0	1	0	1
ENSG00000227239	na	0	1	0	0	0	0
ENSG00000227242	NBPF13P	0	0	1	0	4	2
ENSG00000227248	FAM155A-IT1	0	1	4	2	1	1
ENSG00000227252	na	6	7	9	14	12	7
ENSG00000227253	na	1	1	4	1	0	5
ENSG00000227256	MIS18A-AS1	3	4	7	3	4	7
ENSG00000227257	na	0	0	1	0	0	0
ENSG00000227258	SMIM2-AS1	0	1	0	2	2	4
ENSG00000227262	na	0	2	1	1	2	5
ENSG00000227265	na	2	4	3	0	1	0
ENSG00000227267	na	2	0	0	3	4	4
ENSG00000227268	KLLN	0	0	0	0	1	0
ENSG00000227269	na	0	1	1	0	0	1
ENSG00000227278	na	0	1	0	0	0	1
ENSG00000227279	na	1	0	1	2	0	5
ENSG00000227288	na	3	3	2	1	5	4
ENSG00000227289	HSFY3P	3	2	3	1	2	2
ENSG00000227290	LINC01364	0	0	0	1	0	3
ENSG00000227292	na	2	13	15	4	4	4
ENSG00000227295	ELL2P1	6	4	9	16	17	11
ENSG00000227301	na	2	8	4	5	4	4
ENSG00000227303	na	0	0	1	1	0	1
ENSG00000227304	na	1	1	5	1	0	1
ENSG00000227308	na	2	2	0	2	1	1
ENSG00000227313	na	0	0	1	0	0	0
ENSG00000227318	na	0	1	0	0	0	0
ENSG00000227321	MTND4P15	7	0	9	3	6	0
ENSG00000227329	na	5	12	8	7	3	8
ENSG00000227331	na	9	4	11	3	2	8
ENSG00000227332	na	0	0	2	0	2	0
ENSG00000227342	LINC00307	0	0	1	1	0	3
ENSG00000227344	HAUS6P1	35	18	20	21	25	14
ENSG00000227345	PARG	394	364	303	387	377	349
ENSG00000227347	HNRNPKP2	3	0	0	3	2	0
ENSG00000227348	MTND5P25	0	0	1	0	0	0
ENSG00000227349	CEACAMP7	1	1	0	0	1	0
ENSG00000227351	NANOGP6	0	0	1	0	0	0
ENSG00000227354	RBM26-AS1	21	11	20	18	24	18
ENSG00000227355	na	0	2	1	0	1	2
ENSG00000227356	LINC00866	3	1	0	0	1	3
ENSG00000227359	na	5	10	10	5	10	1
ENSG00000227363	na	2	4	6	3	2	2
ENSG00000227368	na	0	1	0	0	0	0
