id	sym	WT_1	WT_2	WT_3	Cbfb_MYH11_1	Cbfb_MYH11_2	Cbfb_MYH11_3
ENSMUSG00000061559	Wdr61	2317	2199	1922	1991	2143	1976
ENSMUSG00000061561	Olfr373	0	0	0	0	1	0
ENSMUSG00000061576	Dpp6	0	0	0	4	0	2
ENSMUSG00000061577	Adgrg5	20	41	24	62	57	43
ENSMUSG00000061578	Ksr2	12	12	19	40	44	113
ENSMUSG00000061589	Dot1l	2893	2860	2305	3594	4166	3862
ENSMUSG00000061601	Pclo	0	0	0	0	1	0
ENSMUSG00000061603	Akap6	20	11	12	34	28	18
ENSMUSG00000061607	Mdc1	3371	3593	2852	4454	4942	4669
ENSMUSG00000061613	U2af1	5434	5253	4261	3854	4315	3689
ENSMUSG00000061615	Hist1h2ab	3	1	0	0	2	4
ENSMUSG00000061633	1700029P11Rik	1	2	1	0	0	1
ENSMUSG00000061650	Med9	822	795	677	864	888	917
ENSMUSG00000061665	Cd2ap	932	950	703	4132	4208	3545
ENSMUSG00000061666	Gdpd1	255	232	140	152	110	121
ENSMUSG00000061684	Rpl21-ps8	1	2	0	2	0	1
ENSMUSG00000061689	Dlgap4	1069	1401	1161	1110	1333	1187
ENSMUSG00000061702	Tmem91	11	6	9	12	7	3
ENSMUSG00000061723	Tnnt3	2	9	7	15	17	14
ENSMUSG00000061724	Gm2423	1	0	2	3	4	1
ENSMUSG00000061728	Btnl7-ps	4	5	4	13	20	25
ENSMUSG00000061731	Ext1	644	673	507	1506	1268	1283
ENSMUSG00000061740	Cyp2d22	12	24	11	16	16	14
ENSMUSG00000061742	Slc22a12	1	1	1	0	2	1
ENSMUSG00000061751	Kalrn	144	137	127	115	164	133
ENSMUSG00000061755	Bod1l	2714	3185	2567	4037	4881	4196
ENSMUSG00000061758	Akr1b10	493	490	442	818	989	992
ENSMUSG00000061759	Armt1	1811	1779	1459	1358	1563	1330
ENSMUSG00000061769	Klra6	17	16	11	1	9	3
ENSMUSG00000061778	Mospd2	1347	1626	1326	1352	1704	1265
ENSMUSG00000061780	Cfd	2	4	11	5	3	2
ENSMUSG00000061787	Rps17	26501	22262	18750	23149	21760	22268
ENSMUSG00000061802	Armc4	0	0	0	1	0	0
ENSMUSG00000061815	Rufy4	97	120	120	53	86	45
ENSMUSG00000061816	Myl1	0	1	0	0	1	0
ENSMUSG00000061825	Ces2c	0	0	0	0	1	1
ENSMUSG00000061833	Gm6311	4	3	4	3	1	6
ENSMUSG00000061838	Suclg2	2598	2367	2001	3015	3158	3084
ENSMUSG00000061848	Gm5805	33	12	15	18	17	24
ENSMUSG00000061852	Gm7582	10	13	12	5	17	8
ENSMUSG00000061859	Inadl	57	57	49	111	126	114
ENSMUSG00000061878	Sphk1	2465	2408	1541	774	611	507
ENSMUSG00000061882	Ccdc62	77	75	49	90	153	156
ENSMUSG00000061887	Ssbp3	2650	2649	2115	3592	3381	3691
ENSMUSG00000061894	Zscan20	136	116	94	289	265	332
ENSMUSG00000061898	Rbak	292	266	186	343	442	412
ENSMUSG00000061904	Slc25a3	12274	11603	9298	13198	13144	13217
ENSMUSG00000061947	Serpina10	2	0	2	0	0	0
ENSMUSG00000061950	Ppp4r1	3913	4584	3615	3368	3950	3239
ENSMUSG00000061969	Gm5581	0	1	0	0	1	0
ENSMUSG00000061979	Wbscr16	673	609	487	597	664	598
ENSMUSG00000061981	Flot2	10686	12781	10294	7765	10079	8263
ENSMUSG00000061983	Rps12	46170	38531	32771	36994	35540	36122
ENSMUSG00000061991	Hist1h2af	2	3	1	1	2	1
ENSMUSG00000062006	Rpl34	14640	12883	11038	14342	13380	14186
ENSMUSG00000062007	Hsh2d	475	590	429	324	391	312
ENSMUSG00000062012	Zfp13	2	3	8	2	1	4
ENSMUSG00000062014	Gmfb	5280	4927	4154	6843	7078	6787
ENSMUSG00000062017	Abca14	0	0	0	0	1	0
ENSMUSG00000062028	Irgc1	4	7	7	5	3	5
ENSMUSG00000062031	Athl1	862	921	734	670	898	718
ENSMUSG00000062040	Zfp27	191	178	166	262	250	216
ENSMUSG00000062044	Lmtk3	0	2	0	3	1	2
ENSMUSG00000062046	5730460C07Rik	67	59	41	80	59	73
ENSMUSG00000062054	Iah1	737	767	660	827	656	715
ENSMUSG00000062064	Slc2a7	0	0	0	3	7	5
ENSMUSG00000062070	Pgk1	18750	20718	17465	18538	18764	17730
ENSMUSG00000062073	Gm10109	1	2	0	4	2	3
ENSMUSG00000062074	Wisp3	1	3	1	0	0	4
ENSMUSG00000062075	Lmnb2	3035	3224	2499	2703	3200	2958
ENSMUSG00000062078	Qk	7484	7398	6457	9082	9734	9238
ENSMUSG00000062081	Gm6055	6	2	3	7	7	8
ENSMUSG00000062082	Cd200r4	35	48	33	1779	1307	1910
ENSMUSG00000062093	Gm10110	54	60	44	60	58	73
ENSMUSG00000062098	Btbd3	57	46	51	241	201	271
ENSMUSG00000062101	Zfp119b	232	163	173	195	189	190
ENSMUSG00000062110	Scfd2	878	821	671	826	820	799
ENSMUSG00000062115	Rai1	1220	1401	1033	2008	2200	2134
ENSMUSG00000062116	Zfp954	441	422	362	595	578	606
ENSMUSG00000062127	Cttnbp2nl	57	43	39	531	319	448
ENSMUSG00000062148	Ear6	1141	752	1782	1	0	0
ENSMUSG00000062151	Unc13c	0	0	0	4	1	0
ENSMUSG00000062154	Tex33	0	0	1	0	0	0
ENSMUSG00000062157	Ifnlr1	1203	1748	1166	197	477	100
ENSMUSG00000062168	Ppef1	2	1	1	5	5	5
ENSMUSG00000062169	Cnih4	1378	1388	1132	1340	1368	1300
ENSMUSG00000062170	Fmr1nb	0	0	1	0	6	0
ENSMUSG00000062175	Tgif2	339	299	196	335	331	355
ENSMUSG00000062184	Hs6st2	12	14	12	22	16	15
ENSMUSG00000062190	Lancl2	1760	1497	1292	2017	2000	2132
ENSMUSG00000062198	2700097O09Rik	267	317	222	236	307	296
ENSMUSG00000062202	Btbd9	1511	1425	1183	1509	1558	1434
ENSMUSG00000062203	Gspt1	7763	7718	6352	8140	8464	8176
ENSMUSG00000062210	Tnfaip8	5707	5662	5051	4723	5447	4800
ENSMUSG00000062232	Rapgef2	1224	1359	1172	1396	1562	1407
ENSMUSG00000062234	Gak	5916	6370	5377	6786	7529	7170
ENSMUSG00000062248	Cks2	6279	6105	5122	4234	4574	3955
ENSMUSG00000062257	Opcml	1	0	0	0	0	0
ENSMUSG00000062270	Morf4l1	15073	14584	12290	17544	17632	17985
ENSMUSG00000062275	Fbxw24	2	1	1	0	0	1
ENSMUSG00000062284	Gm6030	3	3	1	3	4	3
ENSMUSG00000062296	Trank1	1	0	0	0	0	0
ENSMUSG00000062300	Nectin2	84	49	60	200	130	150
ENSMUSG00000062309	Rpp25	1	0	3	0	1	0
ENSMUSG00000062310	Glrp1	29	43	29	72	107	90
ENSMUSG00000062312	Erbb2	15	25	13	60	27	55
ENSMUSG00000062328	Rpl17	36136	30555	25862	40904	35074	39645
ENSMUSG00000062345	Serpinb2	18	12	74	3	11	4
ENSMUSG00000062352	Itgb1bp1	1052	1062	875	1216	1101	1139
ENSMUSG00000062353	Gm15772	25	18	17	21	20	24
ENSMUSG00000062365	Gm4968	0	0	0	0	1	0
ENSMUSG00000062372	Otof	4	2	4	140	142	213
ENSMUSG00000062373	Tmem65	1012	930	784	860	732	692
ENSMUSG00000062376	Borcs7	340	297	233	445	470	453
ENSMUSG00000062380	Tubb3	23	31	18	78	72	64
ENSMUSG00000062382	Gm10116	62	76	52	163	147	173
ENSMUSG00000062391	4932435O22Rik	2	0	2	31	19	23
ENSMUSG00000062393	Dgkk	3	2	2	1	1	1
ENSMUSG00000062397	Zfp706	5499	4937	4189	6442	6783	6852
ENSMUSG00000062421	Arf2	1353	1247	1081	1866	1817	1790
ENSMUSG00000062432	Cyp26c1	0	1	0	2	3	2
ENSMUSG00000062438	Adam1b	0	1	0	1	0	0
ENSMUSG00000062444	Ap3b2	0	1	0	0	3	0
ENSMUSG00000062456	Rpl9-ps6	231	220	174	238	275	268
ENSMUSG00000062458	Gm8623	0	2	0	2	0	2
ENSMUSG00000062461	Gm5453	0	0	0	0	1	0
ENSMUSG00000062464	Cyp4f37	0	0	0	29	9	36
ENSMUSG00000062470	Fbxl12os	15	14	10	17	30	21
ENSMUSG00000062478	Ctrc	0	0	1	0	0	0
ENSMUSG00000062480	Acat3	7	3	3	3	6	4
ENSMUSG00000062488	Ifit3b	28	51	46	29	26	15
ENSMUSG00000062510	Nsl1	1524	1426	1201	1304	1507	1422
ENSMUSG00000062515	Fabp4	134	151	132	1231	479	1196
ENSMUSG00000062518	Zfp534	0	3	1	1	1	1
ENSMUSG00000062519	Zfp398	813	784	636	1120	1364	1162
ENSMUSG00000062524	Ncr1	122	153	119	8	13	12
ENSMUSG00000062526	Mppe1	3116	3729	3225	1273	1601	1206
ENSMUSG00000062542	Syt9	0	2	1	0	0	1
ENSMUSG00000062545	Tlr12	58	55	44	88	125	122
ENSMUSG00000062563	Cys1	0	0	0	4	1	8
ENSMUSG00000062580	Timm17a	1270	1335	1101	1494	1524	1556
ENSMUSG00000062582	Rpl30-ps8	0	1	0	0	1	0
ENSMUSG00000062585	Cnr2	2326	2616	2187	1877	1595	1680
ENSMUSG00000062588	Gm6104	13	12	12	14	17	4
ENSMUSG00000062590	Armc9	383	398	297	281	284	276
ENSMUSG00000062591	Tubb4a	7	3	4	14	24	27
ENSMUSG00000062593	Lilrb4a	2180	3566	3063	2289	4261	2354
ENSMUSG00000062604	Srpk2	4263	4688	3876	2093	2498	1880
ENSMUSG00000062609	Kcnj15	1	0	2	0	2	1
ENSMUSG00000062611	Rps3a2	248	206	163	320	285	277
ENSMUSG00000062619	2310039H08Rik	255	214	175	297	203	332
ENSMUSG00000062627	Mysm1	971	937	767	1358	1775	1730
ENSMUSG00000062638	Btnl1	0	0	0	2	2	1
ENSMUSG00000062646	Ganc	1029	977	830	1174	1315	1178
ENSMUSG00000062647	Rpl7a	49410	45208	37719	51689	48907	50760
ENSMUSG00000062661	Ncs1	89	78	68	504	351	512
ENSMUSG00000062683	Atp5g2	5691	5200	4139	5917	5616	5481
ENSMUSG00000062691	Cebpzos	412	414	336	342	323	288
ENSMUSG00000062704	9430002A10Rik	12	16	8	8	14	7
ENSMUSG00000062713	Sim2	9	1	4	10	6	8
ENSMUSG00000062727	Hist1h2bk	10	15	17	15	16	15
ENSMUSG00000062729	Ppox	1595	1855	1492	2328	3051	2805
ENSMUSG00000062742	Gm5239	0	0	1	1	0	0
ENSMUSG00000062743	Zfp677	205	211	176	259	298	291
ENSMUSG00000062753	AI413582	574	551	488	689	642	630
ENSMUSG00000062758	Gm16477	0	1	0	1	1	1
ENSMUSG00000062760	1810041L15Rik	0	0	0	1	1	0
ENSMUSG00000062761	Zfp512	917	876	826	1213	1235	1281
ENSMUSG00000062762	Ei24	2479	2385	2045	2722	2447	2514
ENSMUSG00000062785	Kcnc3	22	38	26	35	33	27
ENSMUSG00000062794	Zfp599	187	143	133	171	172	201
ENSMUSG00000062797	l7Rn6	359	403	319	411	393	418
ENSMUSG00000062822	4833420G17Rik	1329	1322	896	1888	2203	1737
ENSMUSG00000062825	Actg1	70469	80488	64802	56840	61145	55280
ENSMUSG00000062846	Gm14176	0	0	1	0	0	0
ENSMUSG00000062859	Tcp11	34	28	21	24	20	42
ENSMUSG00000062861	Zfp28	119	118	114	107	147	147
ENSMUSG00000062866	Phactr2	2864	3259	2889	1687	2508	1624
ENSMUSG00000062867	Impdh2	11088	10358	8266	9624	9446	9510
ENSMUSG00000062896	Rpl31-ps11	0	1	0	1	0	0
ENSMUSG00000062901	Klhl24	2410	2389	1958	3716	3960	3824
ENSMUSG00000062906	Hdac10	636	768	530	985	1084	1039
ENSMUSG00000062908	Acadm	1968	1951	1623	2352	2401	2387
ENSMUSG00000062929	Cfl2	408	422	315	432	570	508
ENSMUSG00000062931	Zfp938	55	53	50	79	98	99
ENSMUSG00000062933	Gm10123	106	132	109	154	183	163
ENSMUSG00000062937	Mtap	1072	1108	925	2078	1993	2134
ENSMUSG00000062939	Stat4	889	1105	900	351	500	341
ENSMUSG00000062944	9130023H24Rik	283	295	233	242	302	334
ENSMUSG00000062949	Atp11c	2783	2964	2535	2692	3111	2535
ENSMUSG00000062960	Kdr	60	26	32	165	151	201
ENSMUSG00000062963	Ufc1	2042	2013	1750	2133	2283	2087
ENSMUSG00000062980	Cped1	57	43	39	237	250	220
ENSMUSG00000062981	Mrpl42	2296	2265	1746	2209	2163	2071
ENSMUSG00000062991	Nrg1	306	239	196	1001	1295	1083
ENSMUSG00000062995	Ica1	2559	2622	2422	623	817	588
ENSMUSG00000062997	Rpl35	21186	18075	15648	21540	19558	20582
ENSMUSG00000063011	Msln	3	0	0	1	0	0
ENSMUSG00000063015	Ccni	12807	12186	10939	10551	10884	10141
ENSMUSG00000063018	2010204K13Rik	59	50	62	35	46	34
ENSMUSG00000063019	Manbal	704	649	540	995	863	923
ENSMUSG00000063021	Hist1h2ak	4	3	4	3	2	5
ENSMUSG00000063047	Zfp780b	313	330	238	476	523	505
ENSMUSG00000063049	Ing2	781	849	680	681	695	609
ENSMUSG00000063052	Lrrc40	1854	1609	1428	1819	1863	1793
ENSMUSG00000063060	Sox7	1	0	0	1	0	3
ENSMUSG00000063065	Mapk3	10639	13101	10298	5993	7063	5633
ENSMUSG00000063077	Kif1b	3511	3762	3536	3689	3697	3442
ENSMUSG00000063087	Gm10125	17	15	12	5	12	8
ENSMUSG00000063108	Zfp26	1347	1235	1014	1895	2216	1997
ENSMUSG00000063109	Dgkeos	1	1	1	3	1	0
ENSMUSG00000063133	Klk1b1	0	0	1	0	0	0
ENSMUSG00000063142	Kcnma1	0	0	0	0	1	0
ENSMUSG00000063145	Bbs5	52	55	52	65	74	57
ENSMUSG00000063146	Clip2	384	429	348	664	590	677
ENSMUSG00000063157	Csn2	0	0	0	0	1	0
ENSMUSG00000063160	Numbl	63	65	52	176	159	174
ENSMUSG00000063163	Speer2	0	2	0	0	0	6
ENSMUSG00000063171	Rps4l	438	533	409	283	327	209
ENSMUSG00000063172	Hspb11	104	111	85	190	186	191
ENSMUSG00000063177	Klk1b27	1	0	0	0	2	2
ENSMUSG00000063179	Pstk	189	218	203	319	332	347
ENSMUSG00000063193	Cd300lb	2814	4011	3286	4652	4815	4593
ENSMUSG00000063200	Nol7	2550	2348	2106	2265	2226	2199
ENSMUSG00000063229	Ldha	24516	26902	22042	27696	25744	26415
ENSMUSG00000063232	Serpina11	4	6	9	6	1	1
ENSMUSG00000063234	Gpr84	1111	1282	981	95	204	53
ENSMUSG00000063235	Ptpmt1	688	635	534	750	780	804
ENSMUSG00000063236	1110038F14Rik	621	591	512	578	548	582
ENSMUSG00000063239	Grm4	0	0	0	1	0	1
ENSMUSG00000063245	Gm13248	63	71	61	138	137	105
ENSMUSG00000063253	Scoc	1501	1252	1055	1276	1110	1300
ENSMUSG00000063268	Parp10	1155	1361	1119	1333	1939	1444
ENSMUSG00000063273	Naa15	5601	5564	4421	5976	6597	6064
ENSMUSG00000063275	Hacd1	715	619	553	543	505	478
ENSMUSG00000063281	Zfp35	2045	1859	1700	2092	2213	2074
ENSMUSG00000063286	Gm8995	5282	6239	4759	10737	18166	13518
ENSMUSG00000063296	Tmem117	0	0	1	0	0	0
ENSMUSG00000063297	Luzp2	2	0	0	0	0	0
ENSMUSG00000063314	Gm12657	1	1	0	1	0	0
ENSMUSG00000063316	Rpl27	15794	14053	11982	15050	12455	14579
ENSMUSG00000063317	Usp31	972	969	735	1034	1158	1048
ENSMUSG00000063320	1190007I07Rik	266	226	223	202	265	253
ENSMUSG00000063328	Gm9396	2	0	2	2	0	0
ENSMUSG00000063334	Krr1	2714	2732	2212	2371	2552	2516
ENSMUSG00000063354	Slc39a4	65	71	97	1160	819	1126
ENSMUSG00000063358	Mapk1	11830	11799	9814	12148	12494	11912
ENSMUSG00000063362	Alg11	591	497	405	747	759	728
ENSMUSG00000063364	3300002I08Rik	7	4	6	28	27	43
ENSMUSG00000063382	Bcl9l	258	255	195	611	749	823
ENSMUSG00000063383	Zfp947	104	77	72	131	162	178
ENSMUSG00000063388	BC023105	0	2	0	6	5	8
ENSMUSG00000063406	Tmed5	3923	3992	3647	4163	4290	4128
ENSMUSG00000063410	Stk24	9133	9185	7944	8120	8627	8069
ENSMUSG00000063412	Gm10131	57	67	47	77	76	70
ENSMUSG00000063415	Cyp26b1	0	1	4	0	3	0
ENSMUSG00000063430	Wscd2	3	6	6	12	12	12
ENSMUSG00000063434	Sorcs3	5	5	4	2	1	0
ENSMUSG00000063439	B9d2	790	707	611	980	996	1031
ENSMUSG00000063445	Nmral1	1684	1489	1034	1573	1343	1464
ENSMUSG00000063446	Plppr1	1	0	0	1	0	0
ENSMUSG00000063447	Ube2d2b	0	2	0	0	0	1
ENSMUSG00000063450	Syne2	1750	2367	1982	1828	4034	2307
ENSMUSG00000063455	D630045J12Rik	52	33	38	76	124	106
ENSMUSG00000063457	Rps15	28018	25514	20643	30613	28235	30723
ENSMUSG00000063458	1700112E06Rik	235	244	169	151	198	180
ENSMUSG00000063480	Nhp2l1	5382	5279	4182	4980	4969	4730
ENSMUSG00000063488	Zkscan7	48	36	31	80	67	104
ENSMUSG00000063506	Arhgap22	12	15	19	34	28	40
ENSMUSG00000063511	Snrnp70	7438	7567	5971	7881	9520	8508
ENSMUSG00000063522	2010109I03Rik	12	15	14	11	9	11
ENSMUSG00000063524	Eno1	32375	38536	31697	35562	35924	33071
ENSMUSG00000063529	Stmnd1	0	0	1	1	0	0
ENSMUSG00000063531	Sema3e	1	1	1	1	1	0
ENSMUSG00000063535	Zfp773	79	86	67	61	122	98
ENSMUSG00000063548	Gm4825	0	0	1	0	0	0
ENSMUSG00000063549	Olfr322	0	0	0	1	1	1
ENSMUSG00000063550	Nup98	3808	3988	3165	5080	5906	5173
ENSMUSG00000063556	Gm10132	12	14	2	10	14	7
ENSMUSG00000063558	Aox1	2	2	3	3	7	5
ENSMUSG00000063564	Col23a1	16	18	8	13	19	14
ENSMUSG00000063568	Jazf1	67	105	61	70	82	46
ENSMUSG00000063576	Klhdc3	3760	3812	2931	4292	4365	4198
ENSMUSG00000063582	Olfr666	0	0	0	0	1	0
ENSMUSG00000063594	Gng8	0	1	0	0	1	0
ENSMUSG00000063600	Egfem1	0	0	0	0	0	2
ENSMUSG00000063605	Ccdc102a	31	35	20	97	77	76
ENSMUSG00000063611	Gm10134	1	1	1	9	7	10
ENSMUSG00000063623	C230062I16Rik	7	9	4	14	15	14
ENSMUSG00000063628	Gm7665	2	2	1	1	1	0
ENSMUSG00000063646	Jakmip1	153	146	121	273	319	335
ENSMUSG00000063652	Slc22a21	29	29	24	47	62	46
ENSMUSG00000063656	Gm10135	0	1	2	0	0	0
ENSMUSG00000063659	Zbtb18	1999	1937	1447	3497	4245	3930
ENSMUSG00000063663	Brwd3	1226	1277	1118	1871	2116	1850
ENSMUSG00000063683	Glyat	1	0	3	0	1	0
ENSMUSG00000063684	Gm13910	10	9	7	12	12	14
ENSMUSG00000063687	Pcdhb5	0	1	1	2	1	2
ENSMUSG00000063689	Hist2h2ab	1	0	1	0	1	3
ENSMUSG00000063694	Cycs	5493	5752	4625	5159	5787	5082
ENSMUSG00000063696	Gm8730	3	4	1	2	2	2
ENSMUSG00000063698	Sfxn4	21	30	20	86	109	102
ENSMUSG00000063704	Mapk15	0	0	0	0	1	1
ENSMUSG00000063714	Sp3os	108	94	89	88	64	69
ENSMUSG00000063727	Tnfrsf11b	0	0	0	1	1	0
ENSMUSG00000063730	Hsd3b2	22	19	14	16	13	8
ENSMUSG00000063739	Gm4963	11	3	7	5	4	6
ENSMUSG00000063754	Gm10136	0	0	0	2	0	0
ENSMUSG00000063760	Rnf217	193	164	142	211	276	193
ENSMUSG00000063765	Chadl	4	3	2	1	2	1
ENSMUSG00000063767	S100a7a	13	15	6	0	2	0
ENSMUSG00000063779	Chil4	35	16	19	33	34	43
ENSMUSG00000063785	Utp14a	2558	2698	2079	2564	2672	2564
ENSMUSG00000063787	Chchd1	1351	1215	1045	1200	1239	1121
ENSMUSG00000063796	Slc22a8	4	2	7	1	3	1
ENSMUSG00000063800	Prpf38a	2131	2118	1793	1820	1986	1750
ENSMUSG00000063801	Ap3s2	1691	1619	1248	2100	2093	2144
ENSMUSG00000063802	Hspbp1	1279	1211	903	1282	1266	1320
ENSMUSG00000063804	Lin28b	0	1	0	0	1	0
ENSMUSG00000063808	Gpatch1	690	659	593	818	910	911
ENSMUSG00000063810	Alms1	930	866	731	1137	1420	1230
ENSMUSG00000063820	Arl9	5	8	8	7	16	10
ENSMUSG00000063838	Cdc42ep5	5	2	3	9	7	10
ENSMUSG00000063849	Ppcdc	310	369	309	349	506	378
ENSMUSG00000063856	Gpx1	34902	35502	28609	41240	39463	41883
ENSMUSG00000063870	Chd4	17016	17702	15072	19087	21724	20834
ENSMUSG00000063873	Slc24a3	34	42	35	99	66	98
ENSMUSG00000063875	Rps6-ps1	9	4	1	5	7	10
ENSMUSG00000063882	Uqcrh	6062	5767	4894	6519	6315	6237
ENSMUSG00000063884	Ptcd3	3265	3301	2808	2826	3168	2962
ENSMUSG00000063885	Gm6498	1	4	3	0	2	2
ENSMUSG00000063888	Rpl7l1	5119	5153	4246	5184	5139	5294
ENSMUSG00000063889	Crem	208	255	169	380	274	416
ENSMUSG00000063894	Zkscan8	741	666	525	1120	1260	1289
ENSMUSG00000063895	Nupl1	3344	3467	2891	3064	3466	3041
ENSMUSG00000063902	Gm7964	5	7	4	12	15	19
ENSMUSG00000063903	Klk1	7	2	2	8	13	8
ENSMUSG00000063904	4930533O14Rik	3684	4130	3305	4112	4131	3950
ENSMUSG00000063931	Pepd	753	739	610	1649	1453	1579
ENSMUSG00000063932	Poteg	0	1	0	0	0	0
ENSMUSG00000063952	Brpf3	1828	1828	1520	1913	2471	2060
ENSMUSG00000063953	Amd2	22	231	14	188	225	26
ENSMUSG00000063954	Hist2h2aa2	1	4	3	6	4	1
ENSMUSG00000063972	Nr6a1	66	42	38	38	69	70
ENSMUSG00000063975	Slco1a5	0	0	0	1	0	1
ENSMUSG00000064016	Gm648	0	0	3	2	0	0
ENSMUSG00000064023	Klk8	84	66	54	93	86	104
ENSMUSG00000064030	Pym1	1161	1200	979	1049	1214	1020
ENSMUSG00000064032	Gm10143	8	6	2	3	6	2
ENSMUSG00000064037	Gpn1	974	967	778	946	1127	1006
ENSMUSG00000064039	Ccr1l1	4	2	5	19	13	10
ENSMUSG00000064043	Trerf1	763	717	647	878	931	933
ENSMUSG00000064057	Scgb3a1	2	1	0	2	3	0
ENSMUSG00000064061	Dzip3	874	893	719	1007	1264	1082
ENSMUSG00000064065	Ipcef1	4182	5188	4287	808	1608	590
ENSMUSG00000064068	Mtx1	1284	1267	983	1285	1368	1304
ENSMUSG00000064080	Fbln2	0	3	2	6	5	8
ENSMUSG00000064090	Vrk2	1196	1060	1004	1508	1559	1473
ENSMUSG00000064105	Cnnm2	558	523	442	362	342	363
ENSMUSG00000064109	Hcst	726	814	698	202	217	168
ENSMUSG00000064120	Mocs1	2531	2851	2412	2887	2929	2779
ENSMUSG00000064125	Prr36	11	14	14	27	31	25
ENSMUSG00000064127	Med14	4364	4200	3576	6848	7021	6400
ENSMUSG00000064128	Cenpj	1366	1667	1331	932	1223	923
ENSMUSG00000064138	Fam172a	2145	1926	1735	2273	2345	2203
ENSMUSG00000064140	Trim38	3	2	0	1	1	1
ENSMUSG00000064141	Zfp69	45	28	32	57	63	61
ENSMUSG00000064145	Arih2	2374	2354	2033	2652	2896	2513
ENSMUSG00000064147	Rab44	6831	8362	7340	6707	9853	7536
ENSMUSG00000064158	Izumo1	4	3	3	4	2	6
ENSMUSG00000064168	Hist1h2bh	7	17	11	11	11	8
ENSMUSG00000064177	Ghrl	2	4	2	1	4	2
ENSMUSG00000064179	Tnnt1	502	625	481	174	172	185
ENSMUSG00000064181	Rab3ip	289	302	221	299	427	357
ENSMUSG00000064193	Gm4735	5	11	3	1	3	3
ENSMUSG00000064194	Zfp936	1	0	0	0	0	0
ENSMUSG00000064202	4430402I18Rik	1	2	3	2	2	1
ENSMUSG00000064208	Gm10145	18	12	12	13	15	13
ENSMUSG00000064210	Ano6	4068	4224	3740	5044	4837	4349
ENSMUSG00000064215	Ifi27	1400	1804	1278	1057	1174	908
ENSMUSG00000064225	Paqr9	1727	1742	1300	3079	2616	2756
ENSMUSG00000064246	Chil1	16977	23997	18109	2362	6154	992
ENSMUSG00000064247	Plcxd1	4	0	1	5	17	8
ENSMUSG00000064254	Ethe1	3490	3841	2951	2267	2415	1996
ENSMUSG00000064262	Gimap8	115	194	134	154	256	198
ENSMUSG00000064263	Platr26	0	0	0	1	0	0
ENSMUSG00000064264	Zfp428	38	27	22	33	33	44
ENSMUSG00000064267	Hvcn1	11131	13467	10494	2262	3158	1793
ENSMUSG00000064280	Ccdc146	2	3	5	1	1	1
ENSMUSG00000064281	Rpl19-ps1	0	7	3	6	3	3
ENSMUSG00000064284	Cdpf1	389	378	329	340	339	389
ENSMUSG00000064288	Hist1h4k	5	4	7	6	5	7
ENSMUSG00000064289	Tank	3104	3411	2874	2295	2874	2151
ENSMUSG00000064294	Aox3	1	1	2	10	9	10
ENSMUSG00000064302	Clasp1	3669	4024	3107	5163	5691	5291
ENSMUSG00000064307	Lrrc51	16	18	13	24	13	12
ENSMUSG00000064317	Gm10146	19	31	8	27	45	54
ENSMUSG00000064326	Siva1	1411	1303	1073	1145	1131	1069
ENSMUSG00000064330	Pde6h	59	45	43	8	11	19
ENSMUSG00000064337	mt-Rnr1	10391	10015	7380	7838	7654	7677
ENSMUSG00000064339	mt-Rnr2	16193	17312	13116	9417	10486	10289
ENSMUSG00000064340	mt-Tl1	10	10	12	21	14	19
ENSMUSG00000064341	mt-Nd1	80096	73381	63408	92193	86414	82777
ENSMUSG00000064342	mt-Ti	4	9	5	5	8	4
ENSMUSG00000064343	mt-Tq	4	3	2	0	2	3
ENSMUSG00000064344	mt-Tm	11	7	0	5	11	10
ENSMUSG00000064345	mt-Nd2	40920	41111	34877	55579	51123	50155
ENSMUSG00000064346	mt-Tw	50	60	44	36	47	55
ENSMUSG00000064348	mt-Tn	1	0	0	0	1	0
ENSMUSG00000064349	mt-Tc	0	0	2	0	0	1
ENSMUSG00000064351	mt-Co1	287339	289329	245671	357209	334258	314196
ENSMUSG00000064354	mt-Co2	51	37	764	38	32	38
ENSMUSG00000064356	mt-Atp8	30037	27872	25052	37778	34895	30791
ENSMUSG00000064357	mt-Atp6	1087	1018	956	1576	1589	1478
ENSMUSG00000064358	mt-Co3	29	296	17	25	18	82
ENSMUSG00000064359	mt-Tg	1	3	0	0	0	1
ENSMUSG00000064360	mt-Nd3	141	123	81	125	105	80
ENSMUSG00000064361	mt-Tr	1	1	0	2	1	3
ENSMUSG00000064363	mt-Nd4	38255	40822	34831	48241	45000	43153
ENSMUSG00000064366	mt-Tl2	0	0	0	0	0	1
ENSMUSG00000064367	mt-Nd5	53133	51372	45561	87852	83724	79871
ENSMUSG00000064368	mt-Nd6	180	181	149	159	274	186
ENSMUSG00000064370	mt-Cytb	101229	105716	88531	123338	117277	109103
ENSMUSG00000064371	mt-Tt	13	10	17	36	11	13
ENSMUSG00000064372	mt-Tp	9	16	8	6	8	5
ENSMUSG00000064373	Sepp1	5571	5688	4257	32465	16239	27227
ENSMUSG00000064380	Gm26448	2	4	8	7	11	4
ENSMUSG00000064387	Snora73a	2	6	3	5	2	3
ENSMUSG00000064389	Gm26446	1	3	1	0	1	2
ENSMUSG00000064390	Rnu73b	12	11	4	15	27	18
ENSMUSG00000064398	Gm23628	0	2	0	1	2	2
ENSMUSG00000064409	n-R5s40	2	1	1	0	1	1
