id	sym	WT_aTreg_1	WT_aTreg_2	WT_aTreg_3	WT_rTreg_1	WT_rTreg_2
ENSMUSG00000058126	Tpm3-rs7	18	15	4	2	3
ENSMUSG00000058135	Gstm1	36	31	13	29	24
ENSMUSG00000058145	Adamts17	10	28	4	10	5
ENSMUSG00000058153	Sez6l	1	2	0	0	0
ENSMUSG00000058159	T2	1	0	4	1	0
ENSMUSG00000058163	Gm5431	26	13	13	4	8
ENSMUSG00000058173	Smco4	311	359	976	21	24
ENSMUSG00000058174	Gm5148	6	2	31	16	4
ENSMUSG00000058186	Gm13242	0	2	0	0	2
ENSMUSG00000058192	Zfp846	240	229	243	261	211
ENSMUSG00000058216	BC021614	711	678	930	734	534
ENSMUSG00000058230	Arhgap35	973	1061	957	140	319
ENSMUSG00000058239	Usf2	2161	2330	1751	197	164
ENSMUSG00000058240	Cryzl1	329	339	480	659	415
ENSMUSG00000058246	Gm10037	0	1	2	0	0
ENSMUSG00000058248	Kcnh1	0	1	0	0	0
ENSMUSG00000058254	Tspan7	2	3	0	0	1
ENSMUSG00000058258	Idi1	1158	1391	751	1177	872
ENSMUSG00000058260	Serpina9	1	0	51	0	0
ENSMUSG00000058267	Mrps14	1190	1094	803	2130	1094
ENSMUSG00000058281	Gm10038	0	0	2	0	0
ENSMUSG00000058287	Gm12253	2	0	0	0	0
ENSMUSG00000058290	Espl1	208	57	231	5	48
ENSMUSG00000058291	Zfp68	1418	1443	1456	1796	1585
ENSMUSG00000058297	Spock2	110	55	3158	5	6
ENSMUSG00000058298	Mcm9	916	768	744	424	603
ENSMUSG00000058301	Upf1	3461	3210	3248	636	2659
ENSMUSG00000058317	Ube2e2	24	27	7	53	29
ENSMUSG00000058318	Phf21a	2448	2593	2621	531	623
ENSMUSG00000058325	Dock1	2	3	0	3	2
ENSMUSG00000058331	Zfp85	299	317	281	305	206
ENSMUSG00000058351	Smim4	306	285	116	307	234
ENSMUSG00000058355	Abce1	5573	5787	3999	2605	3092
ENSMUSG00000058357	Gm6612	1	0	0	3	3
ENSMUSG00000058360	Gm10040	40	37	42	36	23
ENSMUSG00000058385	Hist1h2bg	5	1	4	9	3
ENSMUSG00000058388	Phtf1	1463	1357	1888	1011	1146
ENSMUSG00000058392	Rrp1b	1454	1239	1347	966	1306
ENSMUSG00000058396	Gpr182	19	14	24	1	6
ENSMUSG00000058398	Prss43	0	0	0	1	0
ENSMUSG00000058402	Zfp420	243	275	272	311	255
ENSMUSG00000058407	Txndc9	1745	1732	1491	1599	1468
ENSMUSG00000058420	Syt17	3	0	4	2	0
ENSMUSG00000058427	Cxcl2	0	0	26	1	1
ENSMUSG00000058435	Btnl4	0	0	11	0	0
ENSMUSG00000058440	Nrf1	1783	1881	1892	1701	2017
ENSMUSG00000058441	Panx2	2	0	3	0	1
ENSMUSG00000058443	Rpl10-ps3	3	3	3	8	9
ENSMUSG00000058444	Map2k5	747	736	752	855	933
ENSMUSG00000058446	Znrf2	9140	10620	6863	2542	3283
ENSMUSG00000058454	Dhcr7	1405	1430	1119	443	752
ENSMUSG00000058470	Gm8369	2778	1935	1610	4466	2666
ENSMUSG00000058486	Wdr91	699	646	799	377	392
ENSMUSG00000058488	Kl	0	0	1	1	1
ENSMUSG00000058498	Rnf207	1	0	0	0	1
ENSMUSG00000058503	Fam133b	973	908	858	404	296
ENSMUSG00000058537	AW822073	0	0	0	1	0
ENSMUSG00000058542	Gm15590	3	4	1	2	0
ENSMUSG00000058546	Rpl23a	4455	4593	2206	265	160
ENSMUSG00000058558	Rpl5	55214	64876	26665	7212	4596
ENSMUSG00000058567	Gm2531	1	0	1	6	17
ENSMUSG00000058569	Tmed9	3922	4055	3304	1528	1898
ENSMUSG00000058579	Cela2a	0	0	1	2	0
ENSMUSG00000058581	Gm5801	0	0	0	1	0
ENSMUSG00000058586	Serhl	109	66	193	114	137
ENSMUSG00000058587	Tmod3	6192	6776	4153	3583	3538
ENSMUSG00000058589	Anks1b	2	0	0	0	0
ENSMUSG00000058594	Fbxo18	1279	1312	1823	654	1224
ENSMUSG00000058600	Rpl30	35555	40033	19997	4892	2233
ENSMUSG00000058603	Rpl28-ps1	7	7	1	9	2
ENSMUSG00000058607	Rpl31-ps20	0	1	0	0	0
ENSMUSG00000058613	Cyp2d41-ps	1	1	0	0	0
ENSMUSG00000058620	Adra2b	0	0	0	1	1
ENSMUSG00000058622	Gm5265	0	0	0	1	0
ENSMUSG00000058624	Gda	5	4	8	1	0
ENSMUSG00000058625	Gm17383	0	1	2	2	2
ENSMUSG00000058626	Capn11	1	20	6	1	2
ENSMUSG00000058638	Zfp110	1818	2067	1817	1861	1785
ENSMUSG00000058655	Eif4b	16001	17180	14945	2111	2804
ENSMUSG00000058656	Samd12	0	1	0	0	0
ENSMUSG00000058665	En1	1	0	0	0	0
ENSMUSG00000058672	Tubb2a	244	586	94	556	345
ENSMUSG00000058690	Ccser2	2636	3160	3694	1350	1462
ENSMUSG00000058700	Rpl21-ps12	5	4	4	0	0
ENSMUSG00000058704	Memo1	1282	1033	925	1690	1267
ENSMUSG00000058706	0610030E20Rik	1702	1757	1576	754	736
ENSMUSG00000058709	Egln2	1322	1379	1204	1100	1589
ENSMUSG00000058715	Fcer1g	6	1	9	4	6
ENSMUSG00000058729	Lin9	513	536	601	317	296
ENSMUSG00000058740	Kcnt1	0	0	5	0	0
ENSMUSG00000058741	Prr19	0	1	1	0	0
ENSMUSG00000058743	Kcnj14	0	0	3	0	2
ENSMUSG00000058748	Zfp958	461	533	452	797	443
ENSMUSG00000058755	Osm	1031	822	584	772	962
ENSMUSG00000058756	Thra	401	576	298	136	131
ENSMUSG00000058761	Rnf169	1489	1399	1467	215	315
ENSMUSG00000058773	Hist1h1b	2	6	3	4	7
ENSMUSG00000058793	Cds2	7279	6941	8187	1143	1797
ENSMUSG00000058794	Nfe2	1	5	9	16	8
ENSMUSG00000058799	Nap1l1	7174	7807	8277	1201	982
ENSMUSG00000058809	Hspd1-ps3	1	1	1	2	0
ENSMUSG00000058812	0610039K10Rik	3	3	10	2	2
ENSMUSG00000058818	Pirb	1	2	9	7	7
ENSMUSG00000058831	Opn1sw	0	0	1	7	3
ENSMUSG00000058833	2810428I15Rik	643	491	413	582	389
ENSMUSG00000058835	Abi1	6178	5995	6170	4307	2956
ENSMUSG00000058838	Rps27a-ps2	2	1	3	1	1
ENSMUSG00000058881	Zfp516	118	86	72	7	23
ENSMUSG00000058886	Deaf1	789	772	638	759	724
ENSMUSG00000058897	Col25a1	0	0	2	3	0
ENSMUSG00000058900	Rsl1	372	379	382	316	247
ENSMUSG00000058905	Gm10051	8	2	1	2	6
ENSMUSG00000058914	C1qtnf3	2	1	0	3	0
ENSMUSG00000058922	Gm10052	0	0	3	0	0
ENSMUSG00000058927	Gm10053	0	1	0	1	0
ENSMUSG00000058935	1700018C11Rik	1	2	0	0	0
ENSMUSG00000058952	Cfi	0	0	0	4	0
ENSMUSG00000058966	Fam57b	0	1	0	0	0
ENSMUSG00000058975	Kcnc1	19	119	1	2	2
ENSMUSG00000058979	Cecr5	1838	1690	1940	2084	2328
ENSMUSG00000058997	Vwa8	943	767	1219	225	597
ENSMUSG00000059003	Grin2a	0	1	0	0	0
ENSMUSG00000059005	Hnrnpa3	22573	23404	17295	2541	1660
ENSMUSG00000059013	Sh2d3c	3095	3814	2850	1645	2546
ENSMUSG00000059022	Kcp	0	0	1	0	2
ENSMUSG00000059027	9630013D21Rik	6	2	36	8	7
ENSMUSG00000059033	Rpl18a-ps1	1	3	1	35	5
ENSMUSG00000059040	Eno1b	2	1	1	22	15
ENSMUSG00000059042	Klk1b9	0	0	13	0	0
ENSMUSG00000059058	Tma7-ps	1	0	1	0	1
ENSMUSG00000059060	Rad51b	11	3	12	3	2
ENSMUSG00000059064	Gm10059	0	2	0	1	0
ENSMUSG00000059070	Rpl18	30156	29471	14352	5987	3494
ENSMUSG00000059077	Pth	1	0	0	0	0
ENSMUSG00000059089	Fcgr4	0	0	4	0	0
ENSMUSG00000059108	Ifitm6	0	1	1	0	1
ENSMUSG00000059114	Lrrc74a	0	0	1	0	0
ENSMUSG00000059119	Nap1l4	6563	6757	5022	5159	5374
ENSMUSG00000059142	Zfp945	638	509	774	859	602
ENSMUSG00000059146	Ntrk3	598	801	155	243	308
ENSMUSG00000059149	Mfsd4a	2283	1851	2012	116	595
ENSMUSG00000059150	Rpl26-ps4	1	2	1	1	0
ENSMUSG00000059159	Gm8129	4	7	3	6	10
ENSMUSG00000059173	Pde1a	1	0	0	0	0
ENSMUSG00000059179	Gm8991	1	3	0	0	0
ENSMUSG00000059182	Skap2	339	323	530	282	280
ENSMUSG00000059183	Mtfmt	338	344	476	379	351
ENSMUSG00000059195	Gm12715	2	5	2	0	0
ENSMUSG00000059208	Hnrnpm	11565	11775	9455	5809	5717
ENSMUSG00000059213	Ddn	1	1	0	0	1
ENSMUSG00000059229	Gm6802	1	0	0	0	0
ENSMUSG00000059237	Ppp1r2-ps4	1	2	1	0	0
ENSMUSG00000059246	Foxb1	0	0	1	0	0
ENSMUSG00000059248	Sept9	14719	13789	14565	2215	5126
ENSMUSG00000059252	Tpt1-ps5	8	11	5	0	0
ENSMUSG00000059263	Usp47	4594	4550	4029	1394	3177
ENSMUSG00000059273	Zc3h4	4532	4699	4132	215	428
ENSMUSG00000059277	R74862	49	33	45	114	74
ENSMUSG00000059278	Naa38	352	302	240	268	127
ENSMUSG00000059288	Cdyl	602	580	603	232	315
ENSMUSG00000059291	Rpl11	29037	28741	16103	3512	1785
ENSMUSG00000059305	Vpreb1	8	20	10	21	3
ENSMUSG00000059316	Slc27a4	828	825	564	140	399
ENSMUSG00000059323	Tonsl	3205	3067	3016	5330	3731
ENSMUSG00000059325	Hopx	866	354	1675	2348	1033
ENSMUSG00000059326	Csf2ra	20	24	64	22	27
ENSMUSG00000059327	Eda	0	1	2	0	0
ENSMUSG00000059334	Zfp36l3	2	1	0	0	1
ENSMUSG00000059336	Slc14a1	1511	1191	1862	1082	1065
ENSMUSG00000059355	Wdr83os	748	665	577	586	305
ENSMUSG00000059363	Fxn	195	211	181	301	217
ENSMUSG00000059395	Nkapl	2	1	1	2	2
ENSMUSG00000059401	Mamld1	1	0	0	0	0
ENSMUSG00000059406	Tmprss9	1	1	0	4	2
ENSMUSG00000059409	Ppp2r5d	2041	1811	2269	1537	1850
ENSMUSG00000059412	Fxyd2	9	0	2	3	0
ENSMUSG00000059422	Gm8116	71	0	0	96	79
ENSMUSG00000059423	Zfp933	332	307	383	135	113
ENSMUSG00000059430	Actg2	21	12	970	47	3
ENSMUSG00000059434	Gckr	1	1	0	0	0
ENSMUSG00000059436	Max	3724	3524	2908	281	625
ENSMUSG00000059439	Bcas3	735	918	910	598	806
ENSMUSG00000059447	Hadhb	3556	3480	2989	3789	3692
ENSMUSG00000059456	Ptk2b	7303	8311	8526	2550	4219
ENSMUSG00000059461	Gm7331	11	15	7	4	0
ENSMUSG00000059474	Mbtd1	1936	1869	2010	482	745
ENSMUSG00000059475	Zfp426	997	961	1136	604	607
ENSMUSG00000059479	B3gnt8	19	15	12	3	6
ENSMUSG00000059482	2610301B20Rik	152	187	283	202	128
ENSMUSG00000059486	Kbtbd2	3019	3477	2316	2297	2758
ENSMUSG00000059493	Nhs	0	0	1	0	0
ENSMUSG00000059495	Arhgef12	615	596	2336	163	219
ENSMUSG00000059498	Fcgr3	59	64	7	15	16
ENSMUSG00000059511	Gm20563	0	0	0	0	1
ENSMUSG00000059518	Znhit1	277	238	267	189	140
ENSMUSG00000059534	Uqcr10	1153	891	868	1438	811
ENSMUSG00000059540	Tcea2	82	55	130	184	267
ENSMUSG00000059552	Trp53	4507	4393	3513	3801	2657
ENSMUSG00000059554	Ccdc28a	276	297	340	377	286
ENSMUSG00000059555	Tor4a	3266	3330	4194	1612	3197
ENSMUSG00000059562	Ccdc154	2	2	0	2	0
ENSMUSG00000059565	Gm5292	2	0	0	0	0
ENSMUSG00000059571	Gm16218	0	0	0	1	2
ENSMUSG00000059586	Nsmce2	560	499	513	943	557
ENSMUSG00000059588	Calcrl	1249	1573	811	460	568
ENSMUSG00000059602	Syn3	9	5	4	2	0
ENSMUSG00000059625	Sohlh1	0	0	4	0	1
ENSMUSG00000059631	1500035N22Rik	1	1	0	1	2
ENSMUSG00000059654	Reg1	0	0	0	3	0
ENSMUSG00000059658	Gm16379	1	1	0	1	0
ENSMUSG00000059659	Gm10069	1	5	3	9	2
ENSMUSG00000059669	Taf1b	972	1101	1446	1132	865
ENSMUSG00000059674	Cdh24	177	147	125	34	58
ENSMUSG00000059689	Zfp637	240	283	203	613	396
ENSMUSG00000059706	A830035A12Rik	0	0	1	2	0
ENSMUSG00000059708	Akap17b	276	355	161	75	99
ENSMUSG00000059713	Rcan3	3869	3294	1775	688	1864
ENSMUSG00000059714	Flot1	647	525	510	627	821
ENSMUSG00000059731	Olfr837	0	0	0	1	0
ENSMUSG00000059734	Ndufs8	1178	994	967	1984	1204
ENSMUSG00000059742	Kcnh7	0	0	2	2	1
ENSMUSG00000059743	Fdps	40	35	26	69	61
ENSMUSG00000059751	Rps3a3	21	24	9	3	0
ENSMUSG00000059772	Slx1b	183	183	149	97	99
ENSMUSG00000059775	Rps26-ps1	7	6	3	0	0
ENSMUSG00000059776	Rpl13-ps6	2	4	2	2	0
ENSMUSG00000059791	Nrm	611	550	369	465	391
ENSMUSG00000059796	Eif4a1	14943	13764	11097	7642	6646
ENSMUSG00000059810	Rgs3	2025	2040	3926	634	803
ENSMUSG00000059811	Atl2	1142	1134	884	853	870
ENSMUSG00000059820	AU019823	1032	1094	994	421	416
ENSMUSG00000059824	Dbp	582	448	404	288	257
ENSMUSG00000059834	Sclt1	226	187	393	141	107
ENSMUSG00000059835	Rpl13-ps3	1	4	1	3	0
ENSMUSG00000059839	Zfp874b	613	643	659	389	276
ENSMUSG00000059842	Zfp341	145	155	137	20	18
ENSMUSG00000059851	Suv420h2	448	448	760	413	509
ENSMUSG00000059852	Kcng2	0	0	0	1	0
ENSMUSG00000059854	Hydin	0	0	0	1	0
ENSMUSG00000059864	Olfr1393	0	0	0	0	1
ENSMUSG00000059866	Tnip2	255	191	379	335	520
ENSMUSG00000059878	Zfp422	837	918	581	752	688
ENSMUSG00000059883	Irak4	908	903	1097	561	703
ENSMUSG00000059890	Ube4a	3180	3682	3114	437	876
ENSMUSG00000059891	Tsks	0	0	0	1	0
ENSMUSG00000059895	Ptp4a3	3892	3251	1586	3614	2569
ENSMUSG00000059897	Zfp930	199	213	257	537	288
ENSMUSG00000059898	Dsc3	0	0	0	2	0
ENSMUSG00000059900	Tmem40	3	1	1	2	2
ENSMUSG00000059901	Adamts14	78	133	0	11	9
ENSMUSG00000059912	Rpl21-ps6	2	0	0	0	0
ENSMUSG00000059920	4930453N24Rik	2394	2289	1595	1528	1192
ENSMUSG00000059923	Grb2	5098	5570	5589	1773	1785
ENSMUSG00000059939	9430015G10Rik	329	317	463	486	616
ENSMUSG00000059970	Hspa2	32	19	107	15	16
ENSMUSG00000059974	Ntm	2	0	0	1	0
ENSMUSG00000059975	Zfp74	294	352	248	245	331
ENSMUSG00000059981	Taok2	2385	2287	3204	522	1378
ENSMUSG00000059991	Nptx2	1	0	0	0	0
ENSMUSG00000059994	Fcrl1	33	68	334	127	62
ENSMUSG00000059995	Atxn7l3	4110	4494	3140	211	486
ENSMUSG00000060002	Chpt1	154	104	215	173	100
ENSMUSG00000060012	Kif13b	612	534	1860	85	137
ENSMUSG00000060019	Gm10073	585	79	30	179	113
ENSMUSG00000060029	4930473A02Rik	15	9	12	22	9
ENSMUSG00000060032	H2afj	770	734	401	469	358
ENSMUSG00000060034	Ctf2	1	0	0	9	3
ENSMUSG00000060036	Rpl3	59309	55190	30254	15560	12844
ENSMUSG00000060038	Dhps	584	600	539	959	653
ENSMUSG00000060044	Tmem26	1	1	25	0	0
ENSMUSG00000060063	Alox5ap	10	4	5	0	1
ENSMUSG00000060073	Psma3	3112	3106	3308	8357	4559
ENSMUSG00000060090	Rp2	563	636	638	240	149
ENSMUSG00000060093	Hist1h4a	1	3	0	5	0
ENSMUSG00000060098	Prmt7	922	878	540	1037	1339
ENSMUSG00000060112	Olfr60	0	0	5	0	0
ENSMUSG00000060121	Gemin2	366	297	412	417	264
ENSMUSG00000060126	Tpt1	164891	201085	85922	11622	6211
ENSMUSG00000060128	Gm2710	0	0	1	0	0
ENSMUSG00000060131	Atp8b4	714	1193	32	119	232
ENSMUSG00000060143	Gm10076	9	16	5	20	18
ENSMUSG00000060147	Serpinb6a	442	493	985	660	429
ENSMUSG00000060149	BC002059	372	386	387	425	197
ENSMUSG00000060152	Pop5	1352	1308	836	1554	1064
ENSMUSG00000060166	Zdhhc8	1150	1069	754	94	398
ENSMUSG00000060176	Kif27	0	0	0	0	2
ENSMUSG00000060181	Slc35e3	253	301	318	118	211
ENSMUSG00000060183	Cxcl11	0	0	1	0	0
ENSMUSG00000060188	Cxcl17	1	1	0	2	3
ENSMUSG00000060198	Gm11353	11	8	6	1	0
ENSMUSG00000060204	Gm5868	0	0	0	1	0
ENSMUSG00000060206	Zfp462	1	1	1	0	0
ENSMUSG00000060212	Pcnx2	6	4	16	2	10
ENSMUSG00000060216	Arrb2	3856	3825	2966	1282	1534
ENSMUSG00000060224	Pyroxd2	20	16	2	19	43
ENSMUSG00000060227	Casc4	406	288	436	133	116
ENSMUSG00000060240	Cend1	2	4	16	0	1
ENSMUSG00000060244	Alyref2	51	64	42	70	20
ENSMUSG00000060260	Pwwp2b	29	41	165	36	36
ENSMUSG00000060261	Gtf2i	8236	9962	5667	3842	4070
ENSMUSG00000060275	Nrg2	2	1	2	4	4
ENSMUSG00000060279	Ap2a1	1500	1450	1700	330	795
ENSMUSG00000060288	Ppih	538	534	477	499	293
ENSMUSG00000060301	2610008E11Rik	702	781	1095	534	567
ENSMUSG00000060314	Zfp941	2	2	5	0	0
ENSMUSG00000060332	Tmc2	0	0	0	1	0
ENSMUSG00000060336	Zfp937	260	173	305	693	520
ENSMUSG00000060371	Caln1	2	0	0	0	0
ENSMUSG00000060373	Hnrnpc	10459	11072	9353	6661	4546
ENSMUSG00000060376	Bckdha	226	218	215	126	87
ENSMUSG00000060380	C030014I23Rik	7	20	22	5	2
ENSMUSG00000060397	Zfp128	81	89	106	49	58
ENSMUSG00000060419	Rps16-ps2	20	23	13	16	7
ENSMUSG00000060427	Zfp868	688	840	700	998	799
ENSMUSG00000060429	Sntb1	806	799	1665	482	425
ENSMUSG00000060438	Rps10-ps1	12	17	2	12	3
ENSMUSG00000060441	Trim5	752	706	838	638	543
ENSMUSG00000060445	Sycp2	0	0	1	0	0
ENSMUSG00000060450	Rnf14	1803	1839	1598	1387	1904
ENSMUSG00000060467	Gm10080	3	2	1	7	1
ENSMUSG00000060470	Adgrg3	33	44	4	32	49
ENSMUSG00000060475	Wtap	4542	5122	4325	2387	1589
ENSMUSG00000060477	Irak2	908	677	1038	693	703
ENSMUSG00000060487	Samd5	0	0	0	3	0
ENSMUSG00000060508	Nlrp9b	0	0	0	2	0
ENSMUSG00000060509	Xcr1	5	1	63	9	0
ENSMUSG00000060510	Zfp266	1644	1389	1700	668	846
ENSMUSG00000060519	Tor3a	536	516	1085	527	497
ENSMUSG00000060534	Dcc	3	1	0	0	0
ENSMUSG00000060538	Tmem219	305	300	245	254	172
ENSMUSG00000060548	Tnfrsf19	13	32	1	8	3
ENSMUSG00000060550	H2-Q7	15187	11181	20391	39396	31108
ENSMUSG00000060566	Rpl21-ps3	10	14	1	3	4
ENSMUSG00000060568	Fam78b	3	1	4	0	4
ENSMUSG00000060572	Mfap2	0	0	0	1	0
ENSMUSG00000060579	Fhit	8	18	30	34	5
ENSMUSG00000060586	H2-Eb1	13	10	96	19	5
ENSMUSG00000060591	Ifitm2	5	5	58	11	3
ENSMUSG00000060600	Eno3	801	368	370	511	513
ENSMUSG00000060601	Nr1h2	2146	2017	1887	1222	1524
ENSMUSG00000060621	Nkpd1	1	1	1	0	1
ENSMUSG00000060636	Rpl35a	20492	23619	9863	2562	1393
ENSMUSG00000060639	Hist1h4i	56	54	43	33	7
ENSMUSG00000060657	Marf1	3932	3804	4676	179	211
ENSMUSG00000060671	Atp8b2	6491	5415	6146	1049	3888
ENSMUSG00000060675	Pla2g16	2245	1389	2408	2070	1354
ENSMUSG00000060678	Hist1h4c	6	6	5	61	21
ENSMUSG00000060679	Mrps9	1122	964	1048	806	532
ENSMUSG00000060680	Gm8894	0	1	0	0	0
ENSMUSG00000060681	Slc9a6	1235	1278	952	251	615
ENSMUSG00000060703	Cd302	21	16	19	22	10
ENSMUSG00000060708	Bloc1s4	333	330	255	449	274
ENSMUSG00000060715	1700019A02Rik	0	3	1	0	0
ENSMUSG00000060716	Plekhh1	9	10	8	4	2
ENSMUSG00000060727	Gm12571	0	0	4	2	3
ENSMUSG00000060730	Gm10086	16	10	6	2	1
ENSMUSG00000060733	Ipmk	691	701	910	251	358
ENSMUSG00000060739	Nsa2	9667	10175	6171	1131	790
ENSMUSG00000060743	H3f3a	4837	5350	3451	4663	2704
ENSMUSG00000060771	Tsga10	77	82	46	103	57
ENSMUSG00000060780	Lrrtm1	0	1	0	0	0
ENSMUSG00000060787	Olfr464	0	0	1	1	0
ENSMUSG00000060791	Gmfg	4100	4793	2829	2143	1429
ENSMUSG00000060794	Tssk5	0	0	1	0	0
ENSMUSG00000060795	Gm13363	1	0	0	0	0
ENSMUSG00000060798	Intu	37	39	29	4	4
ENSMUSG00000060802	B2m	102653	96082	87741	117786	66225
ENSMUSG00000060803	Gstp1	1421	1492	1312	2632	1676
ENSMUSG00000060843	Ctnna3	0	0	0	1	0
ENSMUSG00000060860	Ube2s	1718	1835	1221	468	403
ENSMUSG00000060862	Zbtb40	928	1040	825	164	325
ENSMUSG00000060878	Olfr1420	0	0	1	0	2
ENSMUSG00000060882	Kcnd2	1	0	0	0	0
ENSMUSG00000060890	Arr3	1	0	0	0	1
ENSMUSG00000060904	Arl1	1672	1528	1868	2388	1420
ENSMUSG00000060913	Trim55	0	0	1	0	0
ENSMUSG00000060923	Acyp2	11	17	16	12	1
ENSMUSG00000060924	Csmd1	0	2	0	0	0
ENSMUSG00000060935	Tmem263	518	429	850	280	285
ENSMUSG00000060938	Rpl26	23449	24288	12038	3664	1849
ENSMUSG00000060950	Trmt61a	533	517	308	275	400
ENSMUSG00000060961	Slc4a4	19	29	0	1	2
ENSMUSG00000060974	Olfr530	0	0	1	0	0
ENSMUSG00000060981	Hist1h4h	4	3	0	13	2
ENSMUSG00000060985	Tdrd5	1	2	0	1	0
ENSMUSG00000060988	Galnt13	0	1	0	4	0
ENSMUSG00000060989	Gm11847	11	9	6	0	0
ENSMUSG00000060992	Copz1	3033	2948	2690	3387	3056
ENSMUSG00000061013	Mkx	0	1	0	1	1
ENSMUSG00000061024	Rrs1	1276	1244	765	622	551
ENSMUSG00000061028	Clasrp	545	443	669	766	738
ENSMUSG00000061032	Rrp1	5612	5059	4186	4827	4593
ENSMUSG00000061039	Olfr920	2	2	4	0	1
ENSMUSG00000061046	Haghl	97	68	154	270	251
ENSMUSG00000061048	Cdh3	0	0	1	0	0
ENSMUSG00000061062	Gm10093	4	5	3	2	0
ENSMUSG00000061079	Zfp143	1393	1612	1323	1436	1469
ENSMUSG00000061080	Lsamp	0	2	0	0	1
ENSMUSG00000061082	Plac1	0	0	0	0	1
ENSMUSG00000061086	Myl4	52	28	90	30	26
ENSMUSG00000061099	Gapdhs	3	7	5	10	10
ENSMUSG00000061104	Gm10094	2	2	1	5	1
ENSMUSG00000061111	Fam195b	1163	1077	897	1912	1225
ENSMUSG00000061115	Gm17113	0	0	1	0	0
ENSMUSG00000061118	Dnajc30	157	175	134	188	124
ENSMUSG00000061119	Prcp	491	562	594	383	366
ENSMUSG00000061126	Cyp4f39	0	0	18	0	1
ENSMUSG00000061130	Ppm1b	4946	4624	3854	4510	3264
ENSMUSG00000061132	Blnk	2	1	4	2	0
ENSMUSG00000061136	Prpf40a	5024	4696	4807	2791	2589
ENSMUSG00000061143	Maml3	116	174	52	21	79
ENSMUSG00000061167	Rpl15-ps3	0	0	0	6	2
ENSMUSG00000061171	Slc38a11	0	0	8	0	0
ENSMUSG00000061175	Fnip2	42	47	128	2	6
ENSMUSG00000061186	Sfmbt2	645	680	231	142	250
ENSMUSG00000061207	Stk19	415	295	517	285	148
ENSMUSG00000061232	H2-K1	108363	91095	98119	122269	101458
ENSMUSG00000061242	Gm9104	10	7	6	2	1
ENSMUSG00000061244	Exoc5	2796	3089	2301	1319	1785
ENSMUSG00000061259	Tmprss11d	0	0	1	0	0
ENSMUSG00000061272	Gm14173	0	1	0	0	0
ENSMUSG00000061273	Mmgt1	1072	1097	1036	174	184
ENSMUSG00000061286	Exosc5	974	854	689	1038	849
ENSMUSG00000061288	Taok3	2917	3297	3051	2141	2667
ENSMUSG00000061306	Slc38a10	2962	3101	3630	658	2023
ENSMUSG00000061311	Rag1	1	0	0	0	0
ENSMUSG00000061313	Ddhd2	692	655	1025	571	543
ENSMUSG00000061315	Naca	17248	17191	11515	4997	2622
ENSMUSG00000061330	Gm11361	12	10	3	113	51
ENSMUSG00000061331	Gm17132	116	97	257	331	229
ENSMUSG00000061353	Cxcl12	0	0	1	7	0
ENSMUSG00000061356	Nuggc	0	0	2	0	0
ENSMUSG00000061360	Phf5a	1079	1036	858	1291	815
ENSMUSG00000061371	Zfp873	167	212	164	391	254
ENSMUSG00000061374	Fiz1	1054	1160	848	831	773
ENSMUSG00000061390	Gm7866	5	6	1	0	0
ENSMUSG00000061393	Acvr2b	2	0	2	3	0
ENSMUSG00000061410	Zcchc14	5	8	10	9	4
ENSMUSG00000061411	Nol4l	138	61	384	27	70
ENSMUSG00000061414	Cracr2a	126	120	137	105	125
ENSMUSG00000061436	Hipk2	2359	1088	1770	565	2344
ENSMUSG00000061455	Stx17	519	496	475	278	246
ENSMUSG00000061458	Nol10	785	824	1246	213	399
ENSMUSG00000061461	Smim20	568	569	527	1788	879
ENSMUSG00000061462	Obscn	1	1	0	1	0
ENSMUSG00000061474	Mrps36	347	356	316	600	283
ENSMUSG00000061477	Rps7	43455	56535	23153	4413	2232
ENSMUSG00000061479	Snrpa	1297	1086	950	961	679
ENSMUSG00000061482	Hist1h4d	5	9	9	124	57
ENSMUSG00000061488	Rpl27a-ps1	2	2	1	0	0
ENSMUSG00000061489	Olfr525	0	0	1	0	0
ENSMUSG00000061510	Gm10101	7	11	12	49	22
ENSMUSG00000061517	Sox21	1	1	0	0	0
ENSMUSG00000061518	Cox5b	1859	1507	1558	2421	1307
ENSMUSG00000061531	Tmem236	2	2	0	0	0
ENSMUSG00000061533	Cep128	225	178	293	175	201
ENSMUSG00000061536	Sec22c	1176	1157	1107	416	463
ENSMUSG00000061540	Orm2	38	29	44	12	20
ENSMUSG00000061544	Zfp229	31	23	26	10	4
ENSMUSG00000061559	Wdr61	987	980	853	1498	957
ENSMUSG00000061561	Olfr373	0	1	1	1	0
ENSMUSG00000061576	Dpp6	0	1	0	1	0
ENSMUSG00000061577	Adgrg5	12	13	4	3	12
ENSMUSG00000061578	Ksr2	216	204	245	26	33
ENSMUSG00000061589	Dot1l	2265	2026	1989	193	497
ENSMUSG00000061601	Pclo	1	1	1	3	0
ENSMUSG00000061603	Akap6	9	14	8	0	0
ENSMUSG00000061607	Mdc1	2526	2940	2219	304	491
ENSMUSG00000061613	U2af1	1856	1660	1566	1238	764
ENSMUSG00000061615	Hist1h2ab	2	0	1	1	3
ENSMUSG00000061650	Med9	324	292	337	240	197
ENSMUSG00000061665	Cd2ap	3927	4193	1966	478	701
ENSMUSG00000061666	Gdpd1	12	12	7	12	9
