Geneid	SYM	BMP5.1	BMP5.2	BMP5.3	Control1	Control2	Control3
ENSG00000110651	CD81	2328	2637	3119	3271	3173	3426
ENSG00000238184	CD81-AS1	0	0	0	0	0	0
ENSG00000085117	CD82	2592	3084	3232	3116	2982	3054
ENSG00000112149	CD83	17	40	23	36	52	32
ENSG00000066294	CD84	0	1	0	0	0	0
ENSG00000114013	CD86	0	0	0	0	0	0
ENSG00000153563	CD8A	0	0	0	0	0	0
ENSG00000172116	CD8B	0	0	0	0	0	0
ENSG00000254126	CD8BP	0	0	0	0	0	0
ENSG00000010278	CD9	1639	1657	2032	1835	1878	1911
ENSG00000125810	CD93	0	0	0	0	0	0
ENSG00000153283	CD96	0	0	0	0	0	0
ENSG00000002586	CD99	0	0	2	2	8	13
ENSG00000102181	CD99L2	117	140	171	157	155	186
ENSG00000223773	CD99P1	0	1	1	0	0	0
ENSG00000158825	CDA	57	80	73	81	93	81
ENSG00000102543	CDADC1	48	46	48	56	53	82
ENSG00000140326	CDAN1	219	267	292	250	322	294
ENSG00000151465	CDC123	1456	1633	1726	1545	1603	1704
ENSG00000079335	CDC14A	57	52	64	49	68	55
ENSG00000081377	CDC14B	395	400	426	371	374	401
ENSG00000218305	CDC14C	15	10	7	7	8	11
ENSG00000130177	CDC16	661	628	738	661	640	706
ENSG00000117399	CDC20	1026	1214	1419	1437	1335	1469
ENSG00000164287	CDC20B	0	0	0	0	0	0
ENSG00000231007	CDC20P1	144	172	177	202	179	189
ENSG00000094880	CDC23	255	259	290	279	269	310
ENSG00000164045	CDC25A	437	540	626	547	499	489
ENSG00000101224	CDC25B	1028	1076	1299	1297	1290	1188
ENSG00000158402	CDC25C	212	191	274	266	235	282
ENSG00000176386	CDC26	40	36	51	31	22	42
ENSG00000004897	CDC27	366	344	346	340	338	382
ENSG00000233786	CDC27P1	1	8	7	3	8	6
ENSG00000237447	CDC27P2	2	4	4	7	5	2
ENSG00000099804	CDC34	524	710	717	647	580	693
ENSG00000105401	CDC37	1840	2058	2323	2233	2223	2294
ENSG00000106993	CDC37L1	105	131	147	141	133	126
ENSG00000273061	CDC37L1-AS1	0	0	0	0	2	2
ENSG00000259982	CDC37P1	0	1	0	0	0	0
ENSG00000168438	CDC40	295	246	286	233	230	268
ENSG00000070831	CDC42	1782	1741	1970	1651	1805	1818
ENSG00000143776	CDC42BPA	643	629	708	624	537	564
ENSG00000198752	CDC42BPB	1063	1160	1267	1214	1202	1282
ENSG00000171219	CDC42BPG	338	360	417	345	376	360
ENSG00000128283	CDC42EP1	627	709	733	728	726	745
ENSG00000149798	CDC42EP2	535	686	737	699	695	764
ENSG00000163171	CDC42EP3	193	184	258	228	220	217
ENSG00000268992	CDC42EP3P1	0	0	1	0	0	0
ENSG00000179604	CDC42EP4	685	787	940	975	875	898
ENSG00000167617	CDC42EP5	23	17	41	32	36	23
ENSG00000234933	CDC42P1	6	11	7	8	6	8
ENSG00000234844	CDC42P2	7	8	9	11	3	8
ENSG00000253971	CDC42P3	26	33	26	37	16	29
ENSG00000249965	CDC42P4	2	3	3	1	4	1
ENSG00000253439	CDC42P5	11	6	8	13	6	13
ENSG00000237350	CDC42P6	782	766	891	789	801	776
ENSG00000197622	CDC42SE1	696	696	916	843	797	834
ENSG00000158985	CDC42SE2	676	640	705	643	631	694
ENSG00000093009	CDC45	889	932	1094	976	1014	1034
ENSG00000096401	CDC5L	648	614	671	660	609	642
ENSG00000094804	CDC6	812	747	954	868	818	873
ENSG00000097046	CDC7	191	181	210	174	156	207
ENSG00000134371	CDC73	408	457	442	441	457	433
ENSG00000184661	CDCA2	134	130	170	176	135	135
ENSG00000111665	CDCA3	479	522	633	535	534	566
ENSG00000170779	CDCA4	335	346	371	406	408	409
ENSG00000229029	CDCA4P1	0	0	0	0	0	0
ENSG00000224466	CDCA4P2	0	0	1	0	2	1
ENSG00000226289	CDCA4P3	0	0	0	0	0	0
ENSG00000234219	CDCA4P4	1	0	0	4	0	0
ENSG00000146670	CDCA5	1712	1887	2079	2179	2219	2138
ENSG00000144354	CDCA7	1259	1305	1470	1510	1445	1618
ENSG00000164649	CDCA7L	855	864	1015	926	935	938
ENSG00000134690	CDCA8	875	919	1014	1063	1114	1140
ENSG00000163814	CDCP1	703	780	872	928	912	942
ENSG00000157211	CDCP2	0	0	0	0	0	0
ENSG00000039068	CDH1	3140	3522	3859	3452	3193	3497
ENSG00000040731	CDH10	0	0	0	0	0	0
ENSG00000140937	CDH11	0	0	0	0	0	0
ENSG00000154162	CDH12	0	0	0	0	0	0
ENSG00000254335	CDH12P1	0	0	0	0	0	0
ENSG00000249230	CDH12P2	0	0	0	0	0	0
ENSG00000253492	CDH12P3	0	0	0	0	0	0
ENSG00000253900	CDH12P4	0	0	0	0	0	0
ENSG00000140945	CDH13	0	0	2	0	0	0
ENSG00000129910	CDH15	0	1	0	0	5	0
ENSG00000166589	CDH16	0	0	4	2	1	3
ENSG00000079112	CDH17	72	83	88	45	61	46
ENSG00000145526	CDH18	0	0	0	0	0	0
ENSG00000071991	CDH19	0	1	0	0	0	0
ENSG00000170558	CDH2	0	0	0	0	0	0
ENSG00000101542	CDH20	0	0	0	0	0	0
ENSG00000149654	CDH22	2	0	0	0	0	0
ENSG00000107736	CDH23	1	2	6	2	2	2
ENSG00000139880	CDH24	123	142	153	160	161	153
ENSG00000124215	CDH26	2	1	0	3	3	5
ENSG00000062038	CDH3	99	134	138	197	166	148
ENSG00000179242	CDH4	0	0	0	0	0	0
ENSG00000179776	CDH5	0	0	0	0	0	0
ENSG00000113361	CDH6	0	0	0	0	0	0
ENSG00000081138	CDH7	4	11	4	10	5	8
ENSG00000150394	CDH8	0	0	0	0	0	0
ENSG00000113100	CDH9	0	0	0	0	0	0
ENSG00000148600	CDHR1	0	0	0	0	0	0
ENSG00000074276	CDHR2	2	5	8	9	5	5
ENSG00000128536	CDHR3	20	20	23	31	32	28
ENSG00000187492	CDHR4	17	19	10	9	19	14
ENSG00000099834	CDHR5	458	454	529	557	565	625
ENSG00000089486	CDIP1	0	0	0	0	0	0
ENSG00000103502	CDIPT	484	586	546	602	579	602
ENSG00000214725	CDIPT-AS1	0	0	0	1	0	0
ENSG00000170312	CDK1	962	952	1024	881	857	967
ENSG00000185324	CDK10	557	633	666	669	644	692
ENSG00000008128	CDK11A	320	281	342	359	354	396
ENSG00000248333	CDK11B	597	746	777	789	714	696
ENSG00000167258	CDK12	1441	1586	1747	1750	1644	1891
ENSG00000065883	CDK13	624	672	742	741	660	728
ENSG00000058091	CDK14	6	3	3	2	2	4
ENSG00000138395	CDK15	0	0	0	0	0	0
ENSG00000102225	CDK16	1513	1636	1812	2008	1901	2021
ENSG00000059758	CDK17	122	151	169	154	165	147
ENSG00000117266	CDK18	472	559	559	667	625	667
ENSG00000155111	CDK19	148	124	146	146	142	126
ENSG00000123374	CDK2	686	724	843	815	882	911
ENSG00000156345	CDK20	40	65	50	63	61	69
ENSG00000111328	CDK2AP1	700	669	732	685	656	728
ENSG00000167797	CDK2AP2	445	448	579	644	558	592
ENSG00000278647	CDK2AP2P1	0	1	2	0	0	0
ENSG00000226020	CDK2AP2P3	0	0	0	0	0	0
ENSG00000250506	CDK3	50	70	54	73	65	71
ENSG00000135446	CDK4	2716	2939	3173	2777	2922	3236
ENSG00000164885	CDK5	407	478	488	512	504	547
ENSG00000235165	CDK5PS	15	16	12	19	19	13
ENSG00000176749	CDK5R1	89	110	114	108	110	126
ENSG00000171450	CDK5R2	0	0	0	0	0	0
ENSG00000101391	CDK5RAP1	498	529	642	626	643	668
ENSG00000136861	CDK5RAP2	684	628	774	741	693	716
ENSG00000108465	CDK5RAP3	829	906	950	955	1015	1016
ENSG00000105810	CDK6	580	547	650	555	518	556
ENSG00000134058	CDK7	270	291	308	296	355	363
ENSG00000132964	CDK8	518	523	533	553	554	557
ENSG00000136807	CDK9	402	489	579	583	542	584
ENSG00000145996	CDKAL1	133	127	138	125	130	144
ENSG00000100490	CDKL1	16	14	12	9	14	24
ENSG00000138769	CDKL2	1	1	2	4	0	1
ENSG00000006837	CDKL3	8	6	11	12	4	6
ENSG00000205111	CDKL4	1	1	0	0	1	0
ENSG00000008086	CDKL5	29	15	26	28	33	24
ENSG00000124762	CDKN1A	369	393	437	451	453	525
ENSG00000111276	CDKN1B	453	451	512	519	570	527
ENSG00000129757	CDKN1C	14	24	16	10	4	14
ENSG00000147889	CDKN2A	464	591	641	560	636	593
ENSG00000224854	CDKN2A-AS1	0	0	0	0	0	0
ENSG00000168564	CDKN2AIP	181	213	194	159	172	221
ENSG00000237190	CDKN2AIPNL	146	156	198	167	177	171
ENSG00000177770	CDKN2AIPNLP1	3	3	13	8	13	13
ENSG00000145835	CDKN2AIPNLP2	0	0	3	1	1	1
ENSG00000224351	CDKN2AIPNLP3	0	0	0	0	0	0
ENSG00000147883	CDKN2B	96	111	100	93	98	104
ENSG00000240498	CDKN2B-AS1	34	28	25	20	46	27
ENSG00000123080	CDKN2C	37	37	44	50	47	37
ENSG00000129355	CDKN2D	59	99	95	83	65	100
ENSG00000100526	CDKN3	166	204	208	178	182	193
ENSG00000185267	CDNF	2	5	3	13	4	5
ENSG00000129596	CDO1	0	0	0	0	0	0
ENSG00000064309	CDON	91	91	146	116	99	134
ENSG00000205643	CDPF1	56	60	83	65	56	67
ENSG00000184258	CDR1	0	0	0	0	0	0
ENSG00000140743	CDR2	575	614	703	700	742	749
ENSG00000109089	CDR2L	244	271	279	269	257	270
ENSG00000241322	CDRT1	4	7	5	7	6	6
ENSG00000223510	CDRT15	0	0	0	0	0	0
ENSG00000214819	CDRT15L2	0	0	0	0	0	0
ENSG00000141028	CDRT15P1	0	0	0	0	0	0
ENSG00000227255	CDRT15P2	0	0	0	0	0	0
ENSG00000239704	CDRT4	3	3	5	6	3	5
ENSG00000259944	CDRT7	0	0	0	0	0	0
ENSG00000265163	CDRT8	0	0	0	0	0	0
ENSG00000163624	CDS1	448	478	578	466	523	504
ENSG00000101290	CDS2	224	223	265	228	207	245
ENSG00000137197	CDSN	7	5	8	8	7	12
ENSG00000167513	CDT1	636	763	811	828	749	844
ENSG00000091527	CDV3	1333	1436	1600	1461	1394	1531
ENSG00000176243	CDV3P1	12	12	20	15	12	11
ENSG00000113722	CDX1	20	15	34	20	22	21
ENSG00000165556	CDX2	85	132	130	125	113	118
ENSG00000131264	CDX4	0	0	0	0	0	0
ENSG00000172288	CDY1	0	0	0	0	0	0
ENSG00000226042	CDY10P	0	0	0	0	0	0
ENSG00000230029	CDY11P	0	0	0	0	0	0
ENSG00000228850	CDY12P	0	0	0	0	0	0
ENSG00000224873	CDY13P	0	0	0	0	0	0
ENSG00000226873	CDY14P	0	0	0	0	0	0
ENSG00000223362	CDY15P	0	0	0	0	0	0
ENSG00000231375	CDY17P	0	0	0	0	0	0
ENSG00000232205	CDY18P	0	0	0	0	0	0
ENSG00000237823	CDY19P	0	0	0	0	0	0
ENSG00000172352	CDY1B	0	0	0	0	0	0
ENSG00000225609	CDY20P	0	0	0	0	0	0
ENSG00000229343	CDY22P	0	0	0	0	0	0
ENSG00000231716	CDY23P	0	0	0	0	0	0
ENSG00000182415	CDY2A	0	0	0	0	0	0
ENSG00000129873	CDY2B	0	0	0	0	0	0
ENSG00000232235	CDY3P	0	0	0	0	0	0
ENSG00000228411	CDY4P	0	0	0	0	0	0
ENSG00000226449	CDY5P	0	0	0	0	0	0
ENSG00000229138	CDY6P	0	0	0	0	0	0
ENSG00000237558	CDY7P	0	0	0	0	0	0
ENSG00000224033	CDY8P	0	0	0	0	0	0
ENSG00000232899	CDY9P	0	0	0	0	0	0
ENSG00000153046	CDYL	452	509	517	471	498	509
ENSG00000166446	CDYL2	35	45	33	51	41	50
ENSG00000079385	CEACAM1	1608	1641	1963	2147	2111	2214
ENSG00000213892	CEACAM16	2	0	0	0	0	2
ENSG00000213822	CEACAM18	78	84	91	102	99	102
ENSG00000186567	CEACAM19	33	40	44	46	52	65
ENSG00000273777	CEACAM20	0	0	0	0	0	0
ENSG00000007129	CEACAM21	0	0	1	0	0	0
ENSG00000230666	CEACAM22P	0	1	0	1	0	1
ENSG00000170956	CEACAM3	3	4	7	2	8	8
ENSG00000105352	CEACAM4	0	0	0	0	0	0
ENSG00000105388	CEACAM5	651	682	851	894	782	778
ENSG00000086548	CEACAM6	2303	2360	3042	2932	2720	2810
ENSG00000007306	CEACAM7	49	50	38	41	42	41
ENSG00000124469	CEACAM8	2	6	6	8	2	11
ENSG00000233681	CEACAMP1	0	0	1	1	0	0
ENSG00000241104	CEACAMP10	0	0	0	0	0	0
ENSG00000236123	CEACAMP11	0	0	0	0	0	0
ENSG00000230558	CEACAMP2	0	0	0	0	0	0
ENSG00000239736	CEACAMP3	0	0	0	0	0	0
ENSG00000230681	CEACAMP4	0	0	0	0	0	0
ENSG00000231561	CEACAMP5	0	1	0	0	0	1
ENSG00000238092	CEACAMP6	0	0	0	0	0	0
ENSG00000227349	CEACAMP7	0	0	0	0	0	0
ENSG00000236932	CEACAMP8	0	0	0	0	0	0
ENSG00000230529	CEACAMP9	0	0	0	0	0	0
ENSG00000245848	CEBPA	407	518	543	482	481	498
ENSG00000267296	CEBPA-AS1	19	24	20	25	31	37
ENSG00000172216	CEBPB	798	956	1034	1129	1042	1160
ENSG00000277449	CEBPB-AS1	20	13	19	28	19	14
ENSG00000221869	CEBPD	72	90	87	94	84	98
ENSG00000092067	CEBPE	0	0	0	0	0	0
ENSG00000153879	CEBPG	1010	1022	1083	1075	1050	1130
ENSG00000115816	CEBPZ	1065	964	1120	966	939	972
ENSG00000218739	CEBPZOS	174	161	202	186	160	164
ENSG00000093072	CECR1	0	0	0	0	0	0
ENSG00000099954	CECR2	0	0	0	0	0	0
ENSG00000241832	CECR3	0	0	0	0	0	0
ENSG00000069998	CECR5	502	614	626	645	667	662
ENSG00000185837	CECR5-AS1	0	1	3	0	0	0
ENSG00000183307	CECR6	2	8	3	3	9	2
ENSG00000237438	CECR7	0	0	0	0	0	0
ENSG00000170835	CEL	4	8	8	6	8	12
ENSG00000139610	CELA1	0	0	0	0	0	0
ENSG00000142615	CELA2A	0	0	0	0	0	0
ENSG00000215704	CELA2B	0	0	0	0	0	0
ENSG00000142789	CELA3A	3	3	5	6	8	3
ENSG00000219073	CELA3B	6	7	10	11	4	6
ENSG00000149187	CELF1	1090	1141	1215	1174	1126	1198
ENSG00000048740	CELF2	0	0	0	0	0	0
ENSG00000181800	CELF2-AS1	0	0	0	0	0	0
ENSG00000237986	CELF2-AS2	0	0	0	0	0	0
ENSG00000159409	CELF3	4	2	1	4	8	3
ENSG00000101489	CELF4	0	0	0	0	0	0
ENSG00000161082	CELF5	0	2	1	2	3	2
ENSG00000140488	CELF6	4	5	2	5	7	5
ENSG00000170827	CELP	0	0	0	1	0	0
ENSG00000075275	CELSR1	101	142	148	130	94	139
ENSG00000143126	CELSR2	96	105	143	140	139	113
ENSG00000008300	CELSR3	428	501	558	611	604	541
ENSG00000228350	CELSR3-AS1	1	2	3	2	1	1
ENSG00000103888	CEMIP	1074	1187	1426	1123	1052	1095
ENSG00000205923	CEMP1	0	2	1	0	0	0
ENSG00000184524	CEND1	0	0	0	0	0	0
ENSG00000213159	CEND1P1	0	0	0	0	0	0
ENSG00000115163	CENPA	137	120	169	167	169	197
ENSG00000125817	CENPB	1799	2240	2385	2102	2026	2144
ENSG00000177946	CENPBD1	218	207	259	241	241	284
ENSG00000213753	CENPBD1P1	442	480	450	446	452	484
ENSG00000145241	CENPC	75	79	79	55	80	62
ENSG00000226982	CENPCP1	7	14	9	5	8	11
ENSG00000138778	CENPE	252	194	250	197	181	175
ENSG00000117724	CENPF	1650	1579	1672	1491	1391	1430
ENSG00000153044	CENPH	243	201	287	213	242	290
ENSG00000102384	CENPI	143	143	199	150	157	141
ENSG00000224778	CENPIP1	0	0	1	0	0	1
ENSG00000151849	CENPJ	343	334	372	352	304	301
ENSG00000123219	CENPK	234	237	233	201	195	206
ENSG00000120334	CENPL	115	105	134	103	139	117
ENSG00000100162	CENPM	342	395	424	406	460	482
ENSG00000166451	CENPN	549	513	617	543	571	634
ENSG00000138092	CENPO	431	475	558	558	535	528
ENSG00000188312	CENPP	60	84	49	60	67	77
ENSG00000031691	CENPQ	168	140	137	116	137	141
ENSG00000102901	CENPT	198	182	239	212	230	227
ENSG00000151725	CENPU	360	360	351	310	301	347
ENSG00000255075	CENPUP1	3	0	0	0	0	1
ENSG00000258546	CENPUP2	0	0	0	0	0	1
ENSG00000166582	CENPV	534	524	626	630	575	614
ENSG00000223591	CENPVP1	0	0	0	0	0	0
ENSG00000224109	CENPVP3	0	0	0	0	0	0
ENSG00000203760	CENPW	175	173	222	177	197	242
ENSG00000116198	CEP104	413	412	441	425	366	412
ENSG00000154240	CEP112	15	11	14	13	16	18
ENSG00000168944	CEP120	184	156	170	149	145	165
ENSG00000100629	CEP128	34	31	42	34	32	30
ENSG00000141577	CEP131	199	211	231	161	161	177
ENSG00000174799	CEP135	71	60	60	59	76	76
ENSG00000103995	CEP152	249	224	281	253	260	268
ENSG00000135315	CEP162	54	47	56	32	51	48
ENSG00000110274	CEP164	402	474	509	560	573	531
ENSG00000226937	CEP164P1	0	0	0	0	0	0
ENSG00000143702	CEP170	193	204	205	179	181	177
ENSG00000099814	CEP170B	1135	1409	1361	1468	1351	1319
ENSG00000154608	CEP170P1	1	4	14	8	8	14
ENSG00000174007	CEP19	16	8	20	15	11	16
ENSG00000101639	CEP192	775	794	852	867	852	871
ENSG00000126001	CEP250	578	644	649	705	613	659
ENSG00000198707	CEP290	89	86	93	85	59	85
ENSG00000166004	CEP295	297	297	280	275	257	304
ENSG00000135837	CEP350	461	488	523	447	442	454
ENSG00000106477	CEP41	134	127	147	145	136	155
ENSG00000164118	CEP44	72	63	59	55	63	64
ENSG00000138180	CEP55	437	412	480	461	462	562
ENSG00000166037	CEP57	474	464	444	453	438	427
ENSG00000183137	CEP57L1	33	28	22	37	24	41
ENSG00000224725	CEP57L1P1	12	6	21	9	9	18
ENSG00000182923	CEP63	111	107	138	104	90	86
ENSG00000011523	CEP68	92	108	129	110	132	140
ENSG00000114107	CEP70	33	37	46	36	46	31
ENSG00000112877	CEP72	362	359	434	439	464	445
ENSG00000101624	CEP76	244	235	286	259	286	263
ENSG00000148019	CEP78	178	206	244	164	174	190
ENSG00000173588	CEP83	138	106	126	91	130	101
ENSG00000278916	CEP83-AS1	4	4	1	7	5	2
ENSG00000130695	CEP85	603	653	791	838	849	830
ENSG00000111860	CEP85L	0	3	2	1	2	2
ENSG00000121289	CEP89	84	91	110	108	90	113
ENSG00000258890	CEP95	281	253	322	283	313	358
ENSG00000182504	CEP97	75	77	96	92	95	63
ENSG00000134255	CEPT1	258	288	322	314	259	290
ENSG00000147869	CER1	0	0	0	0	0	0
ENSG00000167123	CERCAM	5	0	2	3	4	3
ENSG00000100422	CERK	346	371	384	268	337	286
ENSG00000188452	CERKL	3	3	2	10	3	3
ENSG00000223802	CERS1	1	0	1	0	0	1
ENSG00000143418	CERS2	2792	3013	3642	3476	3521	3402
ENSG00000154227	CERS3	0	0	1	0	0	2
ENSG00000259430	CERS3-AS1	0	0	0	0	0	0
ENSG00000090661	CERS4	0	0	0	0	0	1
ENSG00000139624	CERS5	182	174	203	242	227	246
ENSG00000172292	CERS6	1125	1143	1284	1087	1033	1132
ENSG00000227617	CERS6-AS1	0	0	0	0	0	0
ENSG00000198848	CES1	0	0	0	0	0	0
ENSG00000228695	CES1P1	0	0	0	0	0	0
ENSG00000260765	CES1P2	0	0	0	0	0	1
ENSG00000172831	CES2	473	516	600	599	643	556
ENSG00000172828	CES3	20	24	34	24	38	26
ENSG00000172824	CES4A	26	21	18	25	20	14
ENSG00000159398	CES5A	0	1	1	0	0	0
ENSG00000215478	CES5AP1	7	11	14	7	6	8
ENSG00000177143	CETN1	0	0	0	0	0	0
ENSG00000147400	CETN2	531	553	593	456	521	554
ENSG00000153140	CETN3	72	100	105	80	80	121
ENSG00000224786	CETN4P	1	3	0	0	0	1
ENSG00000087237	CETP	0	0	0	0	0	0
ENSG00000188931	CFAP126	1	1	1	1	2	0
ENSG00000070761	CFAP20	393	413	469	479	479	477
ENSG00000163075	CFAP221	1	1	0	1	4	2
ENSG00000163001	CFAP36	131	164	179	146	137	163
ENSG00000197748	CFAP43	4	1	5	1	4	6
ENSG00000206530	CFAP44	243	245	258	253	225	223
ENSG00000243849	CFAP44-AS1	0	0	0	0	0	0
ENSG00000213085	CFAP45	32	29	32	25	27	31
ENSG00000171811	CFAP46	0	0	0	0	0	0
ENSG00000165164	CFAP47	1	0	0	0	0	0
ENSG00000166596	CFAP52	0	0	0	0	1	0
ENSG00000172361	CFAP53	3	1	0	0	1	2
ENSG00000188596	CFAP54	0	0	1	0	1	2
ENSG00000243710	CFAP57	0	0	1	0	0	1
ENSG00000120051	CFAP58	0	2	0	0	0	0
ENSG00000231233	CFAP58-AS1	0	0	0	0	0	0
ENSG00000089101	CFAP61	0	0	0	1	2	2
ENSG00000105792	CFAP69	32	21	27	33	27	25
ENSG00000156042	CFAP70	2	2	0	1	1	4
ENSG00000142609	CFAP74	0	0	0	0	1	0
ENSG00000164323	CFAP97	325	366	420	322	320	324
ENSG00000204359	CFB	663	716	796	1756	1623	1811
ENSG00000136698	CFC1	0	0	0	0	0	0
ENSG00000152093	CFC1B	0	0	0	0	0	0
ENSG00000197766	CFD	10	9	7	12	8	6
ENSG00000153774	CFDP1	314	331	370	321	342	389
ENSG00000000971	CFH	347	352	361	516	479	490
ENSG00000244414	CFHR1	1	1	0	1	2	5
ENSG00000080910	CFHR2	0	0	0	0	0	0
ENSG00000116785	CFHR3	2	1	3	6	6	3
ENSG00000134365	CFHR4	0	0	0	0	1	0
ENSG00000134389	CFHR5	0	0	0	0	0	0
ENSG00000205403	CFI	0	0	0	0	0	0
ENSG00000172757	CFL1	15005	17621	19449	19548	19317	20227
ENSG00000223820	CFL1P1	1	1	9	7	4	5
ENSG00000213478	CFL1P2	122	147	151	156	154	168
ENSG00000228056	CFL1P3	30	65	40	45	41	53
ENSG00000213026	CFL1P4	75	85	103	76	78	106
ENSG00000213830	CFL1P5	58	70	82	74	63	77
ENSG00000215785	CFL1P6	0	0	0	0	1	1
ENSG00000213877	CFL1P7	1	2	0	1	3	0
ENSG00000234239	CFL1P8	0	0	0	0	0	0
ENSG00000165410	CFL2	50	41	51	40	42	60
ENSG00000003402	CFLAR	368	436	506	464	465	515
ENSG00000226312	CFLAR-AS1	3	2	3	0	3	2
ENSG00000126759	CFP	1	5	1	1	3	2
ENSG00000001626	CFTR	1603	1488	1663	1570	1510	1601
ENSG00000228593	CFTRP1	1	0	2	0	2	2
ENSG00000135346	CGA	0	0	0	0	0	0
ENSG00000104827	CGB	0	0	0	1	0	0
ENSG00000267631	CGB1	0	0	0	0	0	0
ENSG00000104818	CGB2	0	0	0	0	0	0
ENSG00000189052	CGB5	0	0	0	0	0	0
ENSG00000196337	CGB7	0	0	0	0	0	0
ENSG00000213030	CGB8	0	0	0	0	0	0
ENSG00000163320	CGGBP1	171	186	218	210	194	225
ENSG00000143375	CGN	931	1074	1169	1203	1096	1111
ENSG00000128849	CGNL1	50	67	47	59	33	59
ENSG00000138028	CGREF1	435	502	451	579	580	576
ENSG00000100532	CGRRF1	36	25	39	21	31	46
ENSG00000138135	CH25H	0	0	0	0	1	0
ENSG00000128965	CHAC1	35	45	34	57	69	46
ENSG00000143942	CHAC2	123	115	132	118	135	136
ENSG00000136457	CHAD	0	0	0	0	0	0
ENSG00000100399	CHADL	1	6	7	3	9	5
ENSG00000167670	CHAF1A	579	688	766	758	678	689
ENSG00000159259	CHAF1B	232	265	298	284	279	328
ENSG00000198824	CHAMP1	319	354	412	396	396	347
ENSG00000070748	CHAT	0	0	0	0	0	0
ENSG00000172586	CHCHD1	529	643	411	639	569	816
ENSG00000250479	CHCHD10	92	135	150	146	137	157
ENSG00000106153	CHCHD2	3781	4060	4880	4717	4492	5111
ENSG00000226902	CHCHD2P1	0	0	0	0	0	0
ENSG00000270809	CHCHD2P11	0	0	0	0	0	0
ENSG00000215006	CHCHD2P2	258	327	333	288	305	325
ENSG00000270849	CHCHD2P3	5	4	1	0	2	0
ENSG00000213118	CHCHD2P4	0	0	0	1	0	0
ENSG00000223490	CHCHD2P5	0	0	0	0	0	0
ENSG00000235084	CHCHD2P6	286	269	317	345	302	313
ENSG00000249973	CHCHD2P7	0	1	1	0	0	2
ENSG00000235115	CHCHD2P8	25	33	49	48	35	28
ENSG00000186940	CHCHD2P9	87	94	102	99	100	95
ENSG00000106554	CHCHD3	1118	1045	1186	1078	1181	1299
ENSG00000236420	CHCHD3P1	9	7	7	9	5	8
ENSG00000257723	CHCHD3P2	0	0	0	0	0	0
ENSG00000214973	CHCHD3P3	171	192	217	209	184	186
ENSG00000163528	CHCHD4	231	221	255	237	270	266
ENSG00000237360	CHCHD4P2	0	0	0	0	0	0
ENSG00000213964	CHCHD4P4	8	2	4	8	4	4
ENSG00000125611	CHCHD5	105	130	123	143	152	135
ENSG00000159685	CHCHD6	175	193	200	203	228	204
ENSG00000170791	CHCHD7	274	309	348	344	352	324
ENSG00000153922	CHD1	754	713	725	704	671	651
ENSG00000131778	CHD1L	650	606	741	696	581	720
ENSG00000173575	CHD2	1225	1336	1441	1354	1331	1347
ENSG00000170004	CHD3	703	708	896	728	744	773
ENSG00000111642	CHD4	4107	4396	5167	5141	4990	5135
ENSG00000116254	CHD5	3	2	0	2	2	4
ENSG00000124177	CHD6	748	846	971	979	943	972
ENSG00000171316	CHD7	941	1044	1121	1145	1205	1231
ENSG00000100888	CHD8	797	868	1034	1011	942	1091
ENSG00000177200	CHD9	342	350	382	377	319	340
ENSG00000016391	CHDH	593	659	700	792	782	766
ENSG00000149554	CHEK1	629	595	660	554	624	617
ENSG00000183765	CHEK2	383	364	424	460	420	499
ENSG00000259156	CHEK2P2	1	0	3	2	1	3
ENSG00000234898	CHEK2P3	0	0	0	0	0	0
ENSG00000085872	CHERP	446	476	608	606	533	583
ENSG00000072609	CHFR	59	73	73	72	65	64
ENSG00000100604	CHGA	0	0	0	1	0	0
ENSG00000089199	CHGB	0	0	0	0	0	0
ENSG00000133048	CHI3L1	0	0	0	0	0	0
ENSG00000064886	CHI3L2	0	0	0	0	0	0
ENSG00000134216	CHIA	0	0	0	0	0	0
ENSG00000236040	CHIAP1	0	0	0	0	0	0
ENSG00000203878	CHIAP2	0	0	0	0	0	0
ENSG00000204116	CHIC1	230	194	210	210	168	184
ENSG00000109220	CHIC2	69	65	76	68	57	69
ENSG00000177830	CHID1	933	1167	1180	1156	1192	1258
ENSG00000133063	CHIT1	0	0	0	0	0	0
ENSG00000110721	CHKA	532	591	625	647	686	691
ENSG00000100288	CHKB	79	76	89	101	109	106
ENSG00000205559	CHKB-AS1	8	7	10	7	7	6
ENSG00000254413	CHKB-CPT1B	89	93	111	130	140	131
ENSG00000134121	CHL1	0	0	0	0	0	0
ENSG00000234661	CHL1-AS1	0	0	0	0	0	0
ENSG00000188419	CHM	234	208	233	203	200	201
ENSG00000203668	CHML	298	284	290	220	241	248
ENSG00000131165	CHMP1A	1084	1391	1485	1396	1405	1511
ENSG00000226662	CHMP1AP1	0	0	0	0	1	0
ENSG00000255112	CHMP1B	914	927	1114	1079	1097	1160
ENSG00000278530	CHMP1B2P	0	0	0	0	0	0
ENSG00000130724	CHMP2A	1354	1419	1734	1643	1566	1791
ENSG00000083937	CHMP2B	234	242	245	227	220	230
ENSG00000115561	CHMP3	366	387	426	340	360	380
ENSG00000254505	CHMP4A	291	286	366	337	339	386
ENSG00000101421	CHMP4B	3234	3314	3977	3686	3709	4059
