id	sym	D_U6_F_T0_1	D_U6_F_T0_2	F_U6_F_T8_1	F_U6_F_T8_2
ENSG00000180539	C9orf139	1	6	5	2
ENSG00000180549	FUT7	0	1	0	1
ENSG00000180573	HIST1H2AC	884	943	919	1013
ENSG00000180574	EIF2S3L	1	2	3	3
ENSG00000180581	SRP9P1	31	36	19	22
ENSG00000180592	SKIDA1	83	76	81	66
ENSG00000180596	HIST1H2BC	96	77	80	77
ENSG00000180610	ZBTB12BP	1	1	0	0
ENSG00000180611	MB21D2	753	687	564	563
ENSG00000180616	SSTR2	15	7	11	14
ENSG00000180626	ZNF594	44	43	39	43
ENSG00000180628	PCGF5	1648	1724	2020	2160
ENSG00000180638	SLC47A2	691	774	616	743
ENSG00000180660	MAB21L1	4	1	2	3
ENSG00000180667	YOD1	592	590	620	650
ENSG00000180694	TMEM64	4729	4769	5772	5675
ENSG00000180697	C3orf22	1	1	1	2
ENSG00000180712	RP11-290F5.2	2	1	1	2
ENSG00000180720	CHRM4	12	12	11	9
ENSG00000180730	SHISA2	1390	1343	4972	4871
ENSG00000180745	CLRN3	0	5	3	3
ENSG00000180747	SMG1P3	55	28	57	60
ENSG00000180758	GPR157	112	126	139	110
ENSG00000180764	PIPSL	5	4	4	3
ENSG00000180767	CHST13	32	38	27	30
ENSG00000180769	WDFY3-AS2	382	343	256	315
ENSG00000180771	SRSF8	1	2	1	1
ENSG00000180773	SLC36A4	490	511	587	596
ENSG00000180776	ZDHHC20	2206	2196	2209	2217
ENSG00000180785	OR51E1	1	2	1	1
ENSG00000180801	ARSJ	513	520	589	601
ENSG00000180803	RP11-467D10.2	0	3	0	1
ENSG00000180806	HOXC9	143	162	113	125
ENSG00000180815	MAP3K15	67	80	86	81
ENSG00000180817	PPA1	1344	1389	1469	1521
ENSG00000180818	HOXC10	910	938	810	797
ENSG00000180822	PSMG4	259	254	192	196
ENSG00000180834	MAP6D1	156	193	146	135
ENSG00000180846	CSNK1G2-AS1	4	1	1	1
ENSG00000180861	LINC01559	0	0	1	1
ENSG00000180867	PDIA3P1	47	57	40	34
ENSG00000180869	LINC01555	9	13	4	8
ENSG00000180875	GREM2	0	1	0	2
ENSG00000180878	C11orf42	8	13	7	9
ENSG00000180879	SSR4	780	864	843	918
ENSG00000180881	CAPS2	61	44	39	46
ENSG00000180884	ZNF792	5	5	1	0
ENSG00000180891	CUEDC1	1465	1567	1208	1295
ENSG00000180900	SCRIB	2620	2923	2506	2653
ENSG00000180901	KCTD2	1745	1786	1615	1549
ENSG00000180914	OXTR	32	28	24	20
ENSG00000180917	CMTR2	1336	1425	1395	1414
ENSG00000180921	FAM83H	2368	2334	2707	2684
ENSG00000180926	OR7E18P	1	0	1	0
ENSG00000180929	GPR62	1	1	0	0
ENSG00000180953	ST20	73	81	86	69
ENSG00000180957	PITPNB	1638	1535	1758	1675
ENSG00000180964	TCEAL8	1133	1125	1034	985
ENSG00000180979	LRRC57	332	316	361	339
ENSG00000180988	OR52N2	0	0	0	1
ENSG00000180992	MRPL14	961	967	917	805
ENSG00000180998	GPR137C	50	52	136	118
ENSG00000180999	C1orf105	5	8	2	0
ENSG00000181004	BBS12	235	244	367	412
ENSG00000181007	ZFP82	0	1	0	0
ENSG00000181013	C17orf47	0	1	1	0
ENSG00000181016	LSMEM1	95	91	113	126
ENSG00000181019	NQO1	21786	22528	23277	23015
ENSG00000181026	AEN	1825	1944	2651	2485
ENSG00000181027	FKRP	492	526	477	492
ENSG00000181029	TRAPPC5	4	3	3	2
ENSG00000181031	RPH3AL	117	120	128	132
ENSG00000181035	SLC25A42	138	162	145	173
ENSG00000181036	FCRL6	1	1	1	0
ENSG00000181038	METTL23	560	551	419	564
ENSG00000181045	SLC26A11	424	496	582	540
ENSG00000181061	HIGD1A	244	214	226	253
ENSG00000181085	MAPK15	4	2	7	7
ENSG00000181090	EHMT1	1532	1520	1440	1389
ENSG00000181097	RP11-429J17.2	6	13	15	11
ENSG00000181104	F2R	2451	2419	2967	2969
ENSG00000181135	ZNF707	635	682	554	573
ENSG00000181143	MUC16	4	0	2	2
ENSG00000181163	NPM1	2177	2233	2268	2273
ENSG00000181191	PJA1	671	694	583	497
ENSG00000181192	DHTKD1	1351	1315	1308	1246
ENSG00000181201	HIST3H2BA	0	1	1	0
ENSG00000181215	C4orf50	0	1	0	1
ENSG00000181218	HIST3H2A	260	236	219	256
ENSG00000181220	ZNF746	876	939	886	906
ENSG00000181222	POLR2A	5756	6130	4766	4872
ENSG00000181227	RP4-682C21.2	22	17	12	16
ENSG00000181240	SLC25A41	1	1	0	0
ENSG00000181260	MTHFD2P7	0	0	1	0
ENSG00000181264	TMEM136	509	547	530	551
ENSG00000181274	FRAT2	202	224	175	162
ENSG00000181284	TMEM102	187	195	223	199
ENSG00000181315	ZNF322	60	60	72	71
ENSG00000181322	NME9	8	22	4	13
ENSG00000181333	HEPHL1	14	15	11	9
ENSG00000181350	LRRC75A	59	56	31	46
ENSG00000181355	OFCC1	7	2	2	3
ENSG00000181381	DDX60L	629	651	471	376
ENSG00000181392	SYNE4	16	15	14	11
ENSG00000181396	OGFOD3	657	702	597	655
ENSG00000181404	WASH1	0	0	0	1
ENSG00000181409	AATK	49	53	52	63
ENSG00000181418	DDN	12	11	10	10
ENSG00000181444	ZNF467	94	128	51	69
ENSG00000181449	SOX2	1	3	1	3
ENSG00000181450	ZNF678	350	312	322	341
ENSG00000181458	TMEM45A	169	161	164	126
ENSG00000181467	RAP2B	1165	1264	1200	1208
ENSG00000181472	ZBTB2	557	595	567	582
ENSG00000181481	RNF135	520	539	533	527
ENSG00000181513	ACBD4	226	233	191	182
ENSG00000181523	SGSH	1169	1234	1217	1372
ENSG00000181524	RPL24P4	3	4	3	4
ENSG00000181541	MAB21L2	5	4	2	1
ENSG00000181544	FANCB	165	174	147	172
ENSG00000181555	SETD2	2199	2295	2137	2177
ENSG00000181577	C6orf223	51	37	17	27
ENSG00000181585	TMIE	6	14	16	14
ENSG00000181588	MEX3D	387	378	458	409
ENSG00000181610	MRPS23	1716	1727	1461	1404
ENSG00000181619	GPR135	223	242	219	230
ENSG00000181626	ANKRD62	0	1	0	0
ENSG00000181634	TNFSF15	4	5	1	1
ENSG00000181638	ZFP41	628	683	611	630
ENSG00000181649	PHLDA2	397	374	335	310
ENSG00000181652	ATG9B	1	9	0	3
ENSG00000181656	GPR88	1	0	0	0
ENSG00000181666	HKR1	435	440	362	358
ENSG00000181690	PLAG1	117	88	64	92
ENSG00000181704	YIPF6	1517	1494	1724	1740
ENSG00000181722	ZBTB20	1395	1282	1252	1293
ENSG00000181744	C3orf58	454	461	380	476
ENSG00000181751	C5orf30	490	498	580	551
ENSG00000181754	AMIGO1	16	20	8	15
ENSG00000181773	GPR3	26	17	32	24
ENSG00000181778	TMEM252	5	4	1	0
ENSG00000181781	ODF3L2	3	1	0	0
ENSG00000181788	SIAH2	748	736	800	709
ENSG00000181789	COPG1	4816	5010	4500	4417
ENSG00000181790	ADGRB1	7	10	6	10
ENSG00000181798	LINC00471	13	9	4	14
ENSG00000181804	SLC9A9	20	21	12	29
ENSG00000181817	LSM10	631	602	539	514
ENSG00000181819	KCTD9P2	0	1	0	0
ENSG00000181826	RELL1	71	80	50	69
ENSG00000181827	RFX7	1342	1355	1186	1212
ENSG00000181830	SLC35C1	441	433	420	369
ENSG00000181847	TIGIT	2	2	0	0
ENSG00000181852	RNF41	1349	1281	1400	1397
ENSG00000181856	SLC2A4	1	1	2	0
ENSG00000181873	IBA57	354	386	314	342
ENSG00000181885	CLDN7	2	1	0	4
ENSG00000181896	ZNF101	234	225	194	200
ENSG00000181903	OR4C6	6	10	9	7
ENSG00000181904	C5orf24	5321	5446	6064	6492
ENSG00000181908	AP003774.4	1	1	0	0
ENSG00000181915	ADO	1211	1308	1665	1600
ENSG00000181924	COA4	962	1096	1007	1038
ENSG00000181929	PRKAG1	1232	1196	1194	1222
ENSG00000181938	GINS3	130	141	122	129
ENSG00000181982	CCDC149	291	310	510	458
ENSG00000181991	MRPS11	719	722	597	644
ENSG00000182004	SNRPE	133	139	113	109
ENSG00000182010	RTKN2	271	263	221	263
ENSG00000182013	PNMAL1	363	348	312	305
ENSG00000182022	CHST15	1099	1110	1434	1244
ENSG00000182048	TRPC2	1	2	3	1
ENSG00000182050	MGAT4C	4	2	1	2
ENSG00000182054	IDH2	5214	5716	4889	5199
ENSG00000182057	OGFRP1	17	28	23	17
ENSG00000182087	TMEM259	1752	1832	1738	1765
ENSG00000182093	WRB	878	862	857	865
ENSG00000182095	TNRC18	1150	1237	740	902
ENSG00000182108	DEXI	7	7	9	4
ENSG00000182109	RP11-69E11.4	45	55	41	53
ENSG00000182117	NOP10	1248	1386	1452	1444
ENSG00000182118	FAM89A	238	199	227	228
ENSG00000182132	KCNIP1	20	24	29	29
ENSG00000182134	TDRKH	10	10	4	4
ENSG00000182141	ZNF708	178	197	175	187
ENSG00000182149	IST1	2277	2329	2190	2071
ENSG00000182150	ERCC6L2	382	373	434	495
ENSG00000182154	MRPL41	683	796	714	724
ENSG00000182156	ENPP7	6	5	2	1
ENSG00000182158	CREB3L2	2550	2698	4319	4358
ENSG00000182165	TP53TG1	136	175	147	142
ENSG00000182168	UNC5C	5	5	6	2
ENSG00000182170	MRGPRG	1	0	0	0
ENSG00000182173	TSEN54	623	656	621	650
ENSG00000182175	RGMA	0	2	2	0
ENSG00000182177	ASB18	4	3	0	2
ENSG00000182179	UBA7	540	538	432	439
ENSG00000182180	MRPS16	1858	1798	1733	1706
ENSG00000182183	FAM159A	2	0	0	1
ENSG00000182185	RAD51B	64	76	64	56
ENSG00000182195	LDOC1	446	412	400	435
ENSG00000182196	ARL6IP4	13	18	14	16
ENSG00000182197	EXT1	10944	10926	13903	13395
ENSG00000182199	SHMT2	3499	3796	3842	4009
ENSG00000182208	MOB2	325	369	430	393
ENSG00000182218	HHIPL1	1	1	0	1
ENSG00000182220	ATP6AP2	1525	1497	1571	1552
ENSG00000182224	CYB5D1	49	54	44	40
ENSG00000182240	BACE2	981	1011	1019	965
ENSG00000182247	UBE2E2	329	353	354	335
ENSG00000182253	SYNM	1026	1137	953	1022
ENSG00000182256	GABRG3	0	2	0	0
ENSG00000182257	PRR34	22	12	5	7
ENSG00000182263	FIGN	2637	2861	3429	3486
ENSG00000182264	IZUMO1	0	0	1	2
ENSG00000182272	B4GALNT4	336	410	347	399
ENSG00000182287	AP1S2	480	429	488	548
ENSG00000182307	C8orf33	2894	2978	2573	2658
ENSG00000182308	DCAF4L1	3	7	3	2
ENSG00000182310	SPACA6	68	66	56	86
ENSG00000182318	ZSCAN22	139	121	153	157
ENSG00000182324	KCNJ14	25	19	19	15
ENSG00000182325	FBXL6	470	554	468	527
ENSG00000182326	C1S	1029	1060	989	885
ENSG00000182327	GLTPD2	36	26	20	17
ENSG00000182329	KIAA2012	2	0	3	2
ENSG00000182333	LIPF	0	0	1	0
ENSG00000182347	PDSS1P1	0	1	0	1
ENSG00000182359	KBTBD3	103	119	111	98
ENSG00000182362	YBEY	158	185	167	182
ENSG00000182372	CLN8	283	283	326	344
ENSG00000182376	RP5-1142A6.8	0	1	1	1
ENSG00000182379	NXPH4	301	318	336	342
ENSG00000182389	CACNB4	74	77	73	85
ENSG00000182393	IFNL1	0	1	0	0
ENSG00000182400	TRAPPC6B	355	408	393	399
ENSG00000182405	PGBD4	161	142	191	181
ENSG00000182446	NPLOC4	4603	4961	4953	5207
ENSG00000182450	KCNK4	0	0	0	1
ENSG00000182459	TEX19	124	133	71	69
ENSG00000182472	CAPN12	109	116	72	84
ENSG00000182473	EXOC7	2051	2203	2009	1966
ENSG00000182477	OR2B8P	0	0	1	1
ENSG00000182481	KPNA2	209	171	166	165
ENSG00000182492	BGN	1	2	1	2
ENSG00000182504	CEP97	457	437	417	473
ENSG00000182511	FES	5	5	2	3
ENSG00000182512	GLRX5	875	876	760	789
ENSG00000182518	FAM104B	61	90	68	67
ENSG00000182533	CAV3	4	0	2	0
ENSG00000182534	MXRA7	1162	1165	1285	1305
ENSG00000182541	LIMK2	618	610	597	634
ENSG00000182544	MFSD5	950	1030	894	885
ENSG00000182551	ADI1	1381	1435	1403	1462
ENSG00000182552	RWDD4	45	48	62	46
ENSG00000182557	SPNS3	323	374	343	341
ENSG00000182568	SATB1	20	20	15	10
ENSG00000182578	CSF1R	4	11	8	8
ENSG00000182580	EPHB3	19	11	5	10
ENSG00000182584	ACTL10	9	8	5	6
ENSG00000182586	LINC00334	0	1	1	0
ENSG00000182600	C2orf82	52	42	34	38
ENSG00000182606	TRAK1	1245	1214	1290	1299
ENSG00000182612	TSPAN10	141	156	96	117
ENSG00000182621	PLCB1	1139	1131	1219	1318
ENSG00000182628	SKA2	1503	1522	1364	1553
ENSG00000182632	CCNYL2	14	7	14	16
ENSG00000182648	LINC01006	437	426	423	468
ENSG00000182670	TTC3	2403	2597	2795	2783
ENSG00000182674	KCNB2	5	1	1	4
ENSG00000182685	BRICD5	67	73	51	33
ENSG00000182687	GALR2	1	2	0	0
ENSG00000182700	IGIP	110	138	190	172
ENSG00000182704	TSKU	1711	1828	1587	1729
ENSG00000182718	ANXA2	13249	13491	13676	12821
ENSG00000182732	RGS6	0	0	3	2
ENSG00000182742	HOXB4	286	257	222	232
ENSG00000182747	SLC35D3	1	1	0	1
ENSG00000182749	PAQR7	18	28	17	15
ENSG00000182752	PAPPA	751	713	1309	1291
ENSG00000182759	MAFA	12	18	18	14
ENSG00000182768	NGRN	522	581	576	588
ENSG00000182771	GRID1	14	18	18	29
ENSG00000182782	HCAR2	2	1	1	0
ENSG00000182791	CCDC87	24	21	13	15
ENSG00000182795	C1orf116	142	159	86	69
ENSG00000182796	TMEM198B	328	352	199	245
ENSG00000182798	MAGEB17	2	0	2	0
ENSG00000182809	CRIP2	1063	1208	886	945
ENSG00000182810	DDX28	458	459	501	465
ENSG00000182827	ACBD3	1826	1913	1951	1948
ENSG00000182831	C16orf72	1556	1610	1988	1878
ENSG00000182841	RRP7BP	141	133	126	118
ENSG00000182853	VMO1	7	17	8	17
ENSG00000182854	OR4F15	11	4	1	1
ENSG00000182858	ALG12	250	256	224	243
ENSG00000182866	LCK	1	0	0	0
ENSG00000182870	GALNT9	391	435	517	426
ENSG00000182871	COL18A1	3968	4620	4149	4592
ENSG00000182872	RBM10	853	892	709	731
ENSG00000182873	RP11-181G12.2	30	28	24	26
ENSG00000182885	ADGRG3	1	0	0	0
ENSG00000182890	GLUD2	41	45	41	29
ENSG00000182899	RPL35A	5533	5546	5607	5689
ENSG00000182901	RGS7	0	2	0	0
ENSG00000182902	SLC25A18	51	57	52	57
ENSG00000182903	ZNF721	247	273	259	257
ENSG00000182912	TSPEAR-AS2	5	13	3	6
ENSG00000182919	C11orf54	637	708	602	590
ENSG00000182923	CEP63	562	568	488	523
ENSG00000182934	SRPRA	2152	2269	2158	2104
ENSG00000182944	EWSR1	5607	5802	5200	5370
ENSG00000182950	ODF3L1	1	6	3	0
ENSG00000182952	HMGN4	1200	1166	1265	1260
ENSG00000182957	SPATA13	1256	1265	954	1003
ENSG00000182963	GJC1	1211	1169	1395	1287
ENSG00000182973	CNOT10	503	549	436	408
ENSG00000182979	MTA1	959	1017	870	987
ENSG00000182983	ZNF662	0	1	0	1
ENSG00000182985	CADM1	1079	1145	1086	1126
ENSG00000182986	ZNF320	464	456	376	304
ENSG00000182993	C12orf60	77	77	59	75
ENSG00000183010	PYCR1	50	41	42	55
ENSG00000183011	NAA38	536	635	512	636
ENSG00000183018	SPNS2	2500	2742	1663	1785
ENSG00000183019	MCEMP1	2	0	0	0
ENSG00000183020	AP2A2	1403	1559	1434	1381
ENSG00000183023	SLC8A1	84	85	81	95
ENSG00000183032	SLC25A21	0	0	1	0
ENSG00000183044	ABAT	319	273	236	199
ENSG00000183048	SLC25A10	379	462	308	344
ENSG00000183049	CAMK1D	178	153	162	168
ENSG00000183060	LYSMD4	218	248	170	189
ENSG00000183066	WBP2NL	24	32	24	25
ENSG00000183067	IGSF5	1	2	2	1
ENSG00000183077	AFMID	371	395	253	323
ENSG00000183087	GAS6	900	976	953	916
ENSG00000183091	NEB	49	49	48	49
ENSG00000183092	BEGAIN	21	15	33	53
ENSG00000183098	GPC6	2898	3035	3506	3605
ENSG00000183111	ARHGEF37	67	60	59	88
ENSG00000183117	CSMD1	1	0	0	2
ENSG00000183128	CALHM3	3	0	2	5
ENSG00000183134	PTGDR2	2	0	0	2
ENSG00000183137	CEP57L1	213	226	183	186
ENSG00000183150	GPR19	36	21	15	23
ENSG00000183153	GJD3	2	0	3	0
ENSG00000183154	RP11-863K10.7	6	4	1	3
ENSG00000183155	RABIF	484	451	541	521
ENSG00000183160	TMEM119	0	0	1	0
ENSG00000183161	FANCF	391	426	368	419
ENSG00000183166	CALN1	2	5	5	8
ENSG00000183171	RP11-49C9.2	1	1	1	1
ENSG00000183172	SMDT1	338	317	274	305
ENSG00000183186	C2CD4C	160	181	109	113
ENSG00000183196	CHST6	0	0	0	1
ENSG00000183199	HSP90AB3P	3	0	0	0
ENSG00000183207	RUVBL2	1475	1538	1403	1303
ENSG00000183208	GDPGP1	87	83	51	57
ENSG00000183230	CTNNA3	15	12	18	16
ENSG00000183248	PRR36	3	1	2	3
ENSG00000183250	LINC01547	103	114	72	78
ENSG00000183251	OR51B4	0	0	1	2
ENSG00000183255	PTTG1IP	7927	7678	7771	7493
ENSG00000183258	DDX41	1107	1087	984	1035
ENSG00000183283	DAZAP2	5183	5239	5583	5456
ENSG00000183291	SEP15	3997	4066	4160	4186
ENSG00000183298	RPSAP19	0	0	0	1
ENSG00000183304	FAM9A	0	0	2	0
ENSG00000183307	CECR6	2	4	0	2
ENSG00000183308	AC005037.3	4	0	4	4
ENSG00000183309	ZNF623	2380	2407	2698	2535
ENSG00000183317	EPHA10	85	87	87	74
ENSG00000183323	CCDC125	2	1	0	1
ENSG00000183337	BCOR	1294	1402	737	869
ENSG00000183340	JRKL	591	649	569	528
ENSG00000183346	C10orf107	1	1	1	0
ENSG00000183354	KIAA2026	483	538	543	569
ENSG00000183378	OVCH2	0	0	1	0
ENSG00000183386	FHL3	628	558	566	577
ENSG00000183395	PMCH	0	1	0	1
ENSG00000183396	TMEM89	5	2	1	3
ENSG00000183397	C19orf71	66	80	49	71
ENSG00000183401	CCDC159	60	78	60	50
ENSG00000183421	RIPK4	331	410	550	606
ENSG00000183423	LRIT3	1	2	6	5
ENSG00000183431	SF3A3	1428	1394	1229	1244
ENSG00000183444	OR7E38P	30	27	26	19
ENSG00000183454	GRIN2A	9	9	18	13
ENSG00000183458	RP11-958N24.1	4	2	4	4
ENSG00000183474	GTF2H2C	6	10	7	7
ENSG00000183475	ASB7	522	609	621	627
ENSG00000183476	SH2D7	10	3	3	7
ENSG00000183479	TREX2	10	11	5	5
ENSG00000183484	GPR132	91	81	57	56
ENSG00000183486	MX2	16	20	9	5
ENSG00000183495	EP400	1909	2072	2232	2199
ENSG00000183496	MEX3B	128	122	142	126
ENSG00000183504	AL132868.1	0	0	1	1
ENSG00000183506	PI4KAP2	4	11	11	8
ENSG00000183508	FAM46C	22	19	16	15
ENSG00000183513	COA5	643	637	582	565
ENSG00000183520	UTP11	1026	993	975	972
ENSG00000183527	PSMG1	660	722	628	637
ENSG00000183530	PRR14L	1638	1681	1848	1805
ENSG00000183535	COL18A1-AS1	9	22	15	19
ENSG00000183542	KLRC4	0	1	0	0
ENSG00000183549	ACSM5	694	732	656	594
ENSG00000183560	IZUMO1R	1	0	0	0
ENSG00000183562	CTC-343N3.1	7	16	11	11
ENSG00000183569	SERHL2	14	18	17	11
ENSG00000183570	PCBP3	9	5	11	11
ENSG00000183571	PGPEP1L	0	1	1	0
ENSG00000183576	SETD3	1052	1176	1190	1116
ENSG00000183579	ZNRF3	749	742	635	744
ENSG00000183597	TANGO2	294	336	352	325
ENSG00000183604	SMG1P5	6	3	3	1
ENSG00000183605	SFXN4	358	391	305	284
ENSG00000183607	GKN2	0	0	1	0
ENSG00000183615	FAM167B	16	24	7	10
ENSG00000183617	MRPL54	213	231	219	192
ENSG00000183621	ZNF438	108	104	135	108
ENSG00000183624	HMCES	892	839	815	835
ENSG00000183628	DGCR6	124	115	84	77
ENSG00000183638	RP1L1	22	15	4	9
ENSG00000183644	C11orf88	1	1	1	2
ENSG00000183648	NDUFB1	303	327	297	292
ENSG00000183655	KLHL25	231	211	177	185
ENSG00000183662	FAM19A1	1	0	0	1
ENSG00000183665	TRMT12	548	537	460	475
ENSG00000183666	GUSBP1	50	53	46	51
ENSG00000183668	PSG9	8	5	11	8
ENSG00000183671	GPR1	22	10	15	18
ENSG00000183682	BMP8A	4	7	9	8
ENSG00000183684	ALYREF	128	110	103	127
ENSG00000183690	EFHC2	1	1	1	0
ENSG00000183696	UPP1	2456	2474	1975	2147
ENSG00000183718	TRIM52	394	400	356	392
ENSG00000183722	LHFP	271	288	354	330
ENSG00000183723	CMTM4	2656	2647	2808	2722
ENSG00000183726	TMEM50A	3214	3198	3465	3361
ENSG00000183729	NPBWR1	3	6	2	3
ENSG00000183734	ASCL2	1	0	0	0
ENSG00000183735	TBK1	1144	1199	1168	1121
ENSG00000183741	CBX6	3928	4131	3628	3909
ENSG00000183742	MACC1	37	38	42	45
ENSG00000183747	ACSM2A	45	53	22	21
ENSG00000183751	TBL3	566	629	475	520
ENSG00000183762	KREMEN1	433	427	417	390
ENSG00000183763	TRAIP	218	243	189	205
ENSG00000183765	CHEK2	147	152	107	129
ENSG00000183770	FOXL2	4	7	4	6
ENSG00000183773	AIFM3	65	82	44	63
ENSG00000183775	KCTD16	1	2	0	1
ENSG00000183778	B3GALT5	695	756	585	597
ENSG00000183779	ZNF703	914	1045	868	874
ENSG00000183780	SLC35F3	140	187	295	297
ENSG00000183785	TUBA8	4	3	8	4
ENSG00000183798	EMILIN3	0	4	2	1
ENSG00000183801	OLFML1	4	3	3	1
ENSG00000183808	RBM12B	1757	1836	1347	1316
ENSG00000183814	LIN9	256	265	247	236
ENSG00000183826	BTBD9	364	348	386	348
ENSG00000183828	NUDT14	161	192	131	161
ENSG00000183831	ANKRD45	33	29	17	20
ENSG00000183840	GPR39	62	72	50	35
ENSG00000183853	KIRREL	10143	10134	11843	11426
ENSG00000183856	IQGAP3	1205	1278	1281	1372
ENSG00000183864	TOB2	1472	1563	1470	1407
ENSG00000183876	ARSI	4	6	4	1
ENSG00000183878	UTY	423	440	418	485
ENSG00000183891	TTC32	275	299	288	330
ENSG00000183908	LRRC55	0	1	0	0
ENSG00000183911	RPL21P132	1	1	0	1
ENSG00000183914	DNAH2	4	3	3	1
ENSG00000183921	SDR42E2	3	2	2	0
ENSG00000183929	DUSP5P1	39	57	35	31
ENSG00000183935	HTR7P1	68	80	39	44
ENSG00000183943	PRKX	159	188	192	186
ENSG00000183955	KMT5A	97	101	83	101
ENSG00000183963	SMTN	1841	2073	1378	1408
ENSG00000183971	NPW	11	11	5	7
ENSG00000183977	PP2D1	7	9	10	13
ENSG00000183978	COA3	1136	1264	1020	1107
ENSG00000184007	PTP4A2	2669	2629	2479	2536
ENSG00000184009	ACTG1	35981	36366	47388	44845
ENSG00000184014	DENND5A	2261	2243	2742	2505
ENSG00000184022	OR2T10	0	2	0	0
ENSG00000184047	DIABLO	157	158	123	129
ENSG00000184056	VPS33B	285	337	287	255
ENSG00000184058	TBX1	2	1	5	2
ENSG00000184060	ADAP2	402	443	401	389
ENSG00000184068	RP5-821D11.7	51	44	42	45
ENSG00000184076	UQCR10	1100	1197	1086	1180
ENSG00000184083	FAM120C	419	458	407	391
ENSG00000184084	CTD-2372A4.1	4	8	2	1
ENSG00000184100	BRD7P2	5	14	15	16
ENSG00000184106	TREML3P	0	0	0	1
ENSG00000184110	EIF3C	24	25	26	26
ENSG00000184113	CLDN5	7	13	4	9
ENSG00000184117	NIPSNAP1	2334	2326	2337	2348
ENSG00000184139	RPL7AP28	16	13	7	16
ENSG00000184144	CNTN2	0	4	1	0
ENSG00000184154	LRTOMT	147	160	136	159
ENSG00000184156	KCNQ3	111	68	130	103
ENSG00000184160	ADRA2C	152	168	171	167
ENSG00000184162	NR2C2AP	425	443	479	464
ENSG00000184163	FAM132A	1	4	1	4
ENSG00000184164	CRELD2	296	323	281	284
ENSG00000184178	SCFD2	186	172	185	166
ENSG00000184182	UBE2F	233	244	218	211
ENSG00000184185	KCNJ12	0	0	1	0
ENSG00000184194	GPR173	179	205	128	147
ENSG00000184203	PPP1R2	826	802	823	820
ENSG00000184205	TSPYL2	464	455	401	392
ENSG00000184206	GOLGA6L4	0	0	0	1
ENSG00000184207	PGP	619	659	473	597
ENSG00000184208	C22orf46	242	285	197	219
ENSG00000184209	SNRNP35	208	214	188	171
ENSG00000184216	IRAK1	4391	4579	4600	4806
ENSG00000184220	CMSS1	475	519	554	536
ENSG00000184224	C11orf72	5	0	1	1
ENSG00000184226	PCDH9	74	64	110	94
ENSG00000184232	OAF	1053	1115	1117	1271
ENSG00000184254	ALDH1A3	2474	2393	3785	3995
ENSG00000184260	HIST2H2AC	7	6	6	6
ENSG00000184261	KCNK12	1	2	0	2
ENSG00000184270	HIST2H2AB	0	0	1	2
ENSG00000184271	POU6F1	119	136	121	108
ENSG00000184274	LINC00315	6	5	4	5
ENSG00000184277	TM2D3	559	614	533	539
ENSG00000184281	TSSC4	554	675	546	537
ENSG00000184292	TACSTD2	2	1	3	3
ENSG00000184302	SIX6	0	0	0	1
ENSG00000184304	PRKD1	171	188	194	226
ENSG00000184307	ZDHHC23	820	865	667	745
ENSG00000184313	MROH7	0	1	0	0
ENSG00000184319	RPL23AP82	3	5	3	5
ENSG00000184343	SRPK3	21	36	21	30
ENSG00000184347	SLIT3	5	4	4	6
ENSG00000184349	EFNA5	2196	2301	2475	2783
ENSG00000184350	MRGPRE	0	0	0	2
ENSG00000184361	SPATA32	34	37	29	24
ENSG00000184363	PKP3	699	786	517	615
ENSG00000184368	MAP7D2	230	281	140	151
ENSG00000184371	CSF1	3066	3035	4199	3853
ENSG00000184374	COLEC10	0	0	0	1
ENSG00000184378	ACTRT3	1	3	0	2
ENSG00000184381	PLA2G6	166	163	162	183
ENSG00000184384	MAML2	690	715	1068	966
ENSG00000184402	SS18L1	636	615	744	696
ENSG00000184414	RP11-44M6.3	1	0	0	0
ENSG00000184428	TOP1MT	1112	1143	1266	1235
ENSG00000184432	COPB2	6291	6583	5867	5720
ENSG00000184434	LRRC19	4	5	3	1
ENSG00000184436	THAP7	391	430	363	368
ENSG00000184441	AP001062.7	56	79	65	82
ENSG00000184445	KNTC1	932	1013	1018	1138
ENSG00000184451	CCR10	9	5	2	7
ENSG00000184465	WDR27	571	554	543	585
ENSG00000184470	TXNRD2	335	351	322	336
ENSG00000184471	C1QTNF8	0	1	1	1
ENSG00000184481	FOXO4	313	326	313	339
ENSG00000184486	POU3F2	19	19	9	9
ENSG00000184489	PTP4A3	185	216	173	204
ENSG00000184497	TMEM255B	129	126	129	125
ENSG00000184500	PROS1	287	302	318	284
ENSG00000184507	NUTM1	1	1	2	0
ENSG00000184508	HDDC3	203	233	185	172
ENSG00000184515	BEX5	8	7	0	3
ENSG00000184517	ZFP1	395	448	386	390
ENSG00000184524	CEND1	10	10	5	7
ENSG00000184530	C6orf58	6	5	6	2
ENSG00000184545	DUSP8	195	206	317	305
ENSG00000184557	SOCS3	839	798	1158	1136
ENSG00000184574	LPAR5	7	7	3	2
ENSG00000184575	XPOT	2001	2092	2036	1995
ENSG00000184584	TMEM173	697	735	680	691
ENSG00000184588	PDE4B	0	0	2	0
ENSG00000184599	FAM19A3	10	7	20	22
ENSG00000184602	SNN	634	649	476	480
ENSG00000184611	KCNH7	0	0	0	2
ENSG00000184612	RPL7P26	2	1	1	1
